,num_dol,num_des,num_tfsi,num_ps,num_li,atoms_dol,atoms_des,atoms_tfsi,atoms_ps,atoms_li,count,%
348,1,2,0,1,1,1O,1S:2O,,,1L,2,0.06000600060006
349,5,0,1,1,2,::1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
350,3,0,0,1,2,:1O:1O,,,,1L:1L,2,0.06000600060006
351,1,3,0,1,1,1O,:1O:1O1S,,,1L,2,0.06000600060006
352,4,2,0,1,2,:1O:1O:1O,1O:2O,,,1L:1L,2,0.06000600060006
353,4,2,1,1,1,::1O:1O,:,1O,,1L,2,0.06000600060006
354,1,3,1,1,1,1O,:1O:1O,1O,,1L,2,0.06000600060006
355,1,3,1,1,1,,:1O:1O,1O,,1L,2,0.06000600060006
356,1,3,1,1,1,,:1O:1O,,,1L,2,0.06000600060006
357,2,5,0,1,2,:,1O:1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
358,3,2,0,1,1,::,1O:1S,,,1L,2,0.06000600060006
359,2,5,0,1,2,:1O,1O:1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
360,4,2,1,1,1,::1O:1O,:1O,,,1L,2,0.06000600060006
361,2,6,0,1,2,:1O,:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
362,1,3,0,1,2,1O,1O:1O:2O,,,1L:1L,2,0.06000600060006
363,3,2,0,1,1,:1O:1O,:1S,,,1L,2,0.06000600060006
364,2,6,0,1,2,:,1O:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
365,4,2,1,1,2,:1O:1O:1O,1O:1O,1O,,1L:1L,2,0.06000600060006
366,1,3,0,1,2,,1O:1O:1O,,,1L:1L,2,0.06000600060006
367,1,3,0,1,1,1O,::1S,,,1L,2,0.06000600060006
368,3,1,0,1,1,::,1O,,,1L,2,0.06000600060006
369,1,2,0,1,1,,1O:1O,,,1L,2,0.06000600060006
370,1,2,0,1,0,,:,,,,2,0.06000600060006
371,3,1,1,1,1,1O:1O:1O,,,,1L,2,0.06000600060006
372,3,1,0,2,2,1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
373,0,4,1,1,1,,:1O:1O:1O1S,1O,,1L,2,0.06000600060006
374,5,2,0,1,2,::1O:1O:1O,1O:1O,,,1L:1L,2,0.06000600060006
375,3,1,1,1,2,:1O:1O,1O,,,1L:1L,2,0.06000600060006
376,0,4,0,1,2,,1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
377,0,4,0,1,2,,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
378,0,3,2,1,2,,1O:1O:1O,1O:1O,,1L:1L,2,0.06000600060006
379,3,1,0,1,1,::1O,1S,,,1L,2,0.06000600060006
380,3,1,1,1,1,::,1O,1O,,1L,2,0.06000600060006
381,6,1,0,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
382,6,1,0,1,1,:::::1O,1O,,,1L,2,0.06000600060006
383,0,3,0,1,1,,1O:1O:1S,,,1L,2,0.06000600060006
384,6,2,0,1,1,::::1O:1O,:1O,,,1L,2,0.06000600060006
385,3,1,1,1,1,::1O,1S,1O,,1L,2,0.06000600060006
386,3,1,1,1,2,:1O:1O,1O,2O,,1L:1L,2,0.06000600060006
387,0,4,1,1,2,,::1O:1O,1O,,1L:1L,2,0.06000600060006
388,5,2,0,1,1,:::1O:1O,1O:1O,,,1L,2,0.06000600060006
389,5,2,0,1,1,::1O:1O:1O,:,,,1L,2,0.06000600060006
390,0,5,0,1,1,,::1O:1O:1O,,,1L,2,0.06000600060006
391,5,1,1,1,2,::1O:1O:1O,1O,1O,,1L:1L,2,0.06000600060006
392,3,1,1,1,2,::1O,1O,1O,,1L:1L,2,0.06000600060006
393,0,5,0,1,2,,1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
394,3,1,1,1,2,::1O,1O,2O,,1L:1L,2,0.06000600060006
395,3,1,1,2,2,1O:1O:1O,1O,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
396,3,1,0,1,2,::1O,1O,,,1L:1L,2,0.06000600060006
397,5,1,0,1,2,::1O:1O:1O,1O,,,1L:1L,2,0.06000600060006
398,5,1,0,1,1,::::1O,,,,1L,2,0.06000600060006
399,1,1,0,1,1,1O,1S,,,1L,2,0.06000600060006
400,1,1,1,1,1,,,2O,,1L,2,0.06000600060006
401,1,1,1,1,1,1O,,1O,,1L,2,0.06000600060006
402,1,1,1,1,1,1O,1S,1O,,1L,2,0.06000600060006
403,1,3,1,1,1,1O,:1O:1S,1O,,1L,2,0.06000600060006
404,1,3,0,1,2,,1O:1O:2O,,,1L:1L,2,0.06000600060006
405,2,4,1,1,2,:,1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
406,4,2,0,1,1,::1O:1O,1O:1O,,,1L,2,0.06000600060006
407,4,1,0,1,1,:::,1O,,,1L,2,0.06000600060006
408,1,4,1,1,1,,::1O:1O,1O,,1L,2,0.06000600060006
409,1,4,1,1,1,,:::1O,1O,,1L,2,0.06000600060006
410,1,4,1,1,1,1O,:::1O,1O,,1L,2,0.06000600060006
411,2,4,0,1,2,1O:1O,:::1O,,,1L:1L,2,0.06000600060006
412,4,1,0,1,2,1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
413,1,6,0,1,2,1O,:1O:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
414,2,3,1,1,1,1O:1O,::1O,,,1L,2,0.06000600060006
415,1,4,1,1,2,1O,1O:1O:1O:2O,1O,,1L:1L,2,0.06000600060006
416,2,4,0,1,2,:,1O:1O:1O:2O,,,1L:1L,2,0.06000600060006
417,4,1,1,1,1,:::1O,1S,1O,,1L,2,0.06000600060006
418,4,1,1,1,1,:::1O,1O,1O,,1L,2,0.06000600060006
419,3,2,0,2,2,:1O:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
420,4,1,1,1,1,:::1O,1O,,,1L,2,0.06000600060006
421,1,3,1,1,2,1O,1O:1O:1O,,,1L:1L,2,0.06000600060006
422,1,5,0,1,2,1O,:1O:1O:1O:1O1S,,,1L:1L,2,0.06000600060006
423,3,2,0,2,1,::1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
424,1,5,0,1,1,,:::1O:1O,,,1L,2,0.06000600060006
425,1,5,0,1,2,,:1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
426,4,1,2,1,2,1O:1O:1O:1O,1O,1O:1O,,1L:1L,2,0.06000600060006
427,1,5,0,1,1,1O,::1O:1O:1S,,,1L,2,0.06000600060006
428,2,1,0,1,1,1O:1O,1S,,,1L,2,0.06000600060006
429,2,5,0,1,1,:1O,::1O:1O:1S,,,1L,2,0.06000600060006
430,2,1,1,1,1,:,,1O,,1L,2,0.06000600060006
431,4,2,0,1,2,1O:1O:1O:1O,1O:1O,,,1L:1L,2,0.06000600060006
432,4,2,0,1,1,:::1O,1O:2O,,,1L,2,0.06000600060006
433,4,2,0,1,1,:::1O,1O:1O1S,,,1L,2,0.06000600060006
434,1,4,0,1,1,,1O:1O:1O:1S,,,1L,2,0.06000600060006
435,2,1,1,1,1,1O:1O,,,,1L,2,0.06000600060006
436,1,4,0,1,1,,:1O:1O:1O,,,1L,2,0.06000600060006
437,2,1,0,1,2,:1O,1O,,,1L:1L,2,0.06000600060006
438,1,4,0,1,1,,:1O:1O:1S,,,1L,2,0.06000600060006
439,1,4,0,1,1,,:::1O,,,1L,2,0.06000600060006
440,2,1,0,1,1,:1O,2O,,,1L,2,0.06000600060006
441,4,1,0,1,1,:1O:1O:1O,1S,,,1L,2,0.06000600060006
442,2,1,0,1,1,:,1O,,,1L,2,0.06000600060006
443,1,4,0,1,2,,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
444,4,2,0,1,1,::1O:1O,1O:1O1S,,,1L,2,0.06000600060006
445,3,2,0,2,2,:1O:1O,1O:1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
446,3,2,0,2,2,1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
447,3,1,1,1,2,1O:1O:1O,1O,3O,,1L:1L,1,0.03000300030003
448,3,1,1,1,2,1O:1O:1O,2O,1O,,1L:1L,1,0.03000300030003
449,3,1,1,2,1,::1O,,1O,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
450,3,1,1,1,2,::1O,1O,4O2S,,1L:1L,1,0.03000300030003
451,3,2,0,2,2,:1O:1O,1O:1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
452,3,2,0,2,2,:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
453,3,2,1,1,2,:1O:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
454,3,2,0,2,2,:1O:1O,1O:1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
455,3,2,1,1,1,:1O:1O,1O:1S,1O,,1L,1,0.03000300030003
456,3,1,1,1,2,::1O,1O,,,1L:1L,1,0.03000300030003
457,3,1,1,1,2,1O:1O:1O,1O,2O1S,,1L:1L,1,0.03000300030003
458,3,1,1,1,2,:1O:1O,1O,1N2O,,1L:1L,1,0.03000300030003
459,3,1,1,1,2,1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
460,3,1,1,1,2,:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
461,3,2,1,1,2,:1O:1O,1O:1O1S,1O,,1L:1L,1,0.03000300030003
462,3,1,1,2,2,1O:1O:1O,1O,1O,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
463,3,2,0,2,2,:1O:1O,:1O,,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
464,3,1,1,1,2,:1O:1O,1O,3O,,1L:1L,1,0.03000300030003
465,3,1,1,1,2,1O:1O:1O,1O,3O1S,,1L:1L,1,0.03000300030003
466,3,2,0,2,2,::1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
467,3,1,1,1,2,1O:1O:2O,1O,2O,,1L:1L,1,0.03000300030003
468,3,2,1,1,1,:1O:1O,:,,,1L,1,0.03000300030003
469,3,2,1,1,1,:1O:1O,1O:1O1S,1O,,1L,1,0.03000300030003
470,3,2,1,1,1,::1O,:,,,1L,1,0.03000300030003
471,3,1,2,1,2,:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
472,3,1,1,2,2,::,,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
473,3,2,1,1,2,1O:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
474,3,2,0,1,1,:1O:1O,1O:2O,,,1L,1,0.03000300030003
475,3,2,0,1,1,:1O:1O,1S:1S,,,1L,1,0.03000300030003
476,3,2,0,1,2,1O:1O:1O,1O:1O1S,,,1L:1L,1,0.03000300030003
477,3,2,1,1,2,1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
478,3,2,0,1,1,:1O:1O,1S:2O,,,1L,1,0.03000300030003
479,3,2,0,1,1,::1O,:2O,,,1L,1,0.03000300030003
480,3,2,1,1,1,::,:1O,1O,,1L,1,0.03000300030003
481,3,2,1,1,1,::,:1O,2O,,1L,1,0.03000300030003
482,3,2,1,1,1,::1O,1O:1O1S,,,1L,1,0.03000300030003
483,3,2,1,1,0,::,:,,,,1,0.03000300030003
484,3,2,1,1,1,::1O,1O:1O1S,1O,,1L,1,0.03000300030003
485,3,2,0,1,1,:1O:1O,:2O,,,1L,1,0.03000300030003
486,3,2,1,1,1,::1O,1O:1S,,,1L,1,0.03000300030003
487,3,2,0,1,1,:1O:1O,:2O1S,,,1L,1,0.03000300030003
488,3,2,0,1,1,::,1O:1O1S,,,1L,1,0.03000300030003
489,3,2,0,1,1,::,1O:2O,,,1L,1,0.03000300030003
490,3,2,1,1,1,::1O,1O:1S,1O,,1L,1,0.03000300030003
491,3,2,0,1,2,1O:1O:2O,1O:1O,,,1L:1L,1,0.03000300030003
492,3,2,0,1,2,:1O:1O,1O:1O1S,,,1L:1L,1,0.03000300030003
493,3,1,2,1,2,1O:1O:1O,1O,:1O,,1L:1L,1,0.03000300030003
494,3,2,0,1,2,:1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
495,3,1,2,1,2,1O:1O:1O,1O,:2O,,1L:1L,1,0.03000300030003
496,3,1,2,1,2,1O:1O:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
497,3,2,1,1,1,:1O:1O,:1O,1O,,1L,1,0.03000300030003
498,3,2,0,2,1,::1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
499,3,2,0,2,1,::1O,:1O,,1S:1S:1S:1S:1S:1S:1S:1S,1L,1,0.03000300030003
500,3,1,2,1,2,:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
501,3,2,0,2,1,::,1O:1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
502,3,2,0,1,2,::1O,:1O,,,1L:1L,1,0.03000300030003
503,3,2,0,1,2,::,1O:1O,,,1L:1L,1,0.03000300030003
504,3,2,1,1,1,:1O:1O,:1S,1O,,1L,1,0.03000300030003
505,3,1,2,1,2,:1O:1O,2O1S,1O:1O,,1L:1L,1,0.03000300030003
506,3,2,1,1,2,1O:1O:1O,:2O,1O,,1L:1L,1,0.03000300030003
507,3,1,2,1,2,::1O,1O,1O:1O,,1L:1L,1,0.03000300030003
508,3,2,0,1,2,:1O:1O,1O:2O1S,,,1L:1L,1,0.03000300030003
509,3,2,0,1,0,::,:1S,,,,1,0.03000300030003
510,3,2,1,1,2,1O:1O:1O,:1O,,,1L:1L,1,0.03000300030003
511,3,2,0,1,1,1O:1O:1O,:1O1S,,,1L,1,0.03000300030003
512,3,2,1,1,2,::1O,:1O,2O,,1L:1L,1,0.03000300030003
513,3,5,0,1,2,:1O:1O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
514,3,2,1,2,1,::,:,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
515,4,3,0,1,1,::1O:1O,::2O,,,1L,1,0.03000300030003
516,4,3,0,1,1,:::1O,1O:1O:1O1S,,,1L,1,0.03000300030003
517,4,3,0,1,1,:::1O,1O:1O:1S,,,1L,1,0.03000300030003
518,4,3,0,1,1,:::1O,1O:1S:2O,,,1L,1,0.03000300030003
519,4,3,0,1,1,:::1O,:1O:3O1S,,,1L,1,0.03000300030003
520,4,3,0,1,1,:::1O,::,,,1L,1,0.03000300030003
521,4,3,0,1,2,:1O:1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
522,4,3,0,1,2,::1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
523,4,3,0,1,2,::1O:1O,::1O,,,1L:1L,1,0.03000300030003
524,4,3,0,2,2,:::1O,1O:1O:1O,,::1S:1S:1S:1S:1S:2S,1L:1L,1,0.03000300030003
525,4,3,1,1,2,:::1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
526,4,4,0,1,1,:::,:1O:1O:1O1S,,,1L,1,0.03000300030003
527,4,4,0,1,1,:::1O,::1O:1O,,,1L,1,0.03000300030003
528,4,4,0,1,2,:1O:1O:1O,::1O:1O,,,1L:1L,1,0.03000300030003
529,4,4,0,1,2,::1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
530,4,4,0,1,2,:::1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
531,5,0,0,1,1,::1O:1O:1O,,,,1L,1,0.03000300030003
532,5,0,0,1,1,::::,,,,1L,1,0.03000300030003
533,5,0,0,1,1,::::1O,,,,1L,1,0.03000300030003
534,5,0,0,1,2,::1O:1O:1O,,,,1L:1L,1,0.03000300030003
535,5,0,0,1,2,:::1O:1O,,,,1L:1L,1,0.03000300030003
536,5,0,0,2,1,:::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
537,4,3,0,1,1,:::,1O:1O:1O,,,1L,1,0.03000300030003
538,4,3,0,1,1,::1O:1O,:1O:1S,,,1L,1,0.03000300030003
539,5,0,1,1,1,::1O:1O:1O,,,,1L,1,0.03000300030003
540,4,3,0,1,1,::1O:1O,:1O:1O,,,1L,1,0.03000300030003
541,4,2,0,1,2,1O:1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
542,4,2,0,1,2,:1O:1O:1O,1O:1O1S,,,1L:1L,1,0.03000300030003
543,4,2,0,1,2,:1O:1O:1O,:,,,1L:1L,1,0.03000300030003
544,4,2,0,1,2,:1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
545,4,2,0,1,2,::1O:1O,1O:2O,,,1L:1L,1,0.03000300030003
546,4,2,0,1,2,::1O:1O,1O:3O1S,,,1L:1L,1,0.03000300030003
547,4,2,0,2,1,::1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
548,4,2,0,2,2,1O:1O:1O:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
549,4,2,0,2,2,:1O:1O:1O,1O:1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
550,4,2,0,2,2,:1O:1O:1O,1O:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
551,4,2,0,2,2,:1O:1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
552,4,2,0,2,2,::1O:1O,1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
553,4,2,0,2,2,:::1O,:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
554,4,2,1,1,1,::1O:1O,:,,,1L,1,0.03000300030003
555,4,2,1,1,1,::1O:1O,:1O,1O,,1L,1,0.03000300030003
556,4,2,1,1,2,1O:1O:1O:1O,1O:1O,1O,,1L:1L,1,0.03000300030003
557,4,2,1,1,2,1O:1O:1O:1O,:1O,,,1L:1L,1,0.03000300030003
558,4,2,1,1,2,1O:1O:1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
559,4,2,1,1,2,::1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
560,4,2,1,1,2,::1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
561,4,3,0,1,1,:1O:1O:1O,::1O,,,1L,1,0.03000300030003
562,5,0,0,2,2,:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
563,5,0,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
564,3,2,2,1,2,:1O:1O,:1O,1O:1O,,1L:1L,1,0.03000300030003
565,5,2,0,1,1,::::,:1O,,,1L,1,0.03000300030003
566,5,2,0,1,1,::::1O,1O:2O,,,1L,1,0.03000300030003
567,5,2,0,1,2,1O:1O:1O:1O:1O,:1O,,,1L:1L,1,0.03000300030003
568,5,2,0,1,2,:::1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
569,5,2,0,1,2,::::1O,1O:1O,,,1L:1L,1,0.03000300030003
570,5,2,1,1,1,:::1O:1O,1O:1O1S,,,1L,1,0.03000300030003
571,5,2,1,1,1,:::1O:1O,:,1O,,1L,1,0.03000300030003
572,5,2,1,1,2,:::1O:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
573,5,3,0,1,1,::1O:1O:1O,:1O:1S,,,1L,1,0.03000300030003
574,5,3,0,1,1,::1O:1O:1O,::,,,1L,1,0.03000300030003
575,5,3,0,1,1,::::1O,:1O:2O1S,,,1L,1,0.03000300030003
576,5,3,0,1,1,::::1O,::1O,,,1L,1,0.03000300030003
577,6,0,0,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
578,6,0,0,1,1,:::::1O,,,,1L,1,0.03000300030003
579,6,0,0,1,2,::1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
580,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
581,6,0,1,1,2,::1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
582,6,1,0,1,0,:::::,,,,,1,0.03000300030003
583,6,1,0,2,2,::1O:1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
584,6,2,0,1,1,:::1O:1O:1O,:,,,1L,1,0.03000300030003
585,6,2,0,1,1,:::::1O,1O:1O,,,1L,1,0.03000300030003
586,7,0,0,1,1,:::1O:1O:1O:1O,,,,1L,1,0.03000300030003
587,5,2,0,1,1,::::1O,1O:1O,,,1L,1,0.03000300030003
588,5,2,0,1,1,::::,1O:1O,,,1L,1,0.03000300030003
589,5,0,1,2,1,::::1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
590,5,2,0,1,1,:::1O:1O,:,,,1L,1,0.03000300030003
591,5,1,0,1,0,::::,1S,,,,1,0.03000300030003
592,5,1,0,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
593,5,1,0,1,1,::1O:1O:1O,1S,,,1L,1,0.03000300030003
594,5,1,0,1,1,:::1O:1O,1O1S,,,1L,1,0.03000300030003
595,5,1,0,1,1,:::1O:1O,1S,,,1L,1,0.03000300030003
596,5,1,0,1,1,::::,,,,1L,1,0.03000300030003
597,5,1,0,1,1,::::,1O,,,1L,1,0.03000300030003
598,5,1,0,1,2,1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
599,5,1,0,1,2,1O:1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
600,5,1,0,1,2,:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
601,5,1,0,1,2,:::1O:1O,1O,,,1L:1L,1,0.03000300030003
602,5,1,0,1,2,:::1O:1O,1O1S,,,1L:1L,1,0.03000300030003
603,5,1,0,2,2,:1O:1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
604,5,1,1,1,1,:::1O:1O,,1O,,1L,1,0.03000300030003
605,5,1,1,1,1,::::1O,,,,1L,1,0.03000300030003
606,5,1,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
607,5,1,1,1,2,:1O:1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
608,5,1,1,1,2,:1O:1O:1O:2O,1O,,,1L:1L,1,0.03000300030003
609,5,1,1,1,2,::1O:1O:1O,1O,1N2O,,1L:1L,1,0.03000300030003
610,5,2,0,1,1,::1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
611,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,1,0.03000300030003
612,4,2,0,1,1,:::1O,1O:1S,,,1L,1,0.03000300030003
613,4,2,0,1,1,::1O:1O,:2O,,,1L,1,0.03000300030003
614,4,2,0,1,1,::1O:1O,:1S,,,1L,1,0.03000300030003
615,3,3,1,1,1,::,1O:1O:1O,1O,,1L,1,0.03000300030003
616,3,3,1,1,2,:1O:1O,::1O,1O,,1L:1L,1,0.03000300030003
617,3,3,1,1,2,::,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
618,3,4,0,1,1,:1O:1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
619,3,4,0,1,1,:1O:1O,::1O:1O,,,1L,1,0.03000300030003
620,3,4,0,1,1,:1O:1O,::1O:1O1S,,,1L,1,0.03000300030003
621,3,4,0,1,1,::,1O:1O:1O:1O,,,1L,1,0.03000300030003
622,3,4,0,1,1,::,1O:1O:1O:1O1S,,,1L,1,0.03000300030003
623,3,4,0,1,1,::,:1O:1O:1O,,,1L,1,0.03000300030003
624,3,4,0,1,1,::1O,:1O:1O:1S,,,1L,1,0.03000300030003
625,3,4,0,1,1,::1O,::1O:2O,,,1L,1,0.03000300030003
626,3,4,0,1,1,::1O,:::1O,,,1L,1,0.03000300030003
627,3,4,0,1,2,1O:1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
628,3,4,1,1,2,1O:1O:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
629,3,4,1,1,2,:1O:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
630,3,5,0,1,1,:1O:1O,::::1O,,,1L,1,0.03000300030003
631,3,5,0,1,1,::,::1O:1O:1O,,,1L,1,0.03000300030003
632,3,5,0,1,1,::,::::1O,,,1L,1,0.03000300030003
633,3,5,0,1,1,::1O,:::1O:1O,,,1L,1,0.03000300030003
634,3,5,0,1,2,:1O:1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
635,3,5,0,1,2,::1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
636,4,0,0,1,2,:1O:1O:1O,,,,1L:1L,1,0.03000300030003
637,3,3,1,1,2,1O:1O:1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
638,3,3,1,1,1,:1O:1O,::1O,1O,,1L,1,0.03000300030003
639,4,2,0,1,1,::1O:1O,:1O1S,,,1L,1,0.03000300030003
640,3,3,1,1,1,:1O:1O,:1O:1O,,,1L,1,0.03000300030003
641,3,3,0,1,1,1O:1O:1O,:1O:1O1S,,,1L,1,0.03000300030003
642,3,3,0,1,1,:1O:1O,1O:1O1S:1S,,,1L,1,0.03000300030003
643,3,3,0,1,1,:1O:1O,1O:1O:1S,,,1L,1,0.03000300030003
644,3,3,0,1,1,:1O:1O,:1O:1O,,,1L,1,0.03000300030003
645,3,3,0,1,1,:1O:1O,:1O:1O1S,,,1L,1,0.03000300030003
646,3,3,0,1,1,:1O:1O,::1O1S,,,1L,1,0.03000300030003
647,3,3,0,1,1,:1O:1O,::2O,,,1L,1,0.03000300030003
648,3,3,0,1,1,::,1O:1O:1O1S,,,1L,1,0.03000300030003
649,3,3,0,1,1,::1O,::1O1S,,,1L,1,0.03000300030003
650,3,3,0,1,2,1O:1O:1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
651,3,3,0,1,2,1O:1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
652,3,3,0,1,2,:1O:1O,:1O:1O1S,,,1L:1L,1,0.03000300030003
653,3,3,0,1,2,:1O:1O,::1O,,,1L:1L,1,0.03000300030003
654,3,3,0,1,2,:1O:2O,1O:1O:1O1S,,,1L:1L,1,0.03000300030003
655,3,3,0,1,2,:1O:2O,:1O:1O,,,1L:1L,1,0.03000300030003
656,3,3,0,1,2,::1O,:1O:1O,,,1L:1L,1,0.03000300030003
657,3,3,0,1,2,::2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
658,3,3,0,2,1,::,:1O:1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
659,3,3,0,2,1,::1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
660,3,3,0,2,2,::1O,1O:1O:2O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
661,3,3,0,2,2,::1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
662,4,0,0,1,2,:::2O,,,,1L:1L,1,0.03000300030003
663,4,0,0,2,1,::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
664,4,0,0,2,2,:1O:1O:1O,,,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
665,4,0,1,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
666,4,1,1,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
667,4,1,1,1,1,::1O:1O,,,,1L,1,0.03000300030003
668,4,1,1,1,1,::1O:1O,,1O,,1L,1,0.03000300030003
669,4,1,1,1,1,::1O:1O,1O,1O,,1L,1,0.03000300030003
670,4,1,1,1,1,::1O:1O,1O,2O,,1L,1,0.03000300030003
671,4,1,1,1,1,:::,,1O,,1L,1,0.03000300030003
