,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DIPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
189,9.475,1.0080977830527094,1.0779142129117223,1.1335258687951535,0.8348076878205468,1.0240869088421534,1.196101506811733,1.1320960750090994,1.2094359717706156,1.2241038832253868,1.6021561685444852,1.728227473610281,1.4393140661678328,1.481337834523098,1.612662110633302,1.5338675449671793,1.171412542903017,1.0505942088816298,1.5247552482574904
190,9.525,1.0081790151940295,1.0681145362299864,1.116203238951875,0.8039977663309451,1.0832962273906417,1.257468093426652,1.1980913209143758,1.1756600957430714,1.1756600957430714,1.6893391506017983,1.6269635511949638,1.6165676179604904,1.543796085319182,1.6789432173673258,1.512608285615763,1.1123648560885693,1.33587742062973,1.533294071133339
191,9.575,1.0086367966143082,1.0694986347279314,1.0962361005961294,0.8169652133372395,1.045897207552248,1.1882227950968112,1.1803883590851836,1.1281587856743345,1.2326179324960322,1.6357352763670376,1.6717420277336072,1.342537443810682,1.4505576979103922,1.7231802439715644,1.517427379019736,1.2139419032157888,1.3065306924441122,1.4411098622748493
192,9.625,1.0084470957218856,1.0921589210372933,1.1166772697869638,0.8350236080456296,1.076409663356049,1.1513577551623522,1.1513577551623524,1.1940006349831802,1.2560266419952937,1.9038538263440343,1.771500351785358,1.4304356288841538,1.5017028844157492,1.460978738397694,1.7053236145060209,1.2522674900551671,1.2369959352983964,1.482743301129283
193,9.675,1.008074873407945,1.100600422543618,1.0811399042668148,0.7919002063697487,0.970675127586754,1.1100737954483562,1.172739251643021,1.1139104560317037,1.177854799087484,1.59202037135241,1.5869823322025611,1.3451564530097906,1.274623904911899,1.5617921364533152,1.5718682147530136,1.163787043615213,1.2947760615112966,1.4250453595288306
194,9.725,1.008467905356516,1.1097621835075355,1.0755205391053322,0.783778224536702,1.0429946352185806,1.1569139521720664,1.2632386479953197,1.1353958589697413,1.1822293559395076,1.8050650019633123,1.6355285100662065,1.3413328329506389,1.266537321819563,1.710324021197282,1.6654467145186358,1.2366191173671324,1.311414628498209,1.4507276281423498
195,9.775,1.007514100116701,1.078667703322179,1.100556443537968,0.7991158840724839,1.0223290914086187,1.219027213162483,1.1764301676871247,1.1977286904248037,1.2202800674411696,1.6830009143695817,1.6533879950551598,1.3473878288061454,1.332581369148935,1.5892266698739153,1.7669041857604408,1.095678014633569,1.1450328801576035,1.3727703310756485
196,9.825,1.0079699701389346,1.1084871927170843,1.0858887779012882,0.8042022007481032,1.0491542571325196,1.2240132999879398,1.1582861420351929,1.189289518427998,1.2364146505450613,1.84178845698348,1.832017695938476,1.2018036085356405,1.372791926823231,1.6805708997408948,1.5193533424983083,1.167605944878122,1.2018036085356396,1.49702017439544
197,9.875,1.0072853258352548,1.0677710749404583,1.0889881243777206,0.7923459369938219,1.010321833387258,1.193235506746555,1.1760489871020572,1.1772765956480928,1.1539520332734172,1.745808153498435,1.7458081534984362,1.3831056285333867,1.3057290898741762,1.460482167192597,1.6587595475068253,1.2718768542107717,1.223516517548765,1.3760489671633174
198,9.925,1.0078557524481149,1.0890021246472144,1.0798700313587684,0.7954694102888497,1.023258077657545,1.171521124539043,1.1703058536629651,1.166660041034731,1.141139352637096,1.6708133226561193,1.6708133226561188,1.445804078630795,1.211219973157586,1.5224029702138837,1.6037892925209152,1.2495194189491303,1.192070250261814,1.4347636771653738
199,9.975,1.0069427102445356,1.0787902525902144,1.0731397693899725,0.7655631512311127,1.0358848296931158,1.1790559037157409,1.2103369787122813,1.210336978712281,1.244024290247017,1.791552477074569,1.6209284316388952,1.4076483748443045,1.2180661021380006,1.5403559657387162,1.59249109073295,1.1896287612320555,1.265461670314577,1.4204161605571772
200,10.025,1.0063155794596692,1.0850626604844424,1.0747692221709173,0.7814899805598878,1.0303421915903,1.209014247935439,1.2733361882196887,1.2137788361046424,1.2221168654007493,1.8722665783075465,1.6188771165817122,1.2857168983866365,1.374872449734614,1.4781051934006946,1.4874899882794297,1.271639706068535,1.4452584113251243,1.4189235277368382
201,10.075,1.0057633533584869,1.1035647965759818,1.09425949212784,0.7907876271367702,1.0531627684167644,1.1439729959286244,1.1581252391772263,1.2501148202931356,1.165201360801526,1.7747484841554353,1.579619069667142,1.32409245545628,1.3333843323366752,1.5192218699445743,1.4727624855425998,1.170776486929764,1.4030734089396373,1.4205193818579287
202,10.125,1.005843646607953,1.0850143026207464,1.090279232516197,0.7887670630552012,1.0603028816627411,1.219114767021919,1.2553145350082018,1.1794117956821244,1.247140393850009,1.7756640836282336,1.605457940897029,1.2880464855334337,1.191442999118426,1.536455450600596,1.4582526282646375,1.2466449913555735,1.2282443272765244,1.310484029997172
203,10.175,1.0055652124999472,1.103701880719101,1.0861069481589265,0.7735622071939883,1.0406575497128914,1.175943031175567,1.173630458842872,1.1470358770168765,1.1840370343400008,1.7992513527864311,1.494061882820125,1.238978146728884,1.2571984135925445,1.6307138842975757,1.4667314825246347,1.0157798776490483,1.197982546285649,1.2884331567873892
204,10.225,1.005317444762471,1.0918586324513642,1.116810484572002,0.7938704214934008,0.995009706169853,1.2377508542803362,1.1679055239277916,1.1805005834995617,1.189660626824486,1.7726765661756052,1.7230596648322671,1.1727631226607058,1.118635593922519,1.389273237613452,1.51106017727437,1.213358769214345,1.2539544157679854,1.289533140015109
205,10.275,1.005603957719707,1.1000033629772028,1.1106540539432872,0.822798888043545,1.0477133860372498,1.191717282170076,1.1996545047915703,1.17924450376487,1.1542989469544598,1.7778004261303737,1.5857265107444285,1.143509821832602,1.089907798934199,1.4740556297060896,1.5991270164690292,1.2685812085955426,1.1569103275572026,1.3161210979518647
206,10.325,1.0041443066945128,1.1334651419929709,1.0777728290418924,0.7589323635421769,0.999410888703676,1.1667279925428315,1.2610544134991326,1.212768269438169,1.1936783985303456,1.7252343226856093,1.6279134121751389,1.2253587368818295,1.0705300156151727,1.5305925016646686,1.5128977906627648,1.12803782637136,1.3846111358989623,1.295957022613917
207,10.375,1.004011560407967,1.0816167671665238,1.1045987730363942,0.786722566275629,1.0743235963527151,1.1666309032857125,1.1087998194240754,1.2800687985527686,1.2233498509192402,1.6297850906461302,1.520256522726363,1.1960519616838532,1.244244531568551,1.651690804230083,1.546543379027107,1.2135765325510162,1.235482246134969,1.256940904339657
208,10.425,1.003962792151036,1.1269300887610034,1.130654793424554,0.751978906174506,1.044216177164098,1.1202192533500923,1.1532640690831335,1.175293946238494,1.1510610813675974,1.6705990176148535,1.6662597993872832,1.2453556313128915,1.2019634490371809,1.5317440343325808,1.6055107442012884,1.1412143938511865,1.2496948495404625,1.317971120019184
209,10.475,1.003112003811056,1.1346436605363006,1.1133281004395208,0.7672115394708175,1.064819435272529,1.1848298224446376,1.2044678858000732,1.193557850602609,1.1946488541223557,1.860987518985675,1.6460928863083455,1.156133123804034,1.1905162650324073,1.6718802422296253,1.573028711198053,1.2077078356465931,1.2592825474891527,1.3025246103095298
210,10.525,1.002946139667045,1.1019632484359354,1.129370219426881,0.7706196769477431,1.0374358386726386,1.2643749283822792,1.1725186301664725,1.2503263180669204,1.2654555907142295,1.5836615264586116,1.502775588279274,1.2856607015873676,1.085574433459532,1.4985184336382562,1.579404371817594,1.200517608767012,1.1920032994849763,1.2271031050966337
211,10.575,1.002305616148503,1.127162036838003,1.125151043016705,0.7641635398562188,1.0479876631751437,1.1839370331682424,1.2246147974181452,1.1817960982077207,1.2171215250563208,1.7542691312877012,1.4548626208996558,1.2608809381130357,1.1217201656791551,1.4843815726280545,1.8090900416404416,1.260880938113035,1.222928000176522,1.303567235656142
212,10.625,1.001728553201525,1.1311208470111869,1.1251445128424058,0.769080813944537,1.0848057895965144,1.1781224166585806,1.1760015842253515,1.2046328220739393,1.192968243691181,1.8380547754649308,1.6041205313148488,1.2741061511745544,1.2197999873539995,1.4620890259380133,1.5331047786264311,1.2365095762218623,1.315880123344212,1.35462761385668
213,10.675,1.0011584519584764,1.1296277722934172,1.1173921115872336,0.7626918255317994,1.0305462458701968,1.1776170658720595,1.192324147872246,1.1744655483005917,1.1975766771580274,1.7919083242218323,1.51877680136123,1.1463247247331354,1.0304507453377283,1.535330226989146,1.5063617321402938,1.2787521297564577,1.2415069220936483,1.2527818318963353
214,10.725,1.0008030520857791,1.118924169527311,1.112276708097304,0.7900143179567108,1.03761157910316,1.1427256909280543,1.2218214582418363,1.136481288245388,1.240554666289837,1.7383407872151653,1.668643161312671,1.2176585231200563,1.0864629920094782,1.3775530766610742,1.5825460940213525,1.20535894207844,1.172560059300795,1.3115369580091327
215,10.775,1.0006317867704166,1.1106945709235845,1.1471107863637018,0.7525202264893266,1.072341322747291,1.1806065524477385,1.210508377793576,1.185762039576331,1.240410203139414,1.6653785694181416,1.4419741271791229,1.2551267754883075,1.2957457649863109,1.372921845032517,1.5353978030245303,1.328240956584713,1.3485504513337148,1.236475198677998
216,10.825,1.000581917300145,1.0872154852156604,1.1131244155782578,0.7583993409296443,1.1063866173916528,1.1646174919912131,1.118645748886297,1.1227321260511782,1.1687038691560945,1.4689287611638275,1.6097849437411815,1.3441704280238858,1.1872163960091209,1.4890510729605924,1.6097849437411813,1.2194120948839446,1.364292739820651,1.2616689496571496
217,10.875,0.9998707463453296,1.117744606292993,1.1221182241808356,0.7537501741749676,1.1529207811982902,1.1549452250634322,1.227825204208539,1.1630430005239991,1.2085929874896917,1.575078673864161,1.4793776911483636,1.240125234358871,1.1284740878571076,1.439502281683448,1.379689167486075,1.184299661107989,1.2600629390913285,1.2259247058861609
218,10.925,1.000219273409148,1.1325969193917715,1.1248716700663572,0.7781290714757809,1.0932459777060324,1.1764931484854833,1.2156092889722132,1.195549729748248,1.131359140231564,1.635765874899603,1.398698356798211,1.4145028580049706,1.1221195856799204,1.2367022194289266,1.4263562339100404,1.2129954676187873,1.14187521218837,1.2559740346759436
219,10.975,0.9990687062662504,1.1402246049007465,1.126034811225873,0.8182781019177454,1.0972214872678443,1.1667916902648998,1.1995890716777973,1.2482882137757365,1.1727548505217902,1.5465064605622487,1.5817433166256922,1.2881028494303284,1.1197489815716537,1.4094742425377451,1.5347608418744343,1.166731456322912,1.1236641878009257,1.2181884524790505
220,11.025,0.9987516019094912,1.1284257556625104,1.101228086194993,0.783544332245211,1.1453990369848346,1.16706608669564,1.1572174277361833,1.1237319872740297,1.1995666612618476,1.5790683198329216,1.3928391322359182,1.2764458899877915,1.2648065657629788,1.334642511111855,1.4083582312023353,1.3036043131790214,1.229888593088541,1.2359062028918435
221,11.075,0.9977977268326904,1.137328366365186,1.135861555639582,0.7946640107370829,1.153624069368674,1.1546000626591728,1.2063277070555682,1.198519760731584,1.1858318479551098,1.634049372727768,1.545618465497794,1.2611016335404894,1.2072741247918095,1.4187393377330495,1.5187047111234542,1.288015387914828,1.2418775232731034,1.3102211969175623
222,11.125,0.9982649687948072,1.141483029303346,1.1231306278452688,0.7930519924147257,1.11619501352425,1.1993776575130592,1.1442449748693129,1.1635897757969436,1.2293620989508858,1.6041529617714998,1.4479290391286697,1.261222399872604,1.1088088168064285,1.428877341245398,1.4212566620920892,1.2193086645294064,1.2574120602959502,1.2484305455795497
223,11.175,0.998371646728356,1.1390349211701958,1.1086006284148182,0.822409383269835,1.1733313353730928,1.171414127308758,1.1311527579577194,1.190586207952108,1.17812435553393,1.5633960306441836,1.370803765999609,1.2084220526718317,1.049816658258654,1.321711620109816,1.6389224089361727,1.2424089229032271,1.1064614419776455,1.2245677427250687
224,11.225,0.9985050279200006,1.1176657519026327,1.1128466884562302,0.8281002640198717,1.1201480501109211,1.1534009608436466,1.1581513766626068,1.1562512103350222,1.2142062833263427,1.631839809810241,1.3286769093638433,1.2500791203592223,1.1677385794972373,1.3286769093638435,1.3324196612212065,1.2276226092150433,1.2089088499282292,1.2666159729534887
225,11.275,0.9979356024125636,1.1136128125564004,1.105652117311756,0.8082438534623828,1.171444201702881,1.120593729924782,1.2260613750941731,1.2175862964644897,1.1648524738797943,1.5432062366776722,1.4133691734956568,1.253855067300609,1.264983958430497,1.227887654664206,1.4430462165086888,1.179662459768029,1.1833720901446585,1.2241780242875766
226,11.325,0.9977723119774357,1.129927822009788,1.1330840449762962,0.8564705313313292,1.1816575071429103,1.173257098324359,1.2208594149628171,1.1825908859005274,1.1844576434157603,1.397239715947622,1.3420855166339003,1.1692690254509046,1.2097154382809674,1.3715010896012183,1.5663792605097024,1.2464849044901154,1.147207345725416,1.2468225832614244
227,11.375,0.9967268299211636,1.1448707265012796,1.1174091241349218,0.8268017839405103,1.1870204088869571,1.1666662007844528,1.1574142880105875,1.2064494257120748,1.1814692612226378,1.512547558030453,1.282931904642697,1.235550896800779,1.2246168180680286,1.312089447930031,1.4797453218322032,1.213682739335278,1.282931904642697,1.2641133881842903
228,11.425,0.9969546214706292,1.1367671055034754,1.1284972023412791,0.8014531615474132,1.212420815777638,1.1849074841034104,1.2325972590054044,1.2023325941637542,1.1702337072104882,1.4415318322648434,1.4704347261448405,1.2608887455148634,1.0332784562098871,1.2428244368398658,1.329533118479856,1.1958572342848703,1.2319858516348663,1.206843283234156
229,11.475,0.9968017147457552,1.1186842452938792,1.1068996326335303,0.8269683889557917,1.2336978607607096,1.2427892230360282,1.158239553875567,1.142784238007526,1.1709674610610128,1.4862999841012987,1.3681122745221594,1.2857390223912442,1.1782956500465724,1.396763840480739,1.4254154064393183,1.2141101074947962,1.167551312812105,1.1939370661566138
230,11.525,0.9960995204477674,1.1235596275105106,1.1018875912957211,0.8735945519147057,1.1635330731537996,1.1428039788993172,1.1491128336724206,1.1355938591586274,1.1950773470193172,1.5373395462250885,1.363368096421325,1.3953220361811995,1.1858462088664654,1.1503418313554936,1.4166246626877828,1.334964594412548,1.2462036506351182,1.2003377915240043
231,11.575,0.9968978424144812,1.1006134261717586,1.1001098665746074,0.8504405029582173,1.2214083352789633,1.1436742276203895,1.155289668994659,1.1919229840981242,1.205325416453051,1.4853685636187168,1.2847382126086062,1.2706588897307038,1.0137112472089826,1.2636192282917524,1.4431305949850088,1.288258043328082,1.2636192282917518,1.2302885863767168
232,11.625,0.9970754957162088,1.101816552989613,1.1221188667586406,0.8246211667836612,1.2490147282922934,1.1932076872409354,1.1249990815114983,1.1311998638505378,1.1604321234488686,1.4726186974879685,1.2318350715953852,1.3435028401252782,1.0957399786995776,1.2178766005291493,1.3818886355574296,1.1445946274314065,1.367930164491193,1.20915255611275
233,11.675,0.9966731060314484,1.1267173134481825,1.1018038101049883,0.8245837971868214,1.223409120157536,1.1698355693107243,1.1478791960128505,1.1830093932894483,1.279617435800094,1.3735374859433631,1.3354797722270484,1.1348118271773884,1.1140530742412158,1.1659499565816456,1.3562385251632203,1.3285601879149913,1.0725355683688729,1.2221186231147223
234,11.725,0.997384943348264,1.1282521310173874,1.1055136873155724,0.8751598309171207,1.234766702438738,1.1476886557223245,1.2234465563656045,1.2051601665551577,1.2156095321611269,1.5608080191744969,1.427024474673825,1.0977111343644808,1.1766091221469284,1.152596691082705,1.378999612545379,1.156027038377594,1.241785720749819,1.277559342539376
235,11.775,0.9968057104890315,1.1068501580099914,1.0982535785295506,0.841487797263199,1.2700628945840773,1.1509135543715672,1.176815584852548,1.202717615333528,1.128465127954717,1.4183323963373264,1.387720905768895,1.2516698365758658,1.2890838806039489,1.2924851573337743,1.227860899467086,1.132625151031966,1.2822813271442974,1.2083209117232916
236,11.825,0.996541972126143,1.096866382621415,1.09638389007774,0.8600951585866019,1.1848631253048083,1.1523307562574223,1.2131149194775384,1.173733630630702,1.1420573765582478,1.4603246042084377,1.3422845091800413,1.1635380795656138,1.139930060559935,1.146675208847272,1.3422845091800415,1.2444798590136574,1.200636395145967,1.2424150177012057
237,11.875,0.9966640335300684,1.116674311710601,1.1142821216683765,0.8828776049171503,1.2547049039111036,1.1757552719329358,1.1757552719329358,1.1307624709131194,1.182546638124606,1.4480530413982062,1.3109394739678912,1.25074327363263,1.1571047397777807,1.1938913066493293,1.304251007263972,1.2239894068169592,1.247399040280671,1.235352975247594
238,11.925,0.9972818127057822,1.0897757399975816,1.1002132960619908,0.8486104859341578,1.2214762871590057,1.100254657006767,1.1583400214547142,1.1995890483815177,1.1995890483815177,1.4094055273382005,1.17395189806523,1.2668068504545706,1.2004818844621847,1.2170631259602809,1.283388091952667,1.177268146364849,1.1374731667694182,1.1345629896901592
239,11.975,0.9968280096358316,1.091515385977775,1.078028270576326,0.876444227364751,1.2563766731657968,1.142843631603971,1.1620440724563386,1.1862533239658457,1.1787401079801365,1.361485805895162,1.3450427406065728,1.3713516450683154,1.2102096052401443,1.160880409374377,1.2463843488750397,1.0951081482200216,1.1707462485475308,1.2159143421770016
240,12.025,0.9961578197601958,1.102675529338353,1.1162062445784713,0.8770380968929408,1.2492618668221005,1.213663284798674,1.2062124187937715,1.1110069087311192,1.139154624749643,1.366493842717429,1.3371419463344771,1.1903824644197163,1.1675532116774212,1.1023267752708612,1.3045287281311972,1.2458249353652924,1.170814533497749,1.221198627742409
241,12.075,0.9969695982536506,1.0995779258024891,1.1023542482410418,0.8569942722638996,1.1987068744098015,1.1494449480641924,1.122350888574108,1.126456049102908,1.1880334570349187,1.426356685552383,1.1837790179414327,1.1805446490399538,1.2128883380547475,1.1967164935473502,1.3260912496065234,1.199950862448829,1.2322945514636223,1.218730004335991
242,12.125,0.9967887805637652,1.0986353988766475,1.0873155688130345,0.8654168421701195,1.2165263691898809,1.15382721897059,1.1554557683269344,1.1416130987980009,1.1562700430051074,1.347254467521957,1.1868670309121996,1.30555373400342,1.164412789786834,1.055349332892199,1.2381910106273215,1.2798917441458584,1.2221522669663465,1.188176316109016
243,12.175,0.9972607226574084,1.0891750908384352,1.0685416025595622,0.890863455147482,1.2210917036276931,1.1459848726505928,1.1653672806446838,1.1330632673211996,1.156483676980725,1.348937283629118,1.212134681751637,1.3266670926258066,1.1516870204569354,1.1294168294536242,1.307578357480112,1.2471306961854112,1.2407677844701792,1.2105764176581104
244,12.225,0.9980737699541262,1.0914193114405566,1.0918707464239183,0.8726299827695164,1.215128702240012,1.163063200825641,1.144640023402094,1.1654662239678424,1.1846904091054566,1.419968220391935,1.3032152778263757,1.2905933380895582,1.1801513653924076,1.2432610640764938,1.2243281544712676,1.0854868173662788,1.1391300612477515,1.212382390077496
245,12.275,0.997972009133426,1.0986655655999844,1.114188078685489,0.8803335286161131,1.2990001298225933,1.1583744276950096,1.1710863555709492,1.210016634691015,1.1909487428771055,1.399034334982688,1.092310923733687,1.139258384639145,1.2237638142689724,1.1486478768202375,1.251932290812248,1.1642970304553908,1.1455180460932075,1.23625120012886
246,12.325,0.9984979298248984,1.0959874856715706,1.0731883403529938,0.8887822662502811,1.2467146624695162,1.2254369785967747,1.112744060307811,1.1537233033219796,1.1702726130007786,1.306989493103409,1.226272802317926,1.148660599639576,1.2045413855679876,1.0648394207469585,1.2076458736751223,1.1921234331394523,1.2138548498893902,1.2346042346870714
247,12.375,0.9982747035871542,1.070701447016858,1.0990439760628394,0.862597739293031,1.250731293731011,1.1795959514000598,1.1295666996508194,1.1921032643373697,1.2218081325634822,1.3334027371992172,1.1825095868002296,1.204065751142942,1.2317808195835724,1.1363178060658456,1.2379397236814902,1.1270794499189687,1.2656547921221206,1.1686520525799138
248,12.425,0.9978223267234512,1.0657433055778351,1.0698221481907626,0.8656908982753555,1.2647235914192652,1.1693459079462,1.1445322016767852,1.190282472611019,1.193384185894696,1.1027530636587723,1.347130473887864,1.307419144725636,1.1852304396110902,1.2127228982618634,1.3654587796550448,1.15162854570459,1.240215356912636,1.1808665572855712
249,12.475,0.9991044670573064,1.0592405108106755,1.0842403209566855,0.8751395528304723,1.2899902035340711,1.1307606435271826,1.1799910388916317,1.1638373154126718,1.1476835919337118,1.187869766937646,1.169688086831458,1.324232367734059,1.2060514470438348,1.1212036065482889,1.0999916464244022,1.1484761267075714,1.1999908870084388,1.226521297775632
250,12.525,0.998298675237418,1.0799016854757342,1.0892198335649312,0.8870206308988517,1.2232423715730587,1.1797459179363368,1.116408976675848,1.1896661617482216,1.2385042851298032,1.3677911922445898,1.1273004331686174,1.3106746369640458,1.1874231229376104,1.1273004331686178,1.2204906023105562,1.169386316006913,1.0250918605613295,1.231932318271695
251,12.575,0.9992023057111942,1.0815708059513889,1.0703355536607695,0.8722112068792655,1.2407875681589988,1.159027313515209,1.1257175801418122,1.2082348741804525,1.188551849914355,1.2943079593161133,1.1571232447342217,1.23466243123703,1.1332650335025882,1.1422118627144504,1.2436092604488924,1.204839667197488,1.1660700739460843,1.144828962415881
252,12.625,0.998792936653087,1.0807810611391302,1.0775358960730466,0.9055702013749024,1.3045824047132757,1.1408524310647468,1.1738988477644496,1.1979326053642343,1.123578167789902,1.2604067195795812,1.1154303598157325,1.2485719147008998,1.2574480183599108,1.032586725664962,1.1775630854288115,1.1923565915271632,1.0769672439600184,1.1507234386503715
253,12.675,0.9988720959588344,1.0635920621641082,1.0606524157696031,0.8947576341529097,1.2063835013884563,1.1788132793060768,1.1117505769435316,1.1482624926742504,1.185519549542332,1.276900949024225,1.2328698818164925,1.238740690777524,1.232869881816493,1.0860996577907198,1.168290983245152,1.1183891070763894,1.1594847698036062,1.1881199400421036
254,12.725,0.999783716546948,1.0648332895178665,1.0891382100429254,0.8717218633310451,1.2420188310159337,1.179917889465136,1.1518246063826332,1.221318517165667,1.1436923402271717,1.1591279638666017,1.173689872960403,1.2814480002545343,1.1474784365915605,1.1533032002290813,1.080493654760074,1.1008803274913952,1.1533032002290808,1.1631102002310276
255,12.775,0.9998973986032692,1.0707077450545368,1.0682273410119405,0.8766221725907912,1.2557882867014063,1.1516282769399575,1.194906027474644,1.1648316584590142,1.1494277133534478,1.204975272976552,1.2743263678241232,1.3494567205756578,1.181858241360694,1.199196015072587,1.0749419701373557,1.1182864044170873,1.2136441598324978,1.1968371342954585
256,12.825,0.9991528669941434,1.0649732605172613,1.075091121767522,0.8639905102622703,1.256205045158098,1.1528556150234226,1.179056879001227,1.16450062123578,1.1448496732524265,1.098115263850936,1.2041995060506347,1.2386052062235096,1.1783952309209782,1.1181852556184468,1.227136639499218,1.049373855272696,1.275878048077458,1.2145563239598165
257,12.875,1.0003725671578134,1.0569890312573609,1.0645864366931728,0.9053320929457692,1.2522444381570277,1.1850825392247304,1.1793051715746403,1.1417522818490544,1.1504183333241902,1.2005545048634194,1.2631426544060622,1.3314206357253089,1.1664155142037962,1.135121439432475,1.061153626336624,1.2090892525283252,1.214779084304929,1.1888555140166257
258,12.925,1.000446926219217,1.065654535817084,1.067269979782446,0.8732812963551743,1.2232265970640928,1.2124776814484153,1.1530003483749995,1.1322191115180225,1.1272029508973738,1.2477428106602535,1.1771691222744929,1.163054384597341,1.1997527025579366,1.1545855419910491,1.1320019617076058,1.1997527025579366,1.2957329187625717,1.1530588458749496
259,12.975,1.000609432989963,1.051579502849513,1.039824040927415,0.8619687767192731,1.1967512369846824,1.1249319411228569,1.1619082122596387,1.180396347828029,1.1619082122596385,1.168114020002876,1.2437473018735663,1.319380583744256,1.2633559305067077,1.1569090893553666,1.1260955300747155,1.19612634662165,1.2017288119454057,1.1706008285904594
260,13.025,1.000457979603589,1.063935880793634,1.0733477232477018,0.8953289365489391,1.226390603698537,1.1678230432227148,1.1593554441177774,1.2073385057124262,1.2235680706635577,1.2064190441934564,1.1480439291518372,1.114686720556626,1.1897404398958509,1.0813295119614157,1.2425560201716008,1.1952999746617194,1.1841809051299823,1.185967898447583
261,13.075,1.0008581653165154,1.0622601856388307,1.052393991964167,0.8773150195466429,1.160308900501693,1.1841172907352822,1.1638101343595737,1.2002229664815338,1.1785153165626732,1.056523841114451,1.2413465496122793,1.2054854270679247,1.1282460862031607,1.062040936890506,1.144797373531325,1.208243974955952,1.1668657566355425,1.1704124610630051
262,13.125,1.0013934858784936,1.0702397126468417,1.05587933592189,0.8479264228248085,1.1771974052497185,1.1612142055326324,1.151485301357015,1.1709431097082497,1.1438411623618865,1.2592824019522222,1.2538072610741688,1.3085586698547007,1.1059784573667344,1.1689425774643452,0.9855253580495652,1.2072685636107174,1.2592824019522233,1.171652213511137
263,13.175,1.0011898639835244,1.0461960100397474,1.0564312403546872,0.877679523182245,1.203451802775324,1.146899912902788,1.1717275718712183,1.117934310772951,1.1675896287098126,1.1492196689175147,1.1193345238629215,1.198122633552302,1.0595642337537372,1.078582053333932,1.1709543198663088,1.1437860061803151,1.2198572845010964,1.1280117505809997
264,13.225,1.0011927263155775,1.045757988873233,1.0836897000151984,0.8757386527412798,1.202582618036287,1.1710978141491677,1.160831030272933,1.1574087689808548,1.1307151309026449,1.2241324936876168,1.20256187705876,1.2672737269453298,1.1405463542507972,1.1324573730149756,1.1324573730149756,1.2295251478448306,1.2133471853731883,1.151276635481988
265,13.275,1.000756259950044,1.0413407969644175,1.0424893346081283,0.8616659262532341,1.1643305271398303,1.1840304018697343,1.1371582861330674,1.129685919856207,1.115420493327656,1.2095764254223056,1.1828158850368566,1.2202806415764855,1.123942696188868,1.0864779396492397,1.0998582098419636,1.161407452728497,1.3059143708099232,1.1119823730370038
266,13.325,1.0011785162048124,1.0405067937924002,1.0534260503921355,0.87161354928976,1.170441778607925,1.1569574263198157,1.125943416057163,1.1603285143918431,1.1407762035740836,1.1580198298334248,1.1606758386174465,1.2058279879458138,1.1473957946973383,1.0650595223926682,1.128803733209187,1.107555662937014,1.163331847401468,1.1349559168211556
267,13.375,1.001326040612543,1.0480789818491467,1.0341247096906658,0.8801167724169965,1.2045350935969388,1.1382856634491068,1.159030434505498,1.1670606684628106,1.1965048596396253,1.1678312464688168,1.1520141189771396,1.2337359443508036,1.2231911926896857,1.1019265485868293,1.117743676078506,1.0571113540270782,1.204737877282729,1.130036919724248
268,13.425,1.0014379927929504,1.0485220554395416,1.0260617472187723,0.887459462476166,1.14177840698285,1.1610405208877386,1.173660526549562,1.226797392494081,1.1909300079815306,1.1068167645034463,1.1434489978439857,1.310910635972166,1.1486821740354916,1.1015835883119405,1.064951354971401,1.190547583567537,1.1512987621312447,1.1489491728207704
269,13.475,1.0021467402076578,1.024530229603953,1.0577234236965376,0.8666010855714077,1.2117764292072872,1.1887012523725455,1.1722189832048728,1.1234314664685623,1.1755154370384076,1.1765343409505933,1.2362700801158544,1.1999091954065648,1.10900698363334,1.0752433049747137,1.057062862620069,1.2466589043185083,1.1375762501906392,1.122072520194331
270,13.525,1.001767853482361,1.0479503240025478,1.0434015016200875,0.8659269712055494,1.1884361166344173,1.1301922761165413,1.1962892187267151,1.164876810357523,1.149170606172928,1.2013659715944631,1.232302434382304,1.2271463572509973,1.1240248146248628,1.1111346217965965,1.0260593491300356,1.2374585115136107,1.1111346217965967,1.1771639768964932
271,13.575,1.001242638131246,1.0214511174947478,1.0369498381544653,0.859559889915759,1.1504650592092387,1.151764285701853,1.1751503625688946,1.151114672455546,1.165406163874294,1.179737025792818,1.131114458569253,1.2641867478126945,1.2104460156182275,1.115759963656548,1.0850509738311385,1.166941613365564,1.128555376083802,1.163338007416665
272,13.625,1.0016295498234544,1.0385600479758137,1.0406194811748792,0.8554688562778107,1.139457364806411,1.1336536770399952,1.1575132823019292,1.125915426684773,1.165896386853419,1.1634732983583496,1.1939573149092233,1.2193606620349515,1.1685539677834955,1.242223674448107,1.0923439264063108,1.1177472735320388,1.1685539677834955,1.1599479359000853
273,13.675,1.0019278319268703,1.0439673101826674,1.0290552094497278,0.885967540744546,1.200916245328576,1.1298599003224603,1.115776660771699,1.1381818146024556,1.2021965398331895,1.2558525186174971,1.2255910121447864,1.2129820511144906,1.1524590381690687,1.0087168824236927,1.14741545375695,1.1726333758175425,1.2104602589084312,1.1073241041953148
