,r ($\AA$),g_full(r),O (DOL),O (DOL),P (TEP),O (TEP-i),O (TEP-i),O (TEP-i),O (TEP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
158,7.925000000000001,0.983796347272436,1.2250813089262775,1.2305504219125558,0.7132393284342791,0.9548491509413904,1.013691395537219,0.971788584991705,0.4823280958536815,1.117920350475144,0.8073869197876037,0.8267952592055747,0.7549844033590815,0.8714344398669087,0.6345938858179089,1.024525068669877,1.1315650012174765,1.1927306769589616,1.039816487605248,0.5887196290117951,1.1545021296205336,1.2691877716358178,0.5226388543267966
159,7.975,0.9863651201836516,1.2324511430835734,1.2688161928794954,0.6708685658464413,1.0142264932481635,0.922664379274371,0.960521791782766,0.4833423131885779,1.0560321833043929,0.8490422090813905,0.8777908166123631,0.889290259624752,0.812627306208825,0.6719624022896018,0.9739679763523432,1.2986239684697911,1.2382228536572428,0.9060167221882264,0.6417618448833275,1.0494693698680289,1.3590250832823394,0.5491570744691908
160,8.025,0.9874790504177114,1.219986008183741,1.227453133270263,0.7355702462818463,0.9738045813660382,1.0164085318008025,0.9364174411885924,0.5138558103458292,1.016415220019081,0.9009565078753872,0.7476424802747433,0.9104203367396236,0.8649939581912853,0.6188770511825455,1.096083452094388,1.2452104523793384,1.2899485524648229,0.9245874017666944,0.5666826010828128,1.1930160022796057,1.3048612524933187,0.5247596535537277
161,8.075000000000001,0.9880574581949304,1.2098412713712825,1.248471907031904,0.7230543108435711,0.9926968923220532,0.8853551003322115,0.9274330827922296,0.5452963033083942,0.9945200513736944,0.9646096738887712,0.8337517723922326,0.8636621498771563,0.8860949329908484,0.7143368562213658,1.1782875978909135,1.35503073757455,1.0530945406150038,0.8468942109840937,0.6848796662740927,1.1488304079436402,1.0310016481545492,0.5405995522466341
162,8.125,0.9919198968019728,1.2189314040545582,1.203321867007759,0.7481105048521466,1.0000252666901135,0.9915432881770514,0.9754275290022314,0.5852565174013392,0.9989356586811288,0.9103055078184774,0.8124430495743006,0.9103055078184772,0.8622975094345411,0.8510508804425017,0.9456120893805566,1.2074738987474798,1.02562542002045,1.0547211766167748,0.5600933144792523,1.171104203002074,1.1565563247039123,0.5290677372923556
163,8.175,0.99287620648825,1.2671138828462791,1.2294225558822205,0.7951235447450474,0.9626943655553846,0.9585050950351258,0.9987220920296066,0.5923628515645405,1.0214086031546985,0.8043592749843257,0.8444860415368313,0.8773170323525182,0.7970634992475061,0.7760052374616868,0.8478575742636945,1.2717863613955414,1.2502306603549391,0.9197099110657024,0.6394857975378717,1.013117948908313,1.0705998183499192,0.607298883399013
164,8.225,0.9954829948279418,1.2270449689241385,1.2466776884269253,0.7929350881137497,1.0056535825242223,1.0006873919932395,0.9667517566981828,0.6224292132166385,0.9729913294165984,0.9369546135122804,0.8991160618127453,0.8504664953419159,0.9279454345362004,0.6530289730540131,1.114408138798696,1.1782914079018054,1.1995858309361755,0.7169122421571229,0.7240103831685794,1.1357025618330654,1.227978394982002,0.5975475851481379
165,8.275,0.9972319071080706,1.2363394955243,1.2520570925731618,0.8209971781402615,0.9608283708314814,1.0107096734874137,0.9444738453705196,0.6157478836051962,0.9523680490064832,0.7565540576219728,0.8330995269813719,0.7814758383436375,0.8793828340358932,0.7573632063467026,0.9186535188094258,1.178120543205981,1.2272088991728969,1.0028049861812816,0.6451612498508951,1.002804986181281,1.192145787767957,0.6399375618252614
166,8.325000000000001,0.9982018629221668,1.280676962882793,1.2667996583314314,0.866104456630424,1.0220355761543714,0.9388184501908144,0.9751754469710094,0.6237244780957902,0.9972444547601486,0.8442281098498612,0.8477457269742357,0.8090519386061173,0.8952335581532909,0.7275071779956201,0.8660799738043096,1.0808678073077784,1.2679410816495091,0.8383654146425716,0.6859353392530131,1.0115814094034337,1.0877964470982129,0.6136088238896003
167,8.375,0.9997185476225064,1.2331096099322822,1.2340890456828235,0.8637769630197437,0.964364668510028,1.0282298783451294,0.9667596138788442,0.6434419890886443,1.0253436621314274,0.8897897542564254,0.842867247684309,0.8967412367115537,0.9019548485528996,0.7120003241919315,1.0816928002146642,1.2665390382260309,1.0132312305808242,0.9858466027272892,0.5819233418876362,0.9858466027272887,1.0543081723611285,0.640884122266168
168,8.425,1.0015595425914177,1.2436807363286069,1.2904599079933663,0.8874761823081581,0.9742516312449558,0.9600520123280252,0.9876623824442788,0.6563379410492333,1.0544248642067022,0.8775425172795196,0.8741079086013215,0.9084539953832992,0.8775425172795194,0.7306349369984259,0.8862331180258686,1.0959524054976388,1.1703689268585895,0.980945054303442,0.7509303519150489,0.9403542244701965,1.217724894997377,0.6743048058012686
169,8.475,1.0023336400732537,1.2274552702577155,1.2111954731711845,0.9167943456413812,1.0235977685604878,0.9791613079299102,0.986957178215977,0.7109833700892343,1.081053332568795,0.933405546173999,0.8790983143966027,0.909646132271388,0.8044258707026823,0.7621526277850496,0.9827757568807216,1.2234555340760007,1.0964300961118254,0.9292913619484378,0.7019826834862298,0.962719108781115,1.0228890530799348,0.6168442589001462
170,8.525,1.0046785990015397,1.269185379232356,1.2471290295436104,0.911465011801891,0.9946756806730696,0.9669387910493434,0.90298985108353,0.7689282179021865,1.019769268422399,0.8604303202313993,0.8704938327487254,0.9291976557664622,0.8621075723176203,0.6739503837360946,0.8259195879118804,1.2289683468128785,1.2553977736260586,0.9184225817580112,0.7730607342855202,0.891993154944831,0.9118152250547162,0.7075265433099814
171,8.575000000000001,1.0044014399664316,1.2759160334671655,1.2074021141694415,0.9336116450503528,0.9511263822739724,0.9686411194975928,0.9480803410176912,0.7226732880528418,0.9548636405845636,0.8603719261517164,0.8156126929993147,0.8255591892554044,0.8951846630480288,0.7771328135439399,1.0252928716504082,1.2603918740670623,1.2016171234628987,0.9403960096666164,0.7640717578541257,0.9273349539768022,0.8620296755277317,0.7410816343184827
172,8.625,1.0048587526424266,1.2017551837385343,1.2279204477287442,0.92733480869959,0.9476578929811555,0.9852932342433146,0.969486390913208,0.7331364477868509,0.9782351602435346,0.8766428990457132,0.8864744081938898,0.8586184656073905,0.907776011348272,0.7810587823273334,0.8391540636574657,1.1941807828971631,1.220000907932777,0.929524501282116,0.7875138135862371,0.877884251210887,0.8585191574341762,0.7368615785036158
173,8.675,1.007010646047081,1.2220223636870182,1.1867249049749424,0.913699685467053,1.0037303548005332,0.9635513784037736,0.9449500004423108,0.7648886617753502,0.9135394274415384,0.905440673652164,0.8892431660734128,0.8973419198627883,0.9329764365360392,0.82312788513833,0.9571254478352672,1.2761672637803565,1.225120573229142,0.8677937393706422,0.7529386856304102,0.9635062841541692,0.9571254478352672,0.7842568720527763
174,8.725,1.0074146380655873,1.2086581684850206,1.2110646556298388,0.9665149659618348,0.9826971039003128,0.9753415866555506,0.89222424178973,0.7782137244959066,0.9671486720629218,0.8950928935151877,0.8390495102002836,0.8470557078166981,0.8710743006659433,0.8200287255600736,0.9020315981160806,1.2048114352459534,1.1669639556047189,1.015574037039783,0.6749467202686763,0.8137208122865346,0.8831078582954639,0.6712134654741324
175,8.775,1.0076439082320447,1.184217430731559,1.1892731053479422,0.9620766996658396,0.934443355306579,0.9802565314811428,0.904628431129482,0.806457339326845,0.990985429149374,0.8928367125243564,0.9498262899195284,0.8960028001574215,0.789938864449741,0.7109305866973439,0.966616148579722,1.1100495125625194,1.172411844728953,0.9291987492798616,0.779529152080421,0.7358755195639174,0.916726282846575,0.7517842777696402
176,8.825000000000001,1.0095101455289008,1.124673516177364,1.1908307818348558,1.0072860588427697,0.9432971514644632,0.974932116909918,0.9519248693132236,0.8505491845902897,0.9703970344509536,0.8514451399053529,0.904660461149438,0.8702270179915005,0.8811831135417533,0.943362512963318,1.0543463380178264,1.220822075599587,1.0481805699592426,0.9495282810219012,0.7645552392643881,0.715229094795718,0.8940363684946474,0.8325674359106026
177,8.875,1.0110352440807515,1.2088494903107885,1.1634958297796474,0.9774850048785972,0.8864900371517171,0.9753523103224986,0.9177695573078316,0.8033149494638656,0.9238996870447224,0.8774725670927259,0.9146142630543228,0.9115191217241888,0.913066692389256,0.8900876128170563,1.0668858372807182,1.24368406174438,1.1278507422681874,0.987631460797008,0.7315788598496354,0.8657016508220683,0.7803507838396113,0.8765882409984015
178,8.925,1.0111503747863808,1.1703321505199642,1.1571080584236937,1.0213940101851255,0.9040004797646736,1.002414217841699,0.9644546331548468,0.8829118216053115,0.9778486347601631,0.8691987864534787,0.9181677321691676,0.9212282912763982,0.8829713024360161,0.8861709778663036,0.9404263438581172,1.0730505718381085,1.2719869138080948,1.115249189831742,0.7053197578935886,0.6329792699045026,0.8258872378753984,0.8769438748064712
179,8.975,1.0127271295686224,1.13373285060574,1.1271942709758678,0.950958002472991,0.9405308313932432,0.944701699825142,0.9801540814962848,0.8876998312558548,0.970010315579217,0.9200721870080552,0.957904102592269,0.9427713363585836,0.9427713363585836,0.894208913808667,1.001513983465707,1.1147804458814707,1.156510195192542,0.9299772703610132,0.8822861282912181,0.7749810586341778,0.7451740948405554,0.8953038634990453
180,9.025,1.0131225771669554,1.1172695164757929,1.131045612677935,1.03600773547465,0.9218887679306604,0.989947670261112,0.9541995599461278,0.9445750687074778,0.942829968647724,0.9054160810029728,0.9054160810029728,0.8874574149334924,0.8979333034740227,0.8607461666634801,1.0435073390372325,1.1319401643793712,1.0729849474846125,1.0552983824161846,0.8312685582161009,0.6308208207739211,0.9963431655214254,0.9052633712574832
181,9.075,1.012312199320658,1.1099969499831484,1.101099178840999,1.0674574292929426,0.9450737749791016,0.954592503647956,0.9783893253200922,0.9491532301228962,0.941349964642716,0.9102676544894188,0.917668204525918,0.9176682045259176,0.941349964642716,1.0845169689851737,0.8921026680361915,1.1661472784786813,0.9970559230992728,1.0845169689851737,0.9970559230992726,0.6880268943024226,0.6821961579100292,0.8992423452513679
182,9.125,1.0138180413742783,1.097040907618143,1.0808149328000265,1.0275472449710568,0.9764388741478892,0.9932508382344574,0.9932508382344574,0.9609718671882465,0.9910833880952972,0.9252063534360822,0.9120309465042392,0.9339899580573104,0.9149588147113152,0.830449891461615,0.9169550884888668,1.245674837192423,1.0611304168676188,0.945790154164617,0.8189158651913151,0.7497117075695133,0.8650519702725159,0.8777629379989693
183,9.175,1.0147734663573382,1.083756531760182,1.0976299210974738,1.0868862868826237,0.9565131459836068,0.9598389914147046,0.9498614551214118,0.9545176387249482,0.877501291911291,0.8934295331836081,0.9354221692651716,0.9325261253974771,0.980310849214429,0.8613536533762692,1.0153705317945425,1.1465700948915902,1.0553008336066871,0.9640315723217852,0.7814930497519798,0.6331805001640125,0.6559978154852381,0.998839619674063
184,9.225,1.0137746825144605,1.1051379912456805,1.0900691508488562,1.0744783017835664,0.9876251873711775,0.979071471557836,0.9731496683024458,0.9895991217896408,0.9611187910904252,0.8379351606377032,0.9109859182317592,0.9167153894156068,0.8823385623125216,0.9366817283896218,1.0608202707063183,1.066462931720714,1.0156789825911563,0.9479670504184124,0.99875099954797,0.7786872199865534,0.6037647285402991,0.9918416187140172
185,9.275,1.0155503459789912,1.0940534813349434,1.076484739298908,1.0850555915010898,0.9626857947391196,0.9464132153824742,0.95943127886779,1.0394923693024836,1.0032120277584062,0.9082752963179924,0.9592860773904544,0.9125261947406976,0.9592860773904534,0.9210279915861072,1.0326677481419988,1.1387255168700958,0.9768478698640528,0.909864015930518,0.7144944419577072,0.7368223932688858,0.7535683567522691,0.994334301120513
186,9.325,1.0141865346936825,1.06286487503617,1.0465374165990446,1.1050039738545234,0.9865186992687236,1.034170385786926,0.9298518288146458,1.0760265969177796,0.9784644744996408,0.9532318662747216,0.9476246200025172,0.943419185298364,0.9223920117775984,0.9277443832192472,0.994011839163479,1.0216232791402424,1.027145567135595,0.9166998072285416,0.9332666712145996,0.7510311673679619,0.6792414234283772,1.0636602877579266
187,9.375,1.013336561519898,1.0721409306162617,1.08647088230129,1.097071271874141,0.9084922379166818,0.9339758911541768,1.0136123075213468,1.0715876186366466,0.9222877155827478,0.9500256919912516,0.9403174002482756,0.9153532214806216,0.9888588589631564,1.0052915086233458,1.158270651239942,0.8850936108531631,1.1528071104322062,1.0435362942774948,0.9670467229691968,0.6829426009669468,0.7266509274288315,1.0615436787764607
188,9.425,1.0136813967079583,1.045070591869597,1.0455861669025863,1.103742301895834,0.9915400576140184,0.9732599166917004,0.9808241129354188,1.096178105652116,0.9523226093965892,0.9440892727159272,0.9962337383601212,0.944089272715927,0.949578163836368,0.9081619853821274,1.1135795773137984,1.162231112244984,1.124391029520729,0.9676249725202424,0.9730306986237076,0.7838302850024312,0.7676131066920364,1.0139046072223588
189,9.475,1.014228937858172,1.044527984454342,1.0238669913552454,1.113330362337672,0.9492934518083684,0.9823503197097108,0.9436800214100268,1.0565723438655557,0.985747164771271,0.9409404754634856,1.0577094233565016,1.0156182909764604,0.9246471338970188,0.8879048257685966,0.9467418925363952,0.9627883652912492,0.8879048257685968,1.1072066200849369,0.9734860137944854,0.8665095287621243,0.6525565586974024,1.1419193978811506
190,9.525,1.0140728944266495,1.0318237975400262,1.0393958899877278,1.13932075378696,0.9628062708058828,0.9905795286175904,1.0257589885124203,1.1387035702800332,1.0130450082697289,1.0076707641940268,0.9485540793613112,0.9740817387208937,0.9996093980804748,1.0691488593024303,1.026806330221146,0.910364375247614,0.920950007517935,1.1167842045188752,0.9315356397882562,0.6245523039489445,0.804508052544403,1.1370913358129613
191,9.575,1.0128486854838508,1.014082061289601,1.0552947558986612,1.1329497282763932,0.9637707122480588,0.9491126025560735,1.0059127776125183,1.1573799110963692,1.041049957864556,1.0756186665548222,0.8894794659149265,1.0224360378005664,0.9546281861388904,0.9427829642799878,0.9113568654706554,0.953258330549766,0.9794467462242104,1.0318235775730984,0.9846844293590988,0.7804147870984348,0.738513322019324,1.2539975448356782
192,9.625,1.012574719204638,1.023595566969722,1.0322470629474907,1.0897792928378147,0.99004907469126,0.9882357979976856,0.957410094206932,1.132693507919061,0.9078936921901108,0.965788362416727,0.9276305115855482,0.9973672734494262,0.9473673309809856,1.0263146085627333,0.9174630591697162,0.89154602359995,1.0159477943348272,1.02113120144878,1.0781486797022648,0.7101267746115882,0.7671442528650733,1.1484949191059188
193,9.675,1.0119680177166046,1.039953234155578,1.0289445548949332,1.16109538593473,0.9804406684940866,0.9690749743504704,0.9565128913496308,1.141354969790554,0.9988052374524572,0.9753652188420996,0.9323918513897778,1.032663042111862,0.9896896746595404,0.9593044653498164,1.041383991796859,0.9028747909174744,0.923394672529235,1.1285934886468427,0.9644344357527572,0.6771560931881062,0.6361163299645843,1.2593030406482892
194,9.725,1.0114889617576586,0.983524904077766,1.033403321172798,1.0840603131684523,0.9857784934055016,0.9952514398886776,0.991107025802288,1.2036562625185492,0.9666504283913956,0.8996293320229253,0.9279844112557404,0.9550506232506992,1.010471914478473,1.1322503401643045,0.949465531886659,0.9393108203156786,0.8885372624607772,1.177946542233716,1.1677918306627355,0.6651336078992105,0.64482418475725,1.184837239371168
195,9.775,1.0115286688160017,1.0120738909298843,0.9830753257386666,1.1280842417785322,1.0226010399498904,0.9874399726736762,0.9862679370978028,1.2640403685798929,1.005263929085234,0.9746467535801,0.959338165827533,1.0014367821470924,0.9720953222880055,1.1307479589964282,1.0201859363389996,0.7689086121175711,0.9196750066504282,0.9900326574324284,1.0804924941521423,0.7236786937577141,0.7890107980552854,1.1609012379029997
196,9.825,1.010251876532812,1.0022735668197833,0.999901321691215,1.171738208663194,0.9600132353156364,0.9959774773637148,1.0017781615650176,1.2233642980547903,0.9584381264517448,1.0253646359404691,0.960963655111696,0.9824306487212876,1.00642317099083,1.1142938572393812,0.9799816512328492,0.766077026852075,0.8307458667811461,1.1292174356845517,1.0794721742006506,0.7014081869230039,0.6765355561810535,1.2462710815844251
197,9.875,1.009756486819044,0.9926193345652816,0.97946894830182,1.1782772645088628,1.0146276444381876,1.015201853631418,1.011756598472036,1.2035424690110026,0.9712571823741138,1.016257515148204,1.0162575151482032,0.9512570344745176,1.0100074689295797,1.063644229205768,1.024249998494443,0.8371274026156508,0.7829603353875791,1.1375084117895011,1.1375084117895016,0.6893990374481826,0.679550479770352,1.268504278453308
198,9.925,1.0094819838117788,0.9772965752103652,0.9886875200689056,1.1573403694048627,1.0049989062415503,0.9447444469306884,1.0021567147646229,1.2539748796203962,1.0369801192603934,1.036980119260393,0.9503588682481884,0.989957154425196,0.9887197079821646,1.1163266851226543,1.0724535839606286,0.862837656186506,0.8043401879704717,1.1017023180686465,1.0432048498526114,0.7409679307364347,0.6483469393943805,1.1556234537371677
199,9.975,1.0083258091076637,0.988466758841285,0.9656825425140936,1.1536456180802288,1.0095806043102098,0.9572444860265702,0.98988421570884,1.2504392992069604,0.9727072332977986,0.9420804312418226,0.9947585307781014,1.0180349003406433,1.0143596840939262,1.0134687225795709,1.0472510133322237,0.8976437257133352,0.8493833103524026,1.0713812210126894,1.1727280932706463,0.661167690444768,0.6901239396613277,1.2220719057111105
200,10.025,1.007318598116728,0.9715678876596288,0.986606227384191,1.1633385220399295,0.9666629960437146,0.977806085335285,1.0474503934075987,1.2864696587117794,1.0236727551808176,0.9302808095067384,1.073400934046236,0.969093046669992,0.9739445763153988,1.108501015950504,1.089388929468599,0.8313757619628781,0.8887120214085936,0.9747164105771672,1.0559427781252646,0.754927416035257,0.826597740342402,1.2066942357835584
201,10.075,1.0071698368039843,0.998495305809652,0.9707467918885974,1.1463040321222182,0.9653667258007136,1.0089461379940028,1.014462519284293,1.2869717550246085,0.8946509610294224,0.999126979297288,0.9787121251529924,0.982314746472574,1.005131348163257,1.1968708606165424,1.0596801295577287,0.7758372377119085,0.9508736876834984,1.1353715673832807,1.0738722741500195,0.671761510701774,0.719068659342744,1.3636044232756352
202,10.125,1.005970681635476,0.9774892408487073,0.979276241289016,1.1317332682529957,1.015938165516684,1.0159381655166846,0.9798887467402868,1.257360030655597,1.0106862105667442,1.0463574885867468,1.0083081253654107,1.035656105180746,1.0249547217747452,1.096081088250993,0.9883466223117928,0.7588253687891492,0.9508737645938106,0.964926086238054,1.0164512656002798,0.7681935832186453,0.6979319749974272,1.2508000173748577
203,10.175,1.0055051711030638,0.979407716433494,0.9652518686801642,1.1179336912457796,0.9756905558816578,1.0389698214238716,0.9816398885394728,1.2980362162505428,0.9583917270766276,1.0113740707110852,0.9866489770150052,1.0266800810943728,1.024325310266175,1.1827371659813195,1.0760589117947694,0.8348732936338727,0.7977678139168117,1.0760589117947694,1.2894154201678705,0.7745768890936486,0.6771750048363635,1.1635691566887054
204,10.225,1.0041039072926392,0.971823840473216,0.96919551365652,1.1407681374371963,0.9993771570224445,1.0234778923204138,1.0138375982012264,1.327682728970332,0.957202930142905,1.010834275802556,0.9886821982474826,1.0038388828904277,1.0166637698959966,1.134454880850725,1.0288173818241395,0.7164978194846683,0.7624271668875318,1.051782055525571,1.0977114029284345,0.7348695584458138,0.7348695584458139,1.3130638022306342
205,10.275,1.002574711352793,0.962171831256478,0.9966590542433528,1.1790174215231777,0.9970997536948148,0.9880834261348088,1.0172538976524756,1.3296431289962236,0.945600612160898,0.9663830431974012,1.0691406188778896,1.0737589368860014,0.9779288382176808,1.1552792471807007,1.1234408427308389,0.7413799893324973,0.7914117677537089,1.0552156903382777,1.0870540947881402,0.8687336071319446,0.6958965544041233,1.234457553290708
206,10.325,1.002645455900402,0.9945477529958272,0.9786521733583132,1.1376869087212456,0.9974457246822,1.0100516738093055,1.0210818792955223,1.3299276329096006,1.0267949600858204,0.9959225058293424,0.942181566938436,0.949042112328765,0.9547592334873716,1.274744772273648,0.9864632690032816,0.8333137203909001,0.7882697355049061,1.0224984569120783,1.0900644342410697,0.6981817657329166,0.9008796977198924,1.183094052005614
207,10.375,1.001386723499365,0.9796663750598248,0.9675402114597352,1.1335102631789131,1.0289505739182618,0.9582037194931432,1.0669249884258611,1.3431498391592265,1.00106799011542,0.9818166826132004,0.9908761214377748,0.9682275243763394,0.9954058408500612,1.1955713963945305,1.0795831265950602,0.709312880696755,0.7539237536965508,1.159882697994693,1.2803320550941422,0.7494626663965713,0.691468531496837,1.2152821188526033
208,10.425,1.0001067103830532,0.9713451688014704,0.9338398672729102,1.1077219917852774,1.0175585738492663,1.0216803300977697,1.024771647284148,1.3143250237415094,0.9937316521511892,0.9926100588643358,1.0139203313145309,1.0038259917328598,0.9769077528484033,1.2548249742602735,1.0780890623926298,0.7422908298441053,0.8527507747613828,0.9808843108654258,1.3078457478205667,0.7467092276407966,0.6671780673003563,1.321191112594246
209,10.475,1.0002588670342474,0.9894336727292234,0.9781640211098652,1.1226879744347076,1.008377926128628,1.0395070017834087,1.062981386703407,1.3058902393538254,0.96204938251227,0.9664930286208716,1.0009312859625346,1.0109294897068892,0.9920439937453316,1.3435296681385929,1.1684769426482229,0.7133398563732594,0.6914582656869632,0.9978005352951111,1.1378427156874076,0.7483504014713332,0.7177161745105184,1.24229381898383
210,10.525,0.9996881942412044,0.9932852470775064,0.9821224159969268,1.1145738406369128,1.080201495438133,1.0357196369455934,1.013478707699324,1.3162586308474018,0.950729736339832,1.0222545428931755,1.0200537796146114,1.090478204528673,0.960633171093372,1.2484329871129118,1.0446956593549022,0.8062796375104221,0.8539628418793179,1.0360259858332843,1.261437497395338,0.7976099639888042,0.7455919228590995,1.366269774161833
211,10.575,0.9991902226635014,0.9851433149372546,1.0082822038559638,1.0640025064874388,1.064503213549315,1.0274508909704585,1.0284523050942111,1.3263730069106947,0.9799106812416823,1.019150708521661,1.0376807214038732,1.0224207107949927,1.007160700186112,1.2023038661542202,1.1207189609508974,0.7986732825167309,0.7857914553793649,1.0606037676431868,1.3354160799070087,0.6999126077969208,0.8115551096540978,1.1972212404809737
212,10.625,0.9982899035774406,0.982384290600063,0.9675765158295072,1.0763321993541943,1.036651749608417,1.0545079519940168,1.0272276427937952,1.3466552632472977,0.9491143882125171,1.0484528679799254,0.9998633941806492,1.0182194176159314,1.048452867979925,1.1995219592467643,1.1272103517744414,0.7911740582265898,0.8379639218851511,1.0421378723952388,1.242058198936366,0.7188624507542672,0.6125218515302634,1.3148906583232554
213,10.675,0.9973531877090538,0.9838535718207844,0.9902839873228798,1.1183583229326592,1.0392477385775811,1.0220497854569122,1.024506635902722,1.3070444371708587,0.9701951219706572,1.0076337429948834,1.0268878909501993,0.9691254470842504,1.0611174873152065,1.1672422018029252,1.0029012419822958,0.7542828668690377,0.8933406021018765,1.087178657274926,1.2178086509785029,0.8217047991031419,0.7753522206921953,1.2671281383971995
214,10.725,0.9970895409268166,0.987442708109824,0.9962022805204755,1.116717451344697,1.03736917559527,1.0110820167580368,1.0690111260474948,1.3245807258539324,0.9707076369029004,1.030052208591287,1.026873035107981,1.042768902524513,0.953752044991933,1.365117826013706,1.0269693736983845,0.8015370721548364,0.7931877276532232,1.0394933904508037,1.3651178260137062,0.7472663328943528,0.7890130554024167,1.2370661445246864
215,10.775,0.996361127324209,0.9729743634765816,0.9881616786980892,1.1116827597273111,0.9935212516434974,1.045126481704592,1.0031670890380942,1.3484880677646691,0.9837678260625756,0.9659193169451118,1.0814096700581146,0.9932170367718218,1.0709105470478422,1.2118533195796863,1.038140557046079,0.7196671590678002,0.7899794677123554,1.021596484423831,1.344205900557673,0.7527553043122968,0.711395122756676,1.3621005097205134
216,10.825,0.995747325078721,0.9845260229060387,0.9866756430433886,1.119595087507974,0.9614277917482048,1.0335826608108185,1.059386388819966,1.3193350561713688,0.9851032635583068,1.005907978733773,1.017350572080279,0.9861434993170805,1.0360748157381985,1.0900409860115274,1.032670407800394,0.7540133136320336,0.8113838918431673,0.9466145404836948,1.3195232988560588,0.7663070089629914,0.7581112120756863,1.3067696353324478
217,10.875,0.9948284467488638,1.002795170232912,0.9772363823451452,1.0884912763933858,1.0103698929201763,1.0529815566328369,1.0629242781657904,1.2982353544457008,0.9430835265021096,1.0245082244186852,1.0430606872351202,1.0605824576728642,1.0471834567498834,1.2668146327181846,0.9501109745386384,0.7470958090389294,0.7714576288988944,1.0475582539784989,1.3358397889880853,0.848603391788784,0.808000358688842,1.3221259074002485
218,10.925,0.9945528010281792,0.9788641514540484,0.9619805675010972,1.0508715794165746,1.0565012485920204,1.041019658359544,1.0762050907060812,1.322033978033887,0.9569391057193414,0.9947264556783764,1.0090243718790923,0.9855349381207734,1.0988969879978778,1.34777976307614,0.905225214006362,0.808667857845684,0.8649929822727466,1.1144328190211668,1.3437565399027789,0.8328071968858534,0.7241801712050897,1.3777897236856034
219,10.975,0.993838803133169,1.0110302337315995,0.9916385293614184,1.104541162329967,1.0561942427667022,1.0417831417430363,1.03062616030536,1.290490852957907,0.9735396052825828,1.0079474499599292,1.061583207839324,1.0605712124076367,1.0828351119047437,1.3714071425766126,1.0405153029433023,0.7455033013425193,0.8651027614509448,1.0285553569324597,1.2956608178412763,0.833209572088698,0.6458370845854979,1.3370731479060298
220,11.025,0.9936480199557312,0.9943449309820144,0.9802153611025808,1.0839500365137709,1.045253987611452,1.0530853308416832,1.0484786583533126,1.2921716329881543,0.8704626590257565,1.013868373588756,0.9557038180317352,1.0299137682251756,1.0630073946627907,1.1891217653846495,1.078505787209333,0.7901141298236876,0.8493726895604639,1.1812206240864132,1.331342308752913,0.7071521461921998,0.8335704069639899,1.3728636125140554
221,11.075,0.9944403734095104,1.000882782972124,0.9829598680000428,1.0919889549597304,1.0577501708368295,1.0285330750519532,1.0636848934181318,1.2923999713591123,0.90932943125176,1.006722091648123,1.029579552761556,1.0275919474473438,0.9530567481644132,1.3154333352236098,1.08053452536225,0.7908259931999079,0.9787450410889946,1.143174207991946,1.4642025814691366,0.8808705369800959,0.7555911717207044,1.261622332352309
222,11.125,0.9925353198435573,0.993016451987239,0.9991221987574224,1.0758614784337424,1.0749566327832512,1.0749566327832505,1.039215229588858,1.2984535084545157,0.9523883290730942,1.0164061588453293,0.9809501300483991,0.9868594681812204,1.0764844298623495,1.148441067429183,1.0941229088345596,0.7565743518536848,0.9272885645796444,1.0980027773056045,1.2609572530894757,0.8613308005718877,0.7177756671432393,1.363971720045167
223,11.175,0.9932567675028124,0.9927687135055072,0.9990033156959732,1.051458985508012,1.0196237667570227,1.0371107179019323,1.0510106021453218,1.294482768085983,0.901912786742532,0.9965941074287072,1.0375901431897316,0.9897614348018698,1.04930329626431,1.1381871977519564,0.995913798032962,0.8267238091779412,0.7998072200419151,1.042056522266149,1.2727701434320864,0.7652001768670246,0.7767358579253216,1.3945225867106403
224,11.225,0.9939003795938248,1.0113870070969018,1.031923706432383,1.0510007004115496,1.0070053222547877,1.0594442578355756,1.0532226892073462,1.2416473390908542,0.9055048740628224,1.0254649214814018,1.0090187859482087,0.9954749096267566,0.9983771688384964,1.257645658420587,1.0670932859326192,0.8079420593489831,0.8193752016982607,1.0975816655306945,1.3795991768128868,0.8155641542485021,0.7888868221001858,1.3256611889270078
225,11.275,0.9920330896411478,0.9993744876784176,1.0015360763323724,1.053151961823097,1.040818940103713,1.028926383445736,1.019236152094791,1.2667775166052806,0.938722527062451,0.9406402441759596,1.0394026755216508,0.990500889127183,1.012554635932531,1.1860789783851575,1.0274314717221746,0.9027798593441166,0.804569498076556,1.0425407580710302,1.4769327406006263,0.8007921764893423,0.7516869958555615,1.341912765906645
226,11.325,0.9931834824915546,1.0034247469856925,0.9930691179242748,1.092770595965941,1.101065698372394,1.0251000237027683,1.049548746584947,1.2556165537347368,0.8971875295906235,1.0007822761217444,0.9931789919726716,1.026443360124866,0.969418729006818,1.272974088594811,1.0707958509944575,0.8386652818977576,0.9060580277645413,1.0670518095574146,1.3328787515875076,0.76752849459393,0.733832121660538,1.2657916417564028
