,r ($\AA$),g_full(r),O (DOL),O (DOL),O (MtBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
188,9.425,1.002043409273386,1.0084907868986328,0.9714796089436082,1.0128099102645411,0.8247386330472309,0.8899568445567326,0.9470227796275452,0.8763697171589196,0.9062613974341076,1.3167161641880318,1.3702412115127496,1.156141022213882,1.1882560506087112,1.236428593200957,1.0705009464943354,1.1186734890865806,0.9259833187175996,1.2472428374563582
189,9.475,1.0023218224616557,0.9938341898845956,0.9794381164860136,1.0516536280534947,0.9061327667592498,0.9787309409506444,0.9074771773924242,0.908821588025598,1.0150300280463416,1.3452254274970974,1.1651558820841006,1.196932860686394,1.064528783176837,1.1810443713852476,1.2234136761883057,0.9956786628718676,0.93212470566728,1.1841788352609837
190,9.525,1.0031752935156608,0.9771796927400968,1.0069199442582737,1.0099718995305988,0.8820108878819312,0.9205905496444896,0.991098207348475,0.9804555420346658,0.9618308777354996,1.2892137755136963,1.3783057843906596,1.3101766011318057,1.2158438858503149,1.315417307536333,1.3206580139408597,0.8804386759605731,1.0009749232646992,1.2423682774487383
191,9.575,1.004491093185995,0.983818235870419,0.988517216886391,0.9969222648587,0.8938869684262717,0.9531283728138742,0.9702425563036268,0.917583530181312,0.9162670545282544,1.3224596332990095,1.2135511929096798,1.1150149849383804,1.2187373091186962,1.2965290522539308,1.1979928442826333,0.943873150040862,0.985362079712988,1.301027214271955
192,9.625,1.0043917904438633,0.9748470797811076,0.993937733113502,0.9832542495226,0.8338134662574733,0.939342983080685,0.9458571507858212,0.9406458166217124,1.0031818265910224,1.4114030027795763,1.4268001264462633,1.1496519004459094,1.319020260779458,1.4268001264462629,1.3138878862238963,0.8776360490011187,0.903297921778929,1.156198296562699
193,9.675,1.0051411867455693,0.9958024821885696,0.9870822463922212,0.9768334635166284,0.8032976870894364,0.9760776069449496,0.8974240613390821,1.0057338618455225,0.997997447523634,1.3511374103581255,1.5593954322554306,1.2647865232299746,1.2647865232299742,1.1936740279479674,1.3308195545632662,1.0514490373839542,0.9346213665635154,1.161383149988282
194,9.725,1.005545153055432,0.961375029358348,0.9951789892435172,1.0084948417993391,0.8729056587303436,0.9048101053213652,0.9265051290032598,1.0324278916854508,0.9622381091852038,1.342307080211334,1.3774986516026426,1.0356376723727898,1.0808839784473288,1.1462397538883304,1.287006039453564,0.9551997949069422,0.9903913662982504,1.303524532147444
195,9.775,1.005248922462031,0.9826512096996872,0.9771933546349462,0.9986086265959788,0.8298933304528912,0.9701036191595444,0.9612615288807465,0.985261488208912,0.977682553684228,1.388323006112558,1.2539691668113415,1.0250700331870493,1.0897589187765235,1.268897371178143,1.1942563493441354,0.9802854200866444,0.9653572157198422,1.1561741953471916
196,9.825,1.0059502234075175,0.9823055883534824,0.9823055883534828,0.990472318443028,0.8589780486436359,0.9790099157030088,0.9927635671368948,0.9702575920632625,0.9402496252984196,1.5564738316916131,1.3939306783820462,1.1575042735681302,1.2264619749721886,1.3791540280811767,1.5318460811901635,1.0737699218632015,0.945705619255664,1.126191847930573
197,9.875,1.006200227956097,0.9895896047075023,0.987031924808117,0.9737303857702504,0.8800064354239225,0.93570304526088,0.9802603331304456,0.990161952657016,0.9307522354975946,1.4578634507491732,1.3164653234189845,1.1458124111239318,1.1019302336766317,1.3457201083838513,1.2677073484775412,0.950780511358156,0.8971467389225674,1.2543735349221272
198,9.925,1.006976484497484,0.9946057338978066,0.98286657804759,0.9733600502152494,0.8442064312991425,0.9422274973425844,0.9115959142040088,0.9103706508784656,0.9630569738768155,1.2260059093766849,1.1246432160817623,1.1198164211629564,1.0763752668937034,1.390116936616084,1.4866528349922008,0.8446891107910223,0.8591694955474406,1.1247417221005134
199,9.975,1.007351983083307,0.982153104603076,1.0049408796518715,0.9228442717494776,0.8151432541762285,0.9328053012820232,0.9121841177686372,0.9218882041278776,0.9631305711546504,1.452672321656049,1.1181754054852482,1.0656116043726938,1.0799471864942995,1.2471956445797,1.4001085205434949,0.8840275641656877,0.9652625295214536,1.1360217424121466
200,10.025,1.0072409617555316,0.9814049310880716,0.9809537104301,0.8986648435396362,0.8142380900940345,0.952346320714704,0.9823698491105012,0.9931783193329888,1.00038396614798,1.282095642889641,1.4382179905477892,0.9745819278054098,1.0266227103581254,1.2300548603369248,1.4666038719401795,0.9178101650206284,0.9651199673412793,1.1438351593729637
201,10.075,1.0074212716270223,1.01122578531428,1.0043011112818652,0.9685784642473318,0.8252012046449714,0.9571858353590814,0.9655091904491604,0.9607529875405432,0.9250814657259194,1.3911893507703417,1.4239783253676217,0.9696168202338744,1.0351947694284358,1.3818210723139752,1.2600334523812176,0.9368278456365936,1.0586154655693505,1.1545925224080384
202,10.125,1.0076290107307435,0.9979454130051972,0.9941854236388208,0.970345282425934,0.8300219060091305,1.0054449755060952,0.988962270989602,0.9524648538459384,0.977188910620678,1.3960351249575431,1.3264652682320843,1.0435478508818845,1.164135602539347,1.326465268232084,1.3774831631640885,0.9832539750531536,0.983253975053154,1.2103735277235472
203,10.175,1.0073438902993366,0.9967030046012122,0.991227817803799,0.9380618660054624,0.8358740252775486,0.9291375148482648,0.925640133989363,0.999085132026302,0.9477902127624088,1.556864388402075,1.3593860146519592,1.0333170719482805,1.0057619500296593,1.2904982098554072,1.4099037381694317,1.0792422751459811,1.0057619500296595,1.14747400561114
204,10.225,1.0076864554253344,1.0205941291076326,1.005630041791775,0.9496100627397558,0.8681239257274618,1.023970641117365,0.9777938365573934,0.9547054342774078,0.9974189784953816,1.4780075701960522,1.2642649369677,0.8958999733188376,0.9959497165321092,1.2278832121628744,1.4461735609918291,0.8913522577182346,0.9231862669224572,1.042865435636292
205,10.275,1.0080245148421376,0.9907123530667024,1.005531159128181,0.9693088215874568,0.8688413025477161,0.985448951047541,0.9614414940034596,0.9157130043956851,0.994594648969096,1.454650968659434,1.4591545320298964,0.9772732513903936,1.0178053217245575,1.2655013071000034,1.4366367151775838,0.9862803781313194,1.0628409554291844,1.151028078979366
206,10.325,1.0076091265859526,0.9743342384424024,1.033036759684512,0.92659207763996,0.8038384263286837,0.998571115523802,0.954416610415606,0.944227109236792,0.9170551060932872,1.3736957144771886,1.3246351532458598,1.0436519389209808,0.9009303062480264,1.2934147960986515,1.3424753573299797,1.016891632794802,0.9276906123742056,1.139907121670757
207,10.375,1.0071604205139018,1.009411852089664,1.0018286244863197,0.980512989370294,0.897024530173427,0.9530885633092666,0.9452395986702488,0.987848263853487,0.9721503345754516,1.4223275315552897,1.188217720460786,0.9717765743545462,0.88785041566029,1.395824534072893,1.2853953778962397,0.9761937406016126,1.0424512343076038,1.026315055568321
208,10.425,1.0075337927248391,1.0174859886508711,1.001004259492902,0.9586843341161562,0.8384658438045687,1.040586086946862,0.9761741413300872,0.9528525748136688,0.9028777894213432,1.531213963199193,1.246845655747914,0.9974765245983312,0.9274781719949402,1.2993444202004578,1.3649678757661372,0.9449777601457874,1.115598744616554,1.0606893226126184
209,10.475,1.0069366152283523,1.0015964429775757,1.0108953577566129,0.9203207721836372,0.8524799993157929,0.9932766959769816,0.9294781928023802,1.0537752765735864,1.002076489518306,1.481965230482116,1.282636573750603,0.957644198644876,0.9793103569852584,1.28696980541868,1.390967365452513,1.0963076120233195,1.057308527010633,1.1366774131759094
210,10.525,1.0073056419978057,1.0193256637228332,1.0144132508856152,0.9210169092834244,0.8215191734775025,0.954444026480494,0.9696976981365744,0.9468171906524532,0.983861821817221,1.652481096075438,1.2919397660226142,1.1374220531428327,1.0902083075406774,1.313400559478139,1.4035358919913448,1.0859161488495723,1.038702403247417,1.088325013421113
211,10.575,1.007561885995736,1.0449884606072122,1.009101196826173,0.9503418075661384,0.870970323117719,0.9918484844426072,0.9691838291941902,0.9508362511359488,1.000482638822956,1.4625734238227788,1.2669967450557786,1.0629167324293447,1.0204000631321706,1.2925067466340832,1.1734600726019968,1.1181884025156703,1.1436984040939746,1.0966697617285293
212,10.625,1.0067714843493656,1.012279633580382,1.0383900209544787,0.9561388378099752,0.8296490613485902,0.9493922248422012,0.9515304956188728,0.9419082771238504,1.045614409792424,1.5246518598510097,1.263523640760505,0.9729132033855888,0.9265840032243704,1.2382531679452955,1.4277817140593705,1.1750769859072696,0.905525275878362,1.121828489618077
213,10.675,1.0070418062103843,1.0276906520234614,1.050771410132797,0.9136286976349116,0.8759117091408056,0.9235731685257356,0.950051757072918,0.9595840489499036,0.974412058536326,1.451989510150968,1.3017836987560405,0.8970624847197073,0.9471310885180166,1.247542711307872,1.4394723592013905,0.9846825413667484,0.8803729501202706,1.1141541605424783
214,10.725,1.0067179860606985,1.0484874673826745,1.0435594383011613,0.932680240527443,0.8856017012305908,0.9831857749443884,0.9842350660595908,0.9517070414883247,0.9370169658754948,1.3227427391638868,1.4095477314215172,1.0953963308700945,0.8763170646960754,1.1325984704090784,1.3764791629424198,0.9837899122531408,1.0871291887503198,1.1037900108794574
215,10.775,1.00601670208083,1.009094330752896,1.0503017826183625,0.9333647066664708,0.8929953772324106,0.9969529298787914,0.9803197214553708,1.0094278361963578,0.9595282109260946,1.4415447300298143,1.290018721475544,1.0524914648229042,1.0033478944809786,1.1221115228072989,1.3186858041750005,1.056586762351398,1.13439741539278,1.074263403724385
216,10.825,1.0056768741469078,1.0251419682776035,1.0315273372759357,0.9870947389989948,0.9156648912227588,0.95789465560986,0.95274468434314,1.0505941384108135,0.9887944832101776,1.440431357327958,1.0874242359546271,1.0306184922853556,0.9859854079737846,1.1564026389815996,1.2740716794393765,0.9941005142122524,0.8967192393506439,1.1422426066675386
217,10.875,1.0059203399883296,1.044111748135356,1.0441117481353563,0.9613733404034231,0.927675251710624,0.9419628793497314,0.986866851929784,1.0338119141725657,0.8939972722755849,1.4030945151218783,1.3468099213920617,1.0493056402487404,0.9367364527891052,1.169915483955492,1.3910335307512032,0.9528177652833392,1.00106170276604,1.0735506802591788
218,10.925,1.004889022204268,1.039705737244681,1.0531936063008425,0.9687832969366728,0.8787543966613924,0.959652384846561,0.9303268641294375,1.009202402609977,0.957629935141932,1.410199021318732,1.4022317952095875,0.8923293242242829,0.952083520042873,1.1512641727715072,1.2827234035724069,1.0158213289160365,0.9401326808791546,1.1656946078161334
219,10.975,1.0049403743900116,1.0445604002053457,1.0428662132163655,0.9596553893142864,0.8948145427024894,0.9829933554212116,0.99702180289919,0.9479222367262656,0.9940157070110512,1.3460629365774666,1.353957733859446,1.069745031708192,0.98290226160642,1.0697450317081922,1.3302733420135076,1.014481450734337,0.9947444575293884,0.999578006885702
220,11.025,1.0044512456660193,1.0550671512857044,1.0569325458247532,0.9697294862352926,0.9323930667223848,0.9731045850776758,1.0207668504692342,0.9194845365121708,0.9214704642368192,1.3769098890895,1.2986763726639594,1.032682416817125,1.0678874992086176,1.1735027463830965,1.2478245869873588,1.020947389353294,0.950537224570308,1.0748327195443546
221,11.075,1.0037825306514758,1.0483349903386463,1.0346554295407169,0.9839940658160984,0.8915205822644159,0.951545698730342,1.0076347419853875,1.003698668774507,0.9505616804276216,1.41102260862774,1.1551778499205128,0.9846146774490276,0.860568733833402,1.244335871894243,1.34124676534395,1.0039968561389687,1.0117497276149456,1.0899508853088509
222,11.125,1.003276516670934,1.0292232924057907,1.0425969663726158,0.9451926877496732,0.913755921473677,1.0112752300621166,0.9946969476020818,1.0229775470927294,1.0015232992032723,1.4752011771923903,1.2984843695078858,1.056459176374759,0.945050754138875,1.0871925342329336,1.2062842959333608,0.9488924238711468,1.1064008828942924,1.0931118416775567
223,11.175,1.0039442127043507,1.045089871559455,1.062520140438835,0.9686285196526212,0.982916325931695,0.9867822701831472,0.9529552579829412,0.9935476726231882,0.9867822701831472,1.305927683123098,1.2945055751074432,1.0470265681016082,0.9023465332366593,1.1193665855340835,1.4353782406338418,1.1117518468569807,1.0051455053775438,1.034633192397549
224,11.225,1.0029670459545474,1.0392193218081864,1.033460877081284,0.9385484819974282,0.9157477466278372,0.9071266904357344,0.9847161961646624,1.0010004134164123,1.0019583085488677,1.3848841445294204,1.328281250338844,0.9962109377541336,0.9094198333285836,1.094322621017798,1.2641313035895252,0.932060991004814,0.9735697800779032,1.030519222600258
225,11.275,1.00275851740398,1.0853140154793046,1.0475019248824908,0.9810109503473315,0.9408734757894868,0.9370758028296904,1.0130292620256127,0.9741031141877023,1.0377141362642874,1.4511713946372418,1.1856219899484672,1.0547173538342838,0.9200725852596942,1.099598943359147,1.256684506696168,1.0659377512154986,1.047237088913473,1.0679986405304158
226,11.325,1.002741625973558,1.08105546410471,1.0386264679665038,0.9774902208832078,0.9721081372900868,1.0097502723255205,0.966461817034772,0.9335249488787664,0.9335249488787666,1.4050212069665458,1.2456124684452754,1.0528391102335066,0.9119662715402908,1.1677616891674458,1.2493196484108864,1.0454247503022849,1.1677616891674454,1.135985860890781
227,11.375,1.0018664023608672,1.0591307749303265,1.0137444627683545,0.9614488168189024,0.929067380576768,0.9934304822432304,0.9990272736924888,1.002758467991994,0.998094475117612,1.3081793347052713,1.1611928926035555,1.084025010500154,0.9921584841865814,1.1611928926035548,1.1869155199713557,1.0252304336594678,1.175891536813726,1.0740509305003951
228,11.425,1.0014346635575366,1.050228196117322,1.0620402234636637,0.972592610991356,1.006945934827426,1.011569194399636,1.01341849822852,0.974583117821953,0.985678940795258,1.3404650783911862,1.1801920798878922,1.038131922123609,1.0563447628626197,1.0709150354538284,1.2603285791395396,1.0272042176802023,1.089127876192839,1.0327795770901034
229,11.475,1.00201927099511,1.0552158907967282,1.0414402264260134,0.9764621819601595,0.9725248162452896,0.9276108520643104,0.9816909313842648,0.9578590320229292,1.0091892768011912,1.386583235568642,1.1229879850568951,1.101322622001135,1.0074393820928411,1.173540498853668,1.2746455264472152,1.0363265328338551,1.0543810020469884,1.1539016578524437
230,11.525,1.000920467412148,1.052737372504322,1.0568342910936042,0.9872110614959798,0.9940910333906916,0.952291958860553,0.9713741450590944,0.9586526875934,1.0168079217222885,1.3960560465599714,1.2134948712405909,1.0237744341439796,1.0774688974732087,1.0631503739187476,1.159800407911361,1.1490615152455144,1.08462815925044,1.1402950722529874
231,11.575,1.0003345401093644,1.0632931760762652,1.0543238082054964,0.9997573053136554,0.976512914682766,1.0044390220214798,0.9792154411994156,1.0080423907103466,0.9458842808274032,1.3733748389156315,1.1710948238815468,1.082375519042035,0.9084856815565934,1.1107656965906791,1.2917530784632814,1.0539853414933913,0.9013881371694328,1.0862501988860465
232,11.625,1.0004817808830808,1.0541662523047786,1.0239657230329566,0.9737315148060244,0.9332996041720368,1.0235036807475155,0.9725964296108596,1.0002828293518478,1.0494038611503762,1.1891890563235965,1.1223411507906134,1.1117862183380371,1.0238284478999011,1.1082679075205115,1.2560369618565792,1.0308650695349515,1.037901691170003,1.0508619993855837
233,11.675,0.9996872693989122,1.0370053509387536,1.0444909526057804,1.0311873135182947,1.0005882187261756,1.0067865528244793,0.9483451170404732,0.9873060742298106,0.9757948823329607,1.395295987496946,1.168560389528693,1.123213269935042,1.0604249504976793,1.084842630278876,1.2453016688410254,0.9662424713416358,0.9453130315291812,1.0454041620608503
234,11.725,0.9998754379061972,1.049455925422618,1.051105235379278,1.003014444421323,0.9903167451766656,0.9973402681921028,0.9165697535145734,0.994706447061314,0.9534432493456194,1.1551567020086713,0.9614777340072176,1.0444830060078407,1.117112619008386,1.0617757710079705,1.2139521030091127,0.9580191810071912,1.1966593380089825,1.1122071203654913
235,11.775,0.9997626297296608,1.0317314872698806,1.0562614798345475,0.9802990611519448,0.9958522848119612,0.9009677576751576,0.9775717795837696,0.9575502738576552,0.9958522848119616,1.3305464411399466,1.069923942359957,1.045919238524958,0.9739051270199606,1.1110748632199554,1.2070936785599515,0.9773343704249604,1.0767824291699566,1.087770004977815
236,11.825,0.99995912956346,1.070049390968811,1.0445913284772057,1.019563810859717,0.9615538891733764,0.994353752538357,1.0331956959968869,0.9995326783328278,0.96500650636969,1.196907294722097,1.2071082091657508,1.050694187696386,1.033692663623629,1.0880975406564517,1.224109733238508,1.0370929684381802,0.9418844336307408,1.047675549748773
237,11.875,0.998186919223812,1.0256834916497015,1.026326654209131,1.0008559911259234,0.9671680672524045,1.0253693314764425,1.056181765477404,0.8841456756387018,1.0133867182538456,1.2171948886070068,1.1969645026467797,1.1160429588058705,1.112671227812499,1.0553518009251883,1.1767341166865517,0.930597754170454,0.9710585260909084,1.0865575153230222
238,11.925,0.9986140724938368,1.052178342756647,1.004504252063475,0.9655760796178048,1.0201838398026437,0.9565284421444088,0.9539822262380794,1.0414023056887225,1.013393930719099,1.2504749228862126,1.150169447788388,1.243787891213024,1.0030547509782457,1.1067037419126635,1.143482416115199,1.0097417826514337,1.0231158459978102,1.0560733592442393
239,11.975,0.9980278789449908,1.0446751721961256,1.056692019946528,1.019244911488136,1.038615664555185,0.9914823766985472,1.0041073645172898,0.9889573791347988,0.9822240522981366,1.2632639326511057,1.196950865320339,1.1007969176907273,1.0046429700611152,0.9814333964953472,1.1571630249218792,0.9118046757980413,1.0179055835272688,1.0696027094871727
240,12.025,0.9982006608057684,1.0382009782371349,1.038828195260688,1.0206752060112627,1.0158069181231026,0.9924358468762272,1.0341699026742186,0.9999479769198664,1.0274924537465402,1.160712618527157,1.1705770317157724,1.1442719298794628,1.157424480797618,1.0423396602637636,1.1837295826339274,1.0193226961569928,1.019322696156993,1.0695842300227998
241,12.075,0.9984067320622432,1.0499924491084225,1.0412839809286134,0.9992522926730032,0.9999618209281568,1.0198286120724238,0.9858895105343,0.9850617275699554,1.0214841780011137,1.1837296390126342,1.0793788168407212,1.1022055591908273,1.1282932647338046,1.0532911112977432,1.1250323015409334,1.0500301481048706,1.1413371175052942,1.0925890452853164
242,12.125,0.997975624999027,1.0364152741031345,1.0405794426151562,1.011794941171084,1.0623351469380762,0.9925526991098412,0.9794171795186436,1.0360641077556816,0.9999414288798892,1.1869235600303418,1.0349197253670557,1.0478562219341434,1.0704950909265478,1.0252173529417394,1.193391808313886,1.0478562219341438,1.102836332344268,1.0498362979393108
243,12.175,0.9975137629672434,1.022413399797076,1.043216544975473,1.0256625725734174,0.9990734004894594,1.0267575859960938,1.0446708825003872,0.982788585485556,1.0055873264910198,1.2221013441565511,1.0713434355598108,1.0777586657128635,0.9558692928048612,1.0681358204832845,1.1900251933912869,1.077758665712864,1.122665276784233,1.00558732649102
244,12.225,0.9980914854010562,1.0363694108695063,1.0322730890874143,1.02349600406481,1.003031653596782,1.024836689544537,0.9424621092974592,1.0539100708082132,0.996570902204854,1.2598465214259098,1.1548593113070835,1.0212392257013057,1.0530535317979188,1.037146378749612,1.1707664643553903,1.1039564215525013,1.075323546065549,1.0498721011882584
245,12.275,0.9970586155471082,1.0425404602014892,1.0491616755953783,1.036206865897258,1.1006126864043988,0.9716471532813212,1.0012851950549475,0.9668409843450572,1.0245150115802226,1.1454702631428602,1.0823589538787906,1.08235895387879,1.0981367811948073,1.016092079151518,1.1991148760173187,1.0949812157316037,1.094981215731604,1.026460365673472
246,12.325,0.997129691344864,1.038129003133595,1.0340988833514808,1.0143328406616794,1.0408501951232287,0.9979449199044084,1.006684883374908,1.0186030153801366,1.0241648103159098,1.1518453234951482,1.1236751933009734,1.0923750486407795,1.108025120970876,1.042294817184468,1.1831454681553426,1.0109946725242744,0.9796945278640796,1.0244728980820317
247,12.375,0.9970485812909818,1.0561117139622238,1.026499721421576,1.004638631460471,1.0616172667292048,1.013541057916672,1.0174817307701582,1.026151211047828,0.9686173873869284,1.0525178948675182,1.1860231145704774,1.167394479263088,0.8538124515886946,1.0276797144576653,0.9811081261891912,1.0090510791502758,1.0680417576236767,1.0486210885021976
248,12.425,0.9970488402360131,1.0134080540734391,1.0160517272579783,1.0158448059304532,1.0210362939631872,0.97803706259414,1.0249453149967371,1.0882714557402418,1.0163454687229272,1.1025808418266916,1.1241396851026324,1.114900180841515,1.1179800155952213,1.1149001808415149,1.062542990028516,0.9424294346339878,0.9947866254469868,1.0474580851124051
249,12.475,0.996910337336356,1.0220558469372298,1.0216187596185111,1.0251011039049196,1.064829884389071,1.0136435971569666,1.0128680473504192,0.9927037523801964,0.9717639076034268,1.1701401475144395,1.087649849908983,1.2006921095905343,1.04487710300245,1.0876498499089833,1.1059810271546398,1.0296011219644023,1.124312204400297,1.04216483698141
250,12.525,0.9973242428742404,1.039928293091971,1.042963525080148,1.020135561672941,1.084042554933316,1.007874909128917,1.0078749091289168,1.008644279288557,0.9955649865746704,1.20931000547113,1.163847223310561,1.1032301804298026,1.0607982504132716,1.04867484183712,1.1911248926069022,0.9698726860921342,0.981996094668286,1.1053022936303198
251,12.575,0.9963707545077533,1.0256526514902962,1.026656365814416,1.0264585895929152,1.0395656761984855,0.9861371906376242,1.0212473382919052,1.055594221866745,1.026590186847991,1.223766740703553,1.046365665269868,1.1245424103762376,1.145589995597183,1.064406452602107,1.0734268462682268,1.043358867381162,0.9711957180522048,1.0165431392716775
252,12.625,0.9966818172816494,1.0506900118601812,1.0504055033273192,0.9924008006200838,1.0873828584907042,1.0071164357887434,1.0548219511682106,1.0162032006229282,0.9783416804804944,1.1842624573036464,1.0589752451959566,1.097754620372147,1.0738903894944911,0.9068407733509036,1.0559922163362494,0.9456201485270932,1.0231788988794734,1.006498288521113
253,12.675,0.9972228861463348,1.021105646927942,1.028162354923297,1.010085363338348,1.063044205368032,0.9856636024331148,0.9984351582573244,1.0337447537713154,1.0127092500608528,1.207492550652541,1.1098277119968205,1.1601399016073428,1.0831918469088966,0.9884865488185016,1.0743132252129224,0.9677697648612278,1.103908630866171,1.0723200652403564
254,12.725,0.9963883482096488,1.0217787047260825,1.0031550830009128,1.034144557782387,1.072595663994451,1.0442713865574886,0.9906043345716656,1.0204193634526784,1.0181832362866026,1.1216775259326657,1.1069958829230753,1.036523996477044,1.1422318261460906,0.9454978098175874,1.05707829669047,1.0893779113115678,1.0423966536808802,1.030291788832157
255,12.775,0.9973216119552072,1.0011531714350048,1.013935032630123,1.0199084790057384,1.0819653132518976,1.0338944004963455,0.9961772227958348,1.0080100628587396,0.9584600450953246,1.107087687703634,1.045906526014749,0.9439379231999406,1.0488199146666008,1.0138592508443802,1.0954341330962276,1.086693967140672,1.045906526014749,1.0418634560489142
256,12.825,0.9969978204440848,1.037061247078781,1.0198297362606443,1.0244243530959365,1.0574018526488438,0.989158707405025,0.9935614909691418,1.0324527457855122,1.000165666315319,1.0580022322257692,1.081127964077698,1.089800113522172,1.0377672168553311,1.0637836651887516,1.0377672168553305,1.1562865925964685,0.9626085883365598,1.0142875197199528
257,12.875,0.9971219007408744,1.0093252331827676,1.0210886116966202,1.0330359403957332,1.041923890885467,0.980762740057808,1.0310022568090993,0.9662005612893184,1.0433801087623158,1.1215084042459875,1.026854242250802,1.1674013312739564,1.089957016914259,1.1358499439422276,0.9953028549190736,1.104298556610499,0.9981711628583212,1.021878606029658
258,12.925,0.9967025255987226,1.0159183415514783,1.0336986091190457,1.007014501322948,1.055552781798102,1.0382131057110695,1.005701213047884,1.0382131057110695,1.0266533216530478,1.132771263564469,1.1185404687960714,1.0388480180930435,0.9762325211120928,0.8908477525017058,1.1213866277497508,1.0246172233246456,1.0986173561203143,1.0254884964737312
259,12.975,0.9973186988619456,1.027767368459506,1.0048712273720846,1.0004160669141873,1.0589040482894323,1.0065682354762109,1.0144544538453264,1.0101528801894455,1.0309438195262048,1.025208387985029,1.05627530883306,1.115584884997483,1.0336811845799465,1.0788694330861734,1.0506267777697815,1.0223841224533896,1.0534510433014206,1.0603964309863705
260,13.025,0.996958205043118,1.034860722010361,1.0186889349299977,0.9763485193806684,1.1141076191323305,0.9803577900155492,1.0017008478533336,1.0436755282676422,0.9867607073668844,1.014549799844565,1.0734048987305755,1.2051282152849805,1.1182468788342028,1.0285629186269485,1.053786532435239,1.0649970274611456,1.0341681661399018,1.0673706781936718
261,13.075,0.9970092623193324,1.0049443309144814,1.0058727472159728,1.0199851976819958,1.074538824969365,1.020176479685107,0.9905242913482384,1.01594045277984,1.070302798064099,1.0958045357968162,1.1542103613088293,1.09302330601053,1.06242977836138,0.9483993571236397,1.067992237933953,1.0596485485750935,1.162554050667688,1.0826362641556238
262,13.125,0.9976647353327248,1.0036200763153933,1.0100695692648305,1.0227727426704156,1.078278272721288,1.0096159785519017,1.0201255133737466,1.0278325055764328,1.0544566604584396,1.0764311423586614,1.032269864723434,1.059870663245451,1.043310184132241,1.037790024427838,0.9549876288617868,1.109552100585082,1.0433101841322412,0.9842501081111508
263,13.175,0.9975066413512312,0.9851750412108804,1.0093406978833834,0.9956546546995876,1.0388197845968088,1.030475850583982,1.0311711784183852,1.0297805227495802,1.0249132279087658,1.0984072729510284,1.16140818885595,1.0901897621808214,0.9970579734518068,1.0984072729510292,1.0107538247354853,0.9861012924248636,1.1093639539779714,1.048738849010014
264,13.225,0.9976409064091132,1.019224377483558,1.0259656224122211,0.971126271851961,1.0503019154949251,1.061343197129564,0.995785587423901,1.021318551204001,1.0461614348819366,1.1009914357266724,1.0683694672606971,1.0656509698885324,1.0547769803998734,0.9460370855132886,1.052058483027709,0.9949700382122524,1.0710879646328613,1.0243464536930909
265,13.275,0.9975385727253668,1.0024258860520825,1.0102744265538377,1.012728561159571,1.0896624632154783,1.0519934277177716,0.9910380793669372,0.9999416695754858,0.978025139831366,1.0657327673869073,0.965904634745602,1.079223055581678,1.1466744965555336,1.0306580180805025,1.0198657875246862,1.036054133358411,0.9686026923845564,1.024821403596235
266,13.325,0.9976513205878842,1.0075594946502042,1.0043669740714651,0.9909948735902296,1.020321718452968,1.0420740802054638,0.988372937128992,1.0237205249767958,0.9842943693003986,1.052394092741448,1.0229377695349446,1.0577497878699027,1.0443605500487658,1.0175820744064894,0.9774143609430757,1.0764947208194962,1.0149042268422617,1.0324741858606126
267,13.375,0.9979627807023398,0.9853376799512632,1.0063778207889151,1.0151402795851523,1.103115669440994,1.0174302321205009,1.02687587088024,0.9526601377680024,0.9742501692188348,0.9382258932563656,1.047198305787559,1.049856169507832,1.0870662615916535,1.0020146225429174,0.9355680295360932,1.0658033518294694,0.9966988951023716,0.9880743985406688
268,13.425,0.9975051528166542,0.9977632431065782,0.994618106165756,1.0035186887754295,1.0158927801679236,1.0098657300548644,1.0674575422463222,0.9891058907765484,1.028616552628827,1.105365049354725,1.086898330153094,1.1027269466116345,1.0684316109514638,1.0262219670620236,1.0420505835205631,1.020945761575843,1.078984021923824,1.0047133538811135
269,13.475,0.9983368648396604,0.980882045387945,0.9923704156203684,1.0058758326504005,1.0887978014190407,1.0077029712767194,1.056226927017617,1.0309678815634504,0.9977322954395488,1.0552802163825723,1.04742453238965,1.2019196509171235,1.1416927403047186,1.0578987777135465,0.9819604991152968,1.0212389190799087,1.0605173390445206,0.9470107213508664
270,13.525,0.9981257948055976,1.0072340931895614,0.997070027764808,0.9760580237159914,1.0801026237731768,1.0246789094195132,0.9916886032566185,1.015441623693903,1.029297552282319,0.9903090086352604,0.9565189374744778,1.2294387430038796,1.0812822771450612,1.057889150956827,1.0240990797960436,1.0292975522823182,1.0760838046587868,0.975031865002127
271,13.575,0.9987943647572626,1.0069643489995912,1.0030270494922615,1.0108240662506192,1.0616814545567423,1.042687770298787,1.0079751749307997,0.9771923073403204,0.989636445302429,1.0655913352242616,1.0810720810144443,1.0217292221520764,1.0010882277651658,1.0010882277651658,1.0965528268046272,1.1275143183849934,1.0733317081193523,1.0304173958098335
272,13.625,0.99863361386112,0.9866405968891784,0.997755265658294,0.988221788332108,1.0044917132554667,1.035049066344792,0.980435924653232,1.0578045420496085,1.0578045420496085,1.0526623955916363,1.0449787284705303,1.1218153996815985,1.0705909522075523,1.098764398318278,0.9297237216539272,1.0859582864497666,1.0885195088234687,1.0642663010398388
