,r ($\AA$),g_full(r),O (DOL),O (DOL),C (CYC),C (CYC),C (CYC),C (CYC),C (CYC),C (CYC),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
157,7.875,0.9797018586646392,1.3538801794922692,1.3816559303329752,0.5467921647755138,0.557251526057086,0.5363328034939419,0.5479543160290219,0.5444678622684981,0.51134655154352,1.5624408433412902,1.3806222797299643,1.3646382301817157,1.3866162983105563,1.3106920629563763,1.6292832323612374,1.8024437691339288,2.133022975699977,2.030700840334295,1.7473472347062542,1.4561226955885458,1.90476590449961,1.7709600351752577,1.5133877525082746
158,7.925000000000001,0.979076360249774,1.347969266748304,1.3564936805880656,0.5513896990961173,0.5536847654815331,0.5146686369294663,0.5404881337653928,0.5536847654815334,0.539914367169039,1.5368691370475975,1.345500322806754,1.3040699609607982,1.268558222235693,1.416523800256964,1.430035000512645,1.7875437506408052,2.036245489860395,1.9352104083024368,1.865263044146926,1.4300350005126448,1.7409121745371323,1.7875437506408052,1.4786492116547385
159,7.975,0.9796920281176004,1.3366097804236268,1.3516155309705502,0.5444974181650801,0.5297659583604057,0.5552627157146501,0.5376982828706152,0.5439308235572081,0.5762267162059173,1.6326031368028884,1.3150442927708228,1.3169925065378911,1.2897175137989412,1.334526430441502,1.3277372006471746,1.719151057485358,2.026142317750601,2.0568414437771256,1.7114762759787276,1.1205180999681352,1.6577528054323087,1.604029334885892,1.4963474515020363
160,8.025,0.9798493669600444,1.296512061757901,1.3550665513048146,0.5478055752253516,0.5198277623946392,0.5791407255957497,0.5181490936247963,0.5332571125533812,0.5382931188629096,1.575766374251392,1.3929851708888985,1.3102526262090328,1.3275687402117953,1.3852891202210038,1.1975521266557,1.7735898584647698,2.076767612048492,1.6977954200688408,1.6902159762292472,1.4021971103247115,1.5613654309561646,1.720533751587619,1.6206861801905326
161,8.075000000000001,0.97916860924279,1.3572577644974622,1.3751070249458768,0.5714382832274428,0.5344108509486818,0.5498850017517459,0.5532008912095456,0.5327529062197822,0.5299896650049493,1.4898036265473211,1.4555989514480203,1.3054784329566451,1.3206805107785555,1.2617724592186494,1.3324851545417824,1.7816374538255286,1.8415244270633624,2.1709027798714438,1.654377635695135,1.250140566339763,1.497174330945823,1.6169482774214885,1.575470437538654
162,8.125,0.980944828936386,1.374101987591567,1.3628186251068537,0.581348747482136,0.5409545622110766,0.527307877997881,0.5758900737968577,0.5671561959004124,0.5420462969481324,1.5315862646558611,1.2425368960811023,1.3626613089952877,1.2556755037435912,1.3157377102006842,1.3604999795962651,1.81153529891894,1.8558994286883832,1.796747255662458,1.5379564986740375,1.4788043256481147,1.8263233421754204,1.567532585187001,1.5038534601437856
163,8.175,0.9802893815635786,1.3768499391149338,1.323559263505376,0.5219557953695151,0.5311223744204261,0.5392105324065235,0.5456810587954017,0.5580829010407518,0.544063427198182,1.4980761788650638,1.2199679773430836,1.3757085701953926,1.3349193673055024,1.2366544694344022,1.4753780549428666,1.6068473865714392,2.3226248587714458,1.8405706428000133,1.760228273471441,1.321997168042865,1.592239683057153,1.526505017242867,1.655216772187622
164,8.225,0.9809648640092002,1.321967814691598,1.3732362177080075,0.5220212331217621,0.5598411387867063,0.5220212331217622,0.5678312597018352,0.5113677385682568,0.5587757893313556,1.591644378787415,1.3425492861348405,1.4286336196250693,1.2894334207898062,1.3590335202074373,1.305973157334029,1.9120601474779968,2.078012537636465,1.8110456491206688,1.6306626163397262,1.255465908155364,1.5080021540486843,1.5152174753599217,1.7371990442719796
165,8.275,0.9811920598437884,1.3284765743768967,1.3543118404087915,0.5767777136200966,0.5162581542530246,0.5562536891390896,0.5683576010125039,0.5415184920758023,0.5446760343036497,1.471135357133582,1.311898073704607,1.4385640946140188,1.4005642883411948,1.3589454528995315,1.3686510311250577,1.8462532138614072,1.8177396507129675,1.9816926388164915,1.5682459731641287,1.3472658587637292,1.518347237654361,1.4185497666348252,1.649058648311874
166,8.325000000000001,0.9820505275585272,1.2883844678129754,1.3585805975765088,0.558431277194007,0.5646707328051126,0.518914724990334,0.5870287820782437,0.5303537269440288,0.5454324113375357,1.4642442455363525,1.344458696756211,1.3730642009425134,1.3891547970473086,1.2836720003603186,1.4015613509462914,1.8523147502456003,1.9720461219344796,2.1269926029436164,1.873443815837756,1.366346241626032,1.4860776133149116,1.4790345914508598,1.7431479113528003
167,8.375,0.9837981255130204,1.3009236756154603,1.3208357726912074,0.5625724249879354,0.547159481837581,0.5111959478200875,0.526608890970442,0.5404805398057608,0.5579485420428288,1.4786110608539584,1.3072547013523654,1.307254701352364,1.2542578891353773,1.3690843156055172,1.308325344023416,1.7049984536475358,1.837222823522244,1.9694471933969504,1.57277408377283,1.3500804081943762,1.4266313591744693,1.4892639554309088,1.804415273102199
168,8.425,0.9836080665273432,1.3389826758537968,1.3796473468814414,0.5416996672918994,0.5493149390907546,0.5249460693344179,0.5503303086639352,0.5401766129321284,0.5660685370482359,1.4733324928258984,1.413980236005897,1.3528823245735442,1.3354257784500148,1.3441540515117796,1.4235019884369138,1.8842490088488624,2.035539075252784,1.9323867572501088,1.6091761608417294,1.1759364252304936,1.2790887432331688,1.416625167236735,1.810849468283692
169,8.475,0.9839889916681566,1.3572588165126724,1.3637404727519888,0.5458627579368798,0.5132514718469008,0.5217805774396646,0.503718942066753,0.5448593337494959,0.5649278174971752,1.43184772215895,1.3818193077702638,1.3697434836074776,1.3352411288566597,1.4628998414346863,1.6514081614823404,1.8145102021225712,2.0047959162028417,2.1475102017630427,1.7125714267224268,1.420346937242013,1.338795916921897,1.4407346923220414,1.8536214057454832
170,8.525,0.9849437943496367,1.365726849814252,1.3426657960650423,0.5231156133528261,0.5553454852655595,0.5518745759826498,0.573691720046654,0.5345200295681011,0.5320408086517369,1.3690677460625338,1.382707275288562,1.4457900979589404,1.3298540995377035,1.3895270399015751,1.4238841873838044,1.8537360175374065,1.9813482796142563,1.7328401903067054,1.692541581229806,1.4440334919222548,1.3231376646915554,1.390302013153055,1.924669793718683
171,8.575000000000001,0.9854178003717834,1.3517458937750315,1.3229381943994982,0.5616300968895951,0.5390864804350387,0.5444773452393892,0.5635904113639041,0.5449674238579667,0.5312452225378018,1.4660513382963796,1.4643662218155786,1.43066389219957,1.3362973692747462,1.4643662218155784,1.4405192704054648,1.9052029060201308,1.8919262307168547,1.9383945942783207,1.573286023438226,1.3011141797210646,1.3077525173727025,1.3011141797210644,1.8933487316422053
172,8.625,0.9862343015858416,1.33737058234787,1.323915520335479,0.52849461930278,0.5280102062695053,0.5561061621994424,0.5803268138631809,0.5502932058001452,0.543511423334298,1.399133890261635,1.4091277037635033,1.3624899074214492,1.3574930006705144,1.312520839912105,1.7585073858843945,1.7322610069905966,2.0078479853754647,1.784753764778191,1.6600834650326548,1.3976196760946864,1.2204566185615575,1.3713732972008894,1.869251035604648
173,8.675,0.9870642296299508,1.3646837067201842,1.3062237745873382,0.5434892214502279,0.5535449691598794,0.5181104296115828,0.5396584604179794,0.5372642347728243,0.5128431331922413,1.302374032210824,1.4373862580531596,1.4028099563130492,1.3731731262500977,1.4653765975570583,1.5955990326821514,1.7318087062037992,1.9717971785990824,2.004228053247094,1.550195808174936,1.4529031842309028,1.3426382104276642,1.2323732366244269,1.8565021099524772
174,8.725,0.9877303751834148,1.290684112580777,1.3065845091347217,0.533964375343827,0.5704140711784678,0.5320708846511183,0.521656685841221,0.5486389282123187,0.5396448474219531,1.4095654502478576,1.4453742723095822,1.43723590365919,1.4404912511193473,1.455140314690052,1.7697252556124687,1.9043782641916784,2.013383080660561,1.6991927273090737,1.8017854957503765,1.4427108062058174,1.2247011732680504,1.2888216535438648,1.848240129419588
175,8.775,0.9885898348322004,1.3008061833026725,1.3032246005618913,0.5489563713603437,0.5550402868144653,0.5419364689132805,0.5475523908709312,0.5367885404521007,0.5442764363956349,1.3307899065145716,1.3613642816340108,1.4852709597496363,1.425731387148622,1.4273405647864872,1.7305974050860036,1.870059467034328,1.9461296826425043,1.8827378363023568,1.7939892514261508,1.4199773580192865,1.3502463270451248,1.198105895828773,1.8677954725221797
176,8.825000000000001,0.988721970041394,1.3207787822667398,1.2762447160622263,0.5478433012808951,0.5265588486973471,0.5367383694981743,0.5455297738261617,0.5260961432064004,0.5566347056088825,1.349163789048409,1.3857566748362782,1.4271225457269128,1.4828073719258452,1.411212595384361,1.5856917174743468,1.6922401727987104,2.0118855387718,1.648367279429854,1.6546348356254057,1.334989469652316,1.1594978961768945,1.3976650316078238,1.7981490815725074
177,8.875,0.9909137672250072,1.289980210173732,1.2828875354786191,0.5531254888910566,0.5334527047534922,0.5586155681852604,0.5252175858121859,0.5261325990278871,0.5211000263415332,1.368613420976286,1.5054747630739151,1.4818779799536346,1.321419854735725,1.3843446097231404,1.7228035191251498,2.168997236308642,2.09463161677806,1.9211118378733685,1.704212114242504,1.5430866052595762,1.2704126669807752,1.2518212620981295,1.9720168750520384
178,8.925,0.9923524982132332,1.3118032176920775,1.2852106374269905,0.5415166422179262,0.5388022730840017,0.5234208479917632,0.5383498782283476,0.5464929856301208,0.5369926936613855,1.2771002376301654,1.4077657917847752,1.4482098918802486,1.452876518814342,1.432654468766605,1.6422755796344073,1.7096824131268649,2.1202513080354666,1.7587055647577428,1.7280660949884437,1.446182973110896,1.2010672149565071,1.3665203517107194,1.846809672727008
179,8.975,0.9926613666419788,1.3064751126329044,1.315144489624497,0.5516051116180413,0.5453419554439517,0.5269998552198321,0.5457893237421012,0.5444472188476532,0.5592103726865789,1.4398101307635889,1.3998154049090437,1.3721267485482058,1.2998285902726845,1.4290423199565965,1.6543272967106892,1.9148989954599924,2.054274555256129,1.8785401537740432,1.7270449800825882,1.6664469106060058,1.2362006173222748,1.3331575284848054,1.983411914827392
180,9.025,0.9925536450953836,1.2291661237357698,1.27089089798953,0.5388737140821196,0.5534737408183351,0.5149827612410407,0.5379888639768946,0.5415282643977952,0.5463949399765337,1.347837712975312,1.3752204204623948,1.391954297260057,1.4467197122342226,1.436070881544802,1.7738831382204632,1.929697197658747,1.9716471367382848,1.731933199140925,1.630054775662047,1.7918616835402654,1.2884624145858097,1.4322907771442253,1.85050598613105
181,9.075,0.9936931572100473,1.2792542116065433,1.24731525316387,0.5517673062219722,0.5294515785317891,0.532514521548089,0.554830249238272,0.5320769582600462,0.5119490470100773,1.2412492426768007,1.391703696334594,1.4473718441879784,1.3420537266275223,1.3179810140422754,1.8847839740040009,1.9084919485197744,2.1277907127906803,1.7603171077961897,1.7840250823119632,1.6714122033620389,1.209106700304453,1.3276465728833216,1.7782795272634968
182,9.125,0.9952401637565328,1.2951859935205223,1.270305451016028,0.5600189031637959,0.555691090929145,0.5375142795436127,0.5288586550743111,0.5245308428396604,0.5621828092811211,1.370541565728174,1.4122084102888564,1.4583395596238993,1.456851458032446,1.4166727150632148,1.8114254826868277,2.0986741838248686,1.7879766091245384,1.8641854482019784,1.465554597643064,1.5710745286733645,1.1196837125993009,1.4538301608619195,1.831883428498824
183,9.175,0.9964197124520486,1.292721781439907,1.2396303200417336,0.5475106445371789,0.5363806392533896,0.5282471738536971,0.5338121764955921,0.538949102011187,0.5342402536218916,1.262913138009058,1.4012742510310283,1.4056900312338576,1.3880269104225424,1.4763425144791196,1.9309002523278995,1.9598927486091,1.9135047545591808,1.6293782910034222,1.5713932984410235,1.6931617828220622,1.2988638333977451,1.4438263148037445,1.911552198687178
184,9.225,0.9979744034843514,1.2730024455415254,1.2790200763541408,0.511103318126135,0.5475199588542603,0.5483668574758449,0.5348164795304957,0.5411682191923781,0.5669986271506998,1.300220652601664,1.3846694743831836,1.4531021403095865,1.4895024945257584,1.4152457719247675,1.7379514576666857,1.93296911298242,1.7322156442750465,1.5142547353927556,1.634706816617179,1.5658770559175084,1.1930491854609575,1.365123587210135,1.8059032877451893
185,9.275,0.9983317428818116,1.2495732286026968,1.2149380243451944,0.5600641345053491,0.5416327044991895,0.5345114701786279,0.5357681585881391,0.568442057235422,0.5273902358580665,1.3107260111198498,1.5224586744545947,1.430275746200011,1.4273950296920552,1.499412942390948,1.8043760672558944,1.9746002245441856,1.9348812545102516,1.8270726215609991,1.8667915915949345,1.549039831323456,1.339096704001229,1.4355570597979284,1.920232713083744
186,9.325,1.0000378738210487,1.231658146318539,1.2281781298216596,0.5080740244054899,0.5221641686385949,0.537083144885412,0.5370831448854118,0.5366687288785558,0.5640201853310534,1.3366063834664346,1.4976261290226245,1.460577338009696,1.4648521985111878,1.4078540584912975,1.9029606293004373,1.8580530038302208,1.9871624270570936,1.5212458128035955,1.7738512060735645,1.80191847199245,1.156371355858084,1.2574135131660722,1.7787200175084734
187,9.375,1.000092359627298,1.2325923516971442,1.2654332308571037,0.5116891949304782,0.5547399685424174,0.5457198064522971,0.5211193643883314,0.5379296664653747,0.5338295927880469,1.3054697666667494,1.5098899785098152,1.4831038817855504,1.3801888785818006,1.3590419601152766,1.9771300740014788,1.9160389762092984,1.871609086905894,1.5217237086415865,1.754980627484458,1.7549806274844582,1.338450415265045,1.3995415130572253,1.8663953754060043
188,9.425,1.001401742681611,1.2454914480155554,1.243133058991331,0.5549547899866911,0.5480584219824707,0.5440017349211644,0.5460300784518174,0.5395393791537277,0.5342656859740293,1.2456244853451262,1.520415105292484,1.4869380754511805,1.4227737682553523,1.4381174069326152,1.8627938195785323,1.8408139515009097,1.857298852559127,1.5825505015888417,1.626510237744087,1.8792787206367505,1.2528524804245,1.5495806994724075,1.8336929228124943
189,9.475,1.00201942599421,1.2422339596464136,1.216824039369781,0.545500627902875,0.527839091752966,0.5438950337074289,0.512987345445088,0.5467048235494598,0.5262334975575197,1.3015224439590642,1.4657654671097835,1.4864683691876062,1.43264082378527,1.4464427585038169,1.9519281615594832,1.9138682809719716,1.79968863920944,1.6039521104736694,1.74531738122728,1.70725750063977,1.1961676756074808,1.5060838461057835,1.7869280378462795
190,9.525,1.0033787011967747,1.235384071296994,1.2205030170633018,0.5318447226833274,0.5556764503614453,0.5187372724603625,0.5532932775936334,0.5509101048258217,0.5167512951538531,1.3111116642607534,1.4613432091239658,1.4640746917578429,1.4954867420474225,1.375301506156854,1.877687380287576,2.0337129792226465,1.7485627466861386,1.4687927072163554,1.6086777269512471,1.748562746686139,1.3558086528150977,1.4634125141496297,1.764593526027813
191,9.575,1.0036710258534085,1.2128675059638203,1.2242928854422324,0.5443853939696339,0.5679688767408816,0.5569632514476329,0.542813161784884,0.53416588476876,0.5424201037386966,1.1744665125784317,1.3825998186049888,1.5123452561280375,1.4961270764376562,1.3812483036307903,1.8900732139168863,1.8634524644250996,1.783590215949738,1.719700417169449,1.5865966697105132,1.7409970167628783,1.235202776418923,1.2618235259107102,1.814339898015762
192,9.625,1.005431050771678,1.2239180746283491,1.222159210632784,0.5309644464464833,0.5721968503463567,0.5508026785115165,0.5562484677058392,0.5461348592020969,0.5227957626549987,1.238534041149739,1.4525356033354393,1.4271229178258873,1.365597468697499,1.382985095625087,1.933714873462076,1.744031670615659,1.8125283827546428,1.5332725563418634,1.8652181613230925,1.7598386041861944,1.3488583313522935,1.4173550434912758,1.6944065016170076
193,9.675,1.0062940554881408,1.2277130864974972,1.2478558371570674,0.5066268685240966,0.560138369074894,0.5497440488240197,0.5201009873678226,0.5177911384231837,0.5401196782213584,1.2800383288091672,1.4402085850510586,1.5288979004907837,1.456093238562652,1.445503469554923,1.7729840535666437,2.018073025677328,1.7469107586612522,1.6217589431153705,1.7469107586612511,1.8564185972638976,1.308879404250669,1.3975286069290018,1.6786945054597977
194,9.725,1.0063425807091035,1.229642668970463,1.2185670244340996,0.5475349355972043,0.5593467539712569,0.5570605955762791,0.5357231172231518,0.5566795691771156,0.5395333812147817,1.2407069538714055,1.4647416836623353,1.4595011051876934,1.4922547206542036,1.5105967453154496,1.9251185623891824,1.950924441241584,1.6877044769470846,1.5380303796031536,1.7238327073404467,1.7547997619633289,1.4244845126525851,1.4193233368821048,1.7309951553484633
195,9.775,1.007015597535334,1.2356100661012337,1.2134411946471308,0.5408164779189095,0.5366679554244133,0.5551477374453521,0.5377993706501848,0.5438335851876345,0.5291251872526015,1.3369759659064206,1.430343831614725,1.444608366653494,1.48480841994457,1.3927373301488806,2.053621490705392,1.982102334312666,1.711351242254493,1.501902284247226,1.7317852869381287,1.6755916640581303,1.2771277927272335,1.58363846298177,1.739135287704436
196,9.825,1.007003866653453,1.2221013467428277,1.185930233480906,0.554364793590112,0.5442854337066556,0.5636975342229424,0.5536181743394859,0.5461519818332217,0.5412989567041498,1.246386075708218,1.4183899213775284,1.436360472417606,1.4543310234576834,1.4222407537432595,1.9215264532030707,2.093452504279136,1.6990339165164,1.5776743510509423,1.779940293493371,2.0883958557180757,1.441144839902303,1.5220512168792737,1.6635857781342689
197,9.875,1.0086066860619065,1.2434144006935208,1.2207374246778016,0.5639162900457316,0.523267016189224,0.5742633779364791,0.5450698085304416,0.5461784250901647,0.5169848556841277,1.2121954576798146,1.419310614495129,1.5323980314065588,1.4536180331087083,1.4726777101162527,2.097334558789769,2.0272565544387984,1.7970002544284664,1.516688237024583,1.6468331022478149,1.8620726870400823,1.6067885283329737,1.5116826652852275,1.6214987799751597
198,9.925,1.009034428592297,1.23989750672387,1.2545484778343856,0.5538589384727858,0.5545905883254582,0.5447133153143845,0.5538589384727858,0.5454449651670565,0.548737389504081,1.1861760674930752,1.4452983049305863,1.4515876796256726,1.3786309331626831,1.509449926820456,2.1902270907854398,1.9771506996004284,1.719476924213908,1.4865794733837825,1.7293874540364658,1.7938058978830966,1.3230557313115667,1.3825189102469178,1.616882714979362
199,9.975,1.0093875759211346,1.2436406987453392,1.1524029499660533,0.5620827303675349,0.5631692304906679,0.5363688941200507,0.5421635614434273,0.5733098983065771,0.5312985602120961,1.194239146881653,1.4893743687908827,1.4906196650858583,1.4495248873516615,1.4819025910210288,2.065305037091443,1.8641708173271925,1.5796394820509383,1.4864309411845775,1.6826594482716517,1.908322231421784,1.4766195158302238,1.56001663134223,1.6403601910041554
200,10.025,1.009591499631513,1.239836028488981,1.235203725001258,0.5489600888897976,0.5460915841797265,0.5586412922862863,0.5812307668780943,0.5464501472684854,0.560075544641322,1.2637280245545033,1.460992886923988,1.4030463336029506,1.4572941707545606,1.4449651168564674,2.0204704085116814,2.035041108573063,1.7193426072431135,1.306506105503947,1.6367753068952813,1.8213375076727896,1.3307906056062522,1.4862114062609977,1.6665609896738196
201,10.075,1.0097948291302716,1.220680865815719,1.2144891725267797,0.5630505994639536,0.5705058722185204,0.5903865995640319,0.5641156384288918,0.5577254046392631,0.5502701318846961,1.192622440330286,1.455072619113307,1.4440863325595998,1.4575140161252425,1.456293317619275,1.875436795531945,1.659040242201336,1.5484375593879136,1.3945555659083697,1.7167459897561657,1.827348672569587,1.4811141872406135,1.3608938798347194,1.5771922941388747
202,10.125,1.011201873997338,1.222278310839657,1.225911313435502,0.5409821264742659,0.5420366725297715,0.5448487953444524,0.5371154576040796,0.5539881944921657,0.5652366857508903,1.160325136765317,1.4745798613059231,1.462493141131285,1.4612844691138205,1.5265527580568703,1.7950610780577088,1.790299642837397,1.556989317042098,1.6284108453467807,1.8188682541592696,1.8998126529045776,1.495090659178039,1.5665121874827226,1.563256920546387
203,10.175,1.0118235547863652,1.2285070492246375,1.2433462632160044,0.5683969229865009,0.5367226302787413,0.5666565772333271,0.5851042422169674,0.5513415346053993,0.5496011888522256,1.2231524797004805,1.4050694825522154,1.456532845201061,1.456532845201061,1.4756820033959814,1.9613380211765996,1.7680330719740978,1.593587142205986,1.310701850690132,1.786892091408489,2.0414888537727585,1.3107018506901318,1.5747281227715964,1.5447557525990834
204,10.225,1.0115514878580616,1.200936695541175,1.2412350904045333,0.565264345019932,0.5893914816976124,0.564230324876603,0.5545794702055309,0.5628516313521643,0.5638856514954931,1.2918093190622026,1.430471420282641,1.4209902509684225,1.4055833508328188,1.4589149282252951,1.9188593805252567,2.0962721699655504,1.4052960426717822,1.4986711950087783,1.806809197720864,1.8534967738893613,1.4846649221582289,1.5500275287941254,1.5941425242349698
205,10.275,1.0114648782741582,1.2097819874527995,1.2287433964050394,0.5573870955401241,0.5768427381891056,0.5700161969087613,0.5727468134208994,0.5478299377476419,0.6143887152310005,1.3696378585963085,1.4318407776242466,1.4400562574958615,1.416583457862676,1.4130625379176998,2.001945289927195,1.793890929542152,1.484121104079976,1.5442256970801012,1.6505645923880103,1.9187235457731788,1.585836569157108,1.50723825523387,1.5413006697912377
206,10.325,1.0109725262223952,1.254427989064758,1.2422003185012025,0.5844525624734802,0.5455791994402529,0.5513256965842952,0.5607905154097764,0.5628186908723796,0.5709313927227925,1.247148493979257,1.4656609980501798,1.4470641891930804,1.4203312764609988,1.438928085318099,1.987181734313586,1.6941411098986792,1.5201482391523282,1.4697818818310162,1.8589764611320647,1.895606539183928,1.5796721159866065,1.5613570769606748,1.4863214834003515
207,10.375,1.0116564865773263,1.2594501627103452,1.2397712539179957,0.5734764059988571,0.5644373733298731,0.5758198589130381,0.5651069313053536,0.5972457141284067,0.5868675655084623,1.240912397741458,1.3813496078754637,1.391709729934529,1.341060244312429,1.4066743506865136,1.981678566247604,2.045164836104506,1.5916914799837725,1.5146010094432478,1.759476621748444,1.940865964196737,1.3604200683621983,1.7277334868199925,1.5636501683705917
208,10.425,1.0115970710379425,1.2660319663107338,1.24889737701876,0.576609595606546,0.5752832940640349,0.5782674725346844,0.5706412386652471,0.5752832940640354,0.5839042540903547,1.2335981658490227,1.3943535645409932,1.4388178237536666,1.4445183698065738,1.3704112711187848,1.9672066197121876,1.836957779594256,1.6034081352448646,1.3339277763801811,1.8594144761663136,1.994154655598654,1.5315467062142818,1.6662868856466242,1.5774225292114852
209,10.475,1.0114107183451213,1.2401853448621765,1.2594903168742289,0.5865537421481342,0.5500993942318726,0.5852400719529535,0.5901663351848808,0.5875389947945194,0.5790001385258459,1.3121897899221764,1.400271376509036,1.3912373676283318,1.4251149009309705,1.456733932013432,1.9262286359651448,1.92178007098601,1.5436520477595963,1.4635778781351787,1.7349403418623703,1.8906401161320696,1.512512092905656,1.6682118671753563,1.6328049214230589
210,10.525,1.0119417826679211,1.2750793671061773,1.2607904091359707,0.5894519527133589,0.5702589807431119,0.5634275839401423,0.5907531711520201,0.5748132452784244,0.5500900949438686,1.319885918569318,1.464178531701048,1.37581328800022,1.4227922783221798,1.445163226094541,2.075413836517699,1.9608474676228795,1.6083355633311258,1.2822620518612542,1.7581531226551217,1.925596277193704,1.4673308016144242,1.6083355633311258,1.5164306739979183
211,10.575,1.0122444728869222,1.2316198505199356,1.238488779887378,0.5935581983066814,0.5964583197967794,0.5739018193182407,0.5777686479717048,0.5774464122505827,0.6019363270558529,1.3550780481437184,1.4714175371503344,1.419341765880706,1.4714175371503335,1.4559056052827848,1.9292545565137391,1.977267678960913,1.47967713723565,1.3400025992075064,1.7022834322180054,1.841957970246149,1.5451495769363417,1.588797870070138,1.5359299884886946
212,10.625,1.0105728926771465,1.2573767134781797,1.2433554578998725,0.5914962336468359,0.5873465029196857,0.5950075442621163,0.5994764850452008,0.5851120325281431,0.5822391420247319,1.2534494930243456,1.4389424565279492,1.3807701070268197,1.407112303027331,1.4169906265275225,1.945730386401428,1.8203388726111136,1.5436127732118003,1.3447158892685436,1.7035950494270284,1.7641288836706277,1.470107403058858,1.4484881765432864,1.4676366343142206
213,10.675,1.0105488327642582,1.239701846259424,1.269116422937848,0.6062067874850426,0.6008309317796457,0.6065230142912428,0.6062067874850426,0.5964037564928486,0.614428684446238,1.2634817716574622,1.4559398384245623,1.407009821449876,1.4592018395562083,1.4722498440827907,2.0217817114927743,1.876144893292024,1.5548872060844852,1.3235816712950572,1.811893355850516,1.8804283291214576,1.4606516178369402,1.512052847790146,1.5000767108792794
214,10.725,1.0106353236103474,1.269655206496342,1.2672267936053705,0.6011942657979149,0.5949285621418656,0.580830728915755,0.5786377326361379,0.5930488510450509,0.5892894288514215,1.337906062132086,1.3982303290237093,1.4186974910047967,1.429469681521158,1.443473529192428,1.9350771327572849,1.9223463621470405,1.5743719654670012,1.5404232438396808,1.8671796895026436,1.9181027719436248,1.4597950299747944,1.6719745401455497,1.536136351695415
215,10.775,1.0103718156448804,1.2749412123643866,1.256495766297784,0.5981107675001701,0.5813500090959104,0.6120780661703867,0.6213895986171983,0.6272869025001787,0.5819707779256976,1.2956352755183729,1.4311753743576092,1.4343771089758597,1.4813358833768533,1.5026807808318523,1.9255684764705667,1.9213641784870072,1.374805440624183,1.3916226325584236,1.6691062994733954,1.921364178487007,1.5009343801309885,1.6691062994733958,1.502092707126458
216,10.825,1.0106641069969022,1.2596150554924954,1.2645812085262924,0.5750694113517503,0.5778371250962242,0.5649211276220136,0.5689189363640309,0.6021315012977152,0.5999788350520139,1.3027273760142095,1.4623960722627043,1.3545403966511382,1.400008965781504,1.3450237193912935,1.895324780874668,1.7203717241785446,1.524590922637645,1.253830239655549,1.5537497654203327,1.895324780874668,1.6412262937683937,1.5204253736686897,1.4938593725911675
217,10.875,1.009519456267762,1.2549478647383572,1.2760079998586542,0.6023967445674047,0.6191553793429269,0.5944744808553398,0.6005685298646204,0.6036155543692605,0.5923415637020916,1.3463043387253195,1.4112622134342456,1.437454904849135,1.433264074222753,1.40288055218148,1.9109552681966055,1.6880792757935452,1.5477499472434704,1.5642592800140678,1.6798246094082474,1.8985732686186572,1.4693306165831346,1.3744019531522016,1.5565942326562916
218,10.925,1.010354765139445,1.248167863149479,1.240561840233412,0.6288989415501722,0.6059530368176649,0.5923666458576277,0.5920647260585158,0.6080664754114484,0.6174259891839186,1.3630773170506785,1.4160224375149468,1.4170605771318927,1.3869545282404472,1.4575480221928048,2.016192971215075,1.717649184402294,1.578601393284014,1.472270729487682,1.7544559526394867,1.7912627208766791,1.6808424161651028,1.639946007012667,1.5465102314082768
219,10.975,1.0089126032807778,1.2777906554146763,1.2878398257234431,0.6130097648495222,0.6201899670732351,0.6168990410540333,0.5875798819738706,0.5980510102167859,0.6243784183704014,1.3352552600678826,1.4103505096710838,1.4741300367313368,1.422694934263391,1.383604256387751,1.787136014840819,1.6898769119923385,1.377837290353466,1.4426766922524523,1.5926178091438588,1.6939293746110249,1.5561456455756786,1.6007227343812325,1.509252863845162
220,11.025,1.00862299333585,1.2696740973524328,1.2587583471941997,0.5896741445422039,0.6077586708454088,0.6365160323439473,0.596492900361445,0.5958999650728154,0.6190244413293722,1.39350967377642,1.3904514959992955,1.3680248589670487,1.4088005626620437,1.3578309330433007,1.9275787201269925,1.7067103251124411,1.4858419300978902,1.5099366640994774,1.6545050681090023,1.750884004115352,1.389462994091541,1.517968242100006,1.4455611077789072
221,11.075,1.0080142518898856,1.2787318163404835,1.247038700678735,0.582892817040455,0.6122724953187038,0.6243181634127857,0.606984153228619,0.6310754894167828,0.5934695012206245,1.3627718569860612,1.4304558558133906,1.3890372893668157,1.38398624467821,1.452680452443259,1.8783763763206132,1.7112327157158125,1.540109444144233,1.4087822822404603,1.6953142718486898,1.810722989885338,1.6714366060480044,1.4684764467421754,1.4901612656836145
222,11.125,1.0078121768281727,1.232093030547459,1.260868825643438,0.6015403858177112,0.621048229888276,0.6082371084090987,0.612604536186091,0.6213393917400752,0.625415657665268,1.395601467458338,1.4006072116027366,1.38959457448506,1.357557811960909,1.367569300249706,1.5933435300837342,1.7826516722719008,1.46319418232937,1.46713810195829,1.6643340834042963,1.6091192085994146,1.3685401112352864,1.597287449712654,1.5113260994333335
