,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DFEP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
189,9.475,1.014648816526405,1.1127076153998126,1.1579544312632315,0.7123870036540461,1.2388666196662053,1.3897453476479005,1.4063558498110225,1.3689822199439972,1.3343770071041587,1.592259247757887,1.6631475019388888,1.5104651083182687,1.4341239115079596,1.4450297967665748,1.5759004198699642,1.303253288404571,1.0687767553443346,1.5387313823559057
190,9.525,1.0156537222502675,1.1522622721788902,1.1381098771431954,0.7214063475937316,1.2519188855015664,1.3341017445060457,1.4231331750942309,1.4094360319268182,1.3656051737910957,1.61875328342156,1.5863782177531291,1.6133574391434884,1.4892530207478356,1.721274324704927,1.6835034147584234,1.4029195122986855,1.1978774297319548,1.6134675584144682
191,9.575,1.0158663970687227,1.1107218825684526,1.1163238728060747,0.7551126742780851,1.233456395956345,1.2442999686680494,1.392043646865017,1.3608683753188682,1.3418921230733862,1.820816584506985,1.8101373083515184,1.5912121471644618,1.3936455382883377,1.4577211952211353,1.559174318698063,1.313550967122341,1.308211329044608,1.670380454582281
192,9.625,1.0151190764817437,1.1390274770334832,1.1450754105398553,0.7145630846547931,1.2796962073829825,1.3615216462198398,1.3749356525865375,1.451395488876716,1.299817216933029,1.701546383363561,1.6381347169028064,1.511311383981299,1.479605550750923,1.5694387449036569,1.7966638830546924,1.379203745521396,1.2153902738311153,1.5747769719271385
193,9.675,1.0158362168654622,1.1237934394611515,1.1222970434032806,0.7178443978456119,1.1961422704027331,1.358106040645944,1.3700541876310983,1.3886401940524509,1.3142961683670429,1.903657627399097,1.8042908831117808,1.5061906502498352,1.527109964836638,1.5637187653635445,1.6264767091239536,1.270848361148298,1.2603887038548969,1.650117669230977
194,9.725,1.0143346915459617,1.1176979657798876,1.1352237068510829,0.7065299550823265,1.2062115027002382,1.2035835909296495,1.4348398267414595,1.3152698411796713,1.3034442382120217,1.88413310582212,1.6719093219245735,1.6046188538594968,1.6719093219245729,1.6201474234129762,1.604618853859497,1.3302807917480357,1.387218880110791,1.5774174480090155
195,9.775,1.0140857853680698,1.1258387964017844,1.1387878971416487,0.7167057499667768,1.1301764632388822,1.3733789933029452,1.369477348435607,1.3707778967247195,1.3395647377860165,1.772686728614742,1.8239204490949377,1.5165181262137677,1.2654728958608124,1.5575051025979227,1.7265763801825662,1.4038039411573389,1.2808430120048704,1.6320553938272675
196,9.825,1.0146651833653644,1.1398024951793762,1.1199714311851665,0.737824005487736,1.1405875523093534,1.352999455391795,1.4122173192814458,1.4147920090157775,1.3877577668052858,2.008257992779449,1.7394759886953306,1.4351944746378378,1.3794095303939649,1.6786196858838305,1.602549307369458,1.2526255662033434,1.293196434744342,1.5249782207075226
197,9.875,1.0137898273246349,1.132598626497157,1.1469625913227393,0.7286678115281594,1.20552705406417,1.3163947641102414,1.369917106891103,1.345704618490237,1.2934566172041568,1.86748953599024,1.7018251416685253,1.3353554208962464,1.2851540892836062,1.6717043427009397,1.711865407991052,1.4759191494116408,1.3353554208962464,1.6684771142401285
198,9.925,1.0130260788653176,1.1321175188780122,1.1233487627133716,0.7487480842279954,1.168180623753046,1.3536261439384654,1.3914721684661011,1.3939952367679436,1.2791956290341138,1.7791454358749506,1.779145435874951,1.4909039965432551,1.421328476704569,1.5902975963128052,1.8685996756675465,1.2672683970617658,1.4113891167276142,1.4994234479520745
199,9.975,1.0122881506090824,1.1435549175793476,1.1306506253210653,0.7287393710590317,1.1515032396920009,1.276395131198726,1.411278374025987,1.392544590299979,1.3588237795931637,1.76135413052211,1.6826343928451433,1.264435786436262,1.284115720855504,1.5251949174912116,1.7810340649413492,1.205395983178538,1.2988756716699352,1.5755494435690165
200,10.025,1.0115462516551843,1.0994236136853626,1.1247431095424725,0.6950419868849492,1.1969242213733708,1.3094449901181826,1.4120738231491632,1.304499022261267,1.352722208866186,1.9240564352467644,1.7681835088470272,1.3979853086476497,1.4125983954976251,1.6561498429972146,1.6999891035471415,1.2615964980478795,1.2226282664479449,1.4499760870322556
201,10.075,1.0108598072391126,1.165584662898261,1.0860084408456172,0.7290736642560982,1.232819317030957,1.3013772929532346,1.360141272315187,1.318516786933804,1.33075928263421,1.8760697199077847,1.5867016397163518,1.3648527782362545,1.4275491956110649,1.437194798284113,1.7940820971868787,1.3069791621979678,1.215345936804014,1.559044350419141
202,10.125,1.0110212539470045,1.1272298262365683,1.1128832648117393,0.7457917146738613,1.11884961257889,1.3346190936612763,1.406138191323416,1.3782578651161417,1.4025016270355104,1.7334289772349003,1.6522491077776185,1.3370802028258182,1.3609566350191358,1.7334289772349012,1.6665749670936096,1.485114082424391,1.399158926528446,1.4954442939039492
203,10.175,1.0091461573853655,1.1477473312589723,1.0952080133447604,0.718423596566227,1.1895012586551723,1.338338953986395,1.3659459458623475,1.3191340900726896,1.3419398659702153,1.796818707077807,1.6880638905967824,1.5414813118614878,1.3665279114354911,1.6218653066518105,1.8251895287685096,1.385441792562626,1.3523425005901404,1.4489383934894349
204,10.225,1.0090301270632054,1.1309676169778045,1.1613351581246902,0.7336587623019709,1.1778964608248206,1.2979444351369358,1.2943786537217246,1.3859003767121485,1.2931900599166537,1.8963473889987696,1.6154070350730263,1.4000194303966231,1.3110549849868045,1.465572179645963,1.7090538197149407,1.353196038075666,1.2923256280584212,1.4458394643107026
205,10.275,1.0072802868829036,1.1263999993181515,1.132370317335739,0.7021475979895534,1.1629295006702045,1.2782808074168437,1.414819088872049,1.3524352188968265,1.3065301070282664,1.8408413547291504,1.5997235954195383,1.1824043966144415,1.3817902360435437,1.516259755658519,1.660003035246942,1.316873916229417,1.3725164760700967,1.4489776807491277
206,10.325,1.0073216782630452,1.145518136698619,1.153620635467085,0.7249701343720236,1.2531078656678418,1.3405339958307143,1.3755044478958631,1.31605467938511,1.3801671748378836,1.878160541721188,1.6669248817721063,1.382215948797256,1.2490456414380522,1.6485565635156654,1.5980436883104496,1.2995585166432668,1.4281367444383612,1.564868256357486
207,10.375,1.0064868500270263,1.1568423500477296,1.126045272112451,0.7384474485017861,1.2502946316090824,1.3287988190046662,1.2699206784579784,1.3010914587474016,1.4073030064002507,1.8646493708487677,1.7645950143641995,1.259775306646606,1.2188439789938277,1.5553904508055576,1.773690864953705,1.400760990783951,1.3143504101836427,1.4410890222241597
208,10.425,1.0051724999588187,1.1556532230710532,1.165104662070147,0.750104985429624,1.1960234254531967,1.2760632340399325,1.3480990617679918,1.3412385067462718,1.361820171811433,1.8062663297084207,1.7477090671492947,1.216189299304921,1.4999668024760693,1.738700257524813,1.7296914479003334,1.342312634047654,1.472940373602627,1.3757279636241715
209,10.475,1.0038144201379666,1.1350728998284656,1.1297539077955303,0.7304712595894627,1.2435246924606222,1.3194046144960152,1.317139542196451,1.3737663496855503,1.3771639581348964,1.7622948876153048,1.686449284857178,1.467835488671989,1.3830668738246708,1.5079890430733505,1.6998338029909643,1.3116827771111397,1.423220428226032,1.437743085656911
210,10.525,1.0028333904749012,1.1491816719438352,1.150235387029058,0.7572879664409492,1.2160325991506218,1.3270909269328286,1.3113857088626173,1.2810970740129248,1.3304563308050166,1.723494710302376,1.6351103661843058,1.3743765510359975,1.184350211182146,1.5025338500072,1.6306911489784013,1.3876342026537072,1.303669075741541,1.4583416779481644
211,10.575,1.0027685581814585,1.17633380621726,1.1448118177986608,0.751257868520263,1.2078943340002035,1.280123526005735,1.3501302813341731,1.3301283512403346,1.3612424647196402,1.8910915725084736,1.610929858062774,1.313258036464218,1.2957479293113623,1.5277568490867073,1.501491688357422,1.44458384011064,1.343900723981717,1.4829095338278604
212,10.625,1.0028618264124085,1.130960568935667,1.144195433885728,0.7721620830206849,1.1602268003480736,1.2570958311171716,1.3781821195785455,1.2824138732500046,1.348460939683481,1.7866065041298034,1.6001402913201397,1.383319113634483,1.3746462665270571,1.604476714873852,1.704214456609254,1.4353561962790409,1.2835813718990818,1.398894839051902
213,10.675,1.0011790202253388,1.1714015885747682,1.1308388892851908,0.7073651934535637,1.2442568610516818,1.2955102111563526,1.3620305166113502,1.3085961728852051,1.2922387207241393,1.928857540689631,1.439125336594713,1.305952544253112,1.2114428206558472,1.6238488872620935,1.705470921277913,1.4262376470132676,1.3274320268888544,1.4798486822449246
214,10.725,1.0006204847673783,1.1375708311392048,1.1467038708182888,0.7805756752948216,1.2207985824711616,1.3396373825347263,1.296423273420703,1.3104678588827607,1.3504409098132326,1.8172842400904865,1.6470468405503944,1.255500821608182,1.1405905769186195,1.485321310987307,1.6513027755388971,1.3831788712632511,1.4470178960907865,1.3987260623436966
215,10.775,0.999934132025096,1.1732856051326592,1.1191958317340842,0.7325703337777252,1.2812083917815635,1.2983339843199964,1.341147965666081,1.300474683387301,1.3882433451467733,1.8088907118720488,1.669745272497276,1.408320507611339,1.1173800434640864,1.5179502477247966,1.6402295732359606,1.3197734098273926,1.5305998331225033,1.4340499364134769
216,10.825,0.9984750225297696,1.1668549176320049,1.156495270079186,0.7254641778777041,1.2980331885234624,1.2068315102448537,1.2990936731546092,1.3743880819660186,1.3786300204906057,1.654356024588727,1.5875133569285769,1.462183355065794,1.3034320193729363,1.4747163552520728,1.4914270221671102,1.257477685356583,1.2950766859154177,1.3828503164716994
217,10.875,0.9990028391067536,1.1488462404097133,1.167401488966159,0.7581376385245642,1.2188763601661183,1.2661603568966997,1.3922510148449188,1.3481192845630428,1.3418147516656311,1.6764326113570058,1.709547329606033,1.477744301862842,1.0555316441877445,1.4943016609873556,1.5977851555155658,1.2997526912743198,1.3908181664591448,1.42591807827667
218,10.925,0.997819816946958,1.1350294765143965,1.169453944525172,0.7275537702513541,1.3024906713804534,1.3503840134136276,1.2962437137239522,1.3243550231782066,1.3889069189620502,1.7349505127827718,1.542178233584686,1.345304416531322,1.3042890379785383,1.4314367114921696,1.6734274449535955,1.4273351736368902,1.529873620018851,1.4474243386423349
219,10.975,0.9976671893446246,1.133432793689479,1.144480274749722,0.7819661495911486,1.2473187563385788,1.3442980475675508,1.3587417717931416,1.279301288552389,1.301998569478319,1.6419575678096636,1.5972508023495,1.255853684290065,1.3412029638049232,1.507837271429171,1.5200300256455794,1.251789432884595,1.446873500347129,1.346677261616374
220,11.025,0.9968550051667334,1.1875161505285934,1.13527542710246,0.7721562847856224,1.2472768197194035,1.3004394382648208,1.3679150694955429,1.3668927114465923,1.3239536733906785,1.7036202761145056,1.4659994811008987,1.2444885704949942,1.224351214985366,1.6150159118721434,1.4821093655086002,1.3290654636354304,1.3975324723681644,1.4755339024850491
221,11.075,0.9963002176278996,1.121431497024981,1.1368483251409045,0.7455620938079573,1.2978421763548855,1.3150656868919912,1.3160788345706451,1.303921062426806,1.3211445729639115,1.6723076986741088,1.6563429473741178,1.5006866221992012,1.2691977283493243,1.412880490049248,1.4408188048242323,1.277180103999321,1.412880490049248,1.3963862954663475
222,11.125,0.994335022436738,1.1415537577846286,1.1287273110679477,0.7637059945259032,1.2440318436110722,1.2108978235633197,1.315320189774419,1.3002592715708945,1.2811821085130972,1.6968634509303575,1.503049210614302,1.1905731905129082,1.2815472216816688,1.5109599959333258,1.5900678491235525,1.2301271171080217,1.3606550748718946,1.3958499973116274
223,11.175,0.9947642613613318,1.1691232782730343,1.1229490778039843,0.7731822604899379,1.3324341346688322,1.3344243275510863,1.2906400841415058,1.3344243275510863,1.3025812414350275,1.6856330623936409,1.501389448597126,1.517069756154276,1.1917033743434104,1.532750063711427,1.6660326779472023,1.3877072188077877,1.4621886797042505,1.3741469528336192
224,11.225,0.9946478356894688,1.1565077992353037,1.1376094020033265,0.7785046088324885,1.2061852150662085,1.316645349234168,1.3097415908486705,1.3057965860569576,1.352150392359584,1.6395679005558172,1.60848604462111,1.184995757510721,1.3170936452332276,1.3132084132413893,1.5385518687680182,1.3015527172658738,1.499699548849634,1.3030592357933222
225,11.275,0.9944720006422482,1.1240529912772046,1.1374586224425751,0.7585480822504529,1.2639377153848992,1.3001060800169504,1.3235666408593616,1.293263416437913,1.3098813137012877,1.7367331845840468,1.544190702922844,1.332393973095521,1.3323939730955212,1.343946521995193,1.54033985328962,1.355499070894865,1.367051619794538,1.310978533808714
226,11.325,0.9931127135391224,1.1358099839005351,1.1443649629459398,0.8004349655180398,1.3051229603467729,1.2876825644401344,1.243112663789836,1.3089986038815815,1.3322524650904326,1.6527270801088816,1.5916563334997769,1.362641033715637,1.339739503737223,1.423711780324742,1.5687548035213623,1.4580640752923617,1.3817256420309814,1.3418427054699336
227,11.375,0.9933073492414914,1.155616790163991,1.1152017767374918,0.763885311615278,1.2936745870591733,1.2821496464172202,1.2331686486889215,1.288872528458359,1.3829928770343058,1.581477965867934,1.3279874785158974,1.3582549993937525,1.2182677153336725,1.362038439503484,1.558777325209542,1.2825861971991148,1.5095926037830278,1.433267490548945
228,11.425,0.9926381103685928,1.133898984225019,1.129964318980074,0.7778940774166873,1.2528634503302192,1.3042727408452892,1.2871363106735991,1.3023686930484342,1.3623461986493488,1.4251509267365017,1.5264116504783056,1.3501429832240548,1.2901366284140965,1.3426421888728095,1.4401525154389925,1.1888759046722928,1.5001588702489497,1.3917035070273804
229,11.475,0.9930552798230484,1.1332583032319845,1.1350312354961147,0.7837454447412515,1.2957625469740544,1.2816063647419995,1.267450182509946,1.251406509313617,1.251406509313617,1.468525166901007,1.4127583884110964,1.368144965619167,1.3495560394558632,1.4610895964356867,1.498267448762294,1.3607093951538456,1.3421204689905415,1.3745941849003125
230,11.525,0.9930085308926656,1.145592141537673,1.1387375705772602,0.785401629343421,1.3210313025055185,1.309804407583375,1.2723814245095646,1.2826727448548625,1.3322581974276624,1.5848066316863796,1.326814854435107,1.4373827589713666,1.3341860480708585,1.448439549424993,1.5405794698718758,1.4152691780641145,1.4078979844283643,1.35524660131586
231,11.575,0.9919486256776988,1.1364133809675896,1.150875556775672,0.7990886285315659,1.3050056258094596,1.2512100847313157,1.36343871353227,1.3022230978226594,1.29202049520439,1.5565292920102471,1.4103763068449655,1.3738380605536449,1.300761567971004,1.3226845157457967,1.6076828368180955,1.1399932842891949,1.249608023163156,1.418616054222908
232,11.625,0.9923473673971732,1.1195761746812132,1.132359485424371,0.7833177268930419,1.3830000785379946,1.2790911630627335,1.2965625736293704,1.324149011366165,1.257941560797857,1.5033215312122186,1.4453621468763251,1.3548006088514934,1.166432609759841,1.459851992960298,1.564903377069105,1.3258209166835462,1.3548006088514934,1.2881177457507595
233,11.675,0.9928204112802392,1.123023800349596,1.1593332476081164,0.799473551045234,1.3000679273994662,1.3511224883632598,1.3410939138882283,1.3037146817540228,1.2727172697402904,1.5299792132981074,1.4940642082911106,1.2857571792505234,1.181603664730229,1.3683616907666174,1.501247209292509,1.2785741782491236,1.33603818626032,1.3315304866522997
234,11.725,0.9930039040504692,1.1165228494205637,1.1375797062005102,0.7911591398835506,1.3577022349483985,1.3396236432713218,1.265501417395311,1.323352910761954,1.373972967457766,1.4813488452973678,1.44217856333037,1.4777879105730956,1.2783755660138334,1.459983236951733,1.431495759157552,1.3460333257750117,1.424373889709007,1.3573701791829005
235,11.775,0.9923477395654252,1.1488176680717683,1.12053079012423,0.8278854818172678,1.424171774202302,1.2691172009253997,1.241332855424914,1.2888351235386473,1.2771836238126375,1.5782485992504491,1.3452186047302497,1.4511413295121585,1.3134417872956765,1.35228011971571,1.5782485992504491,1.2710726973829125,1.3487493622229798,1.3220885403390978
236,11.825,0.9923870591849616,1.13962392218839,1.1217599081722518,0.7989213850698041,1.3232829384658782,1.3250603500689209,1.2344123583137034,1.2841798831989213,1.2788476483897917,1.4038858616160168,1.263847371679257,1.319862767653961,1.260346409430838,1.3058589186602851,1.4669031820875584,1.2708492961760949,1.316361805405542,1.3227206960200166
237,11.875,0.9933998944862276,1.1446157459347652,1.1447812963753108,0.7989813235969727,1.389711899698131,1.276032232570002,1.27074480619195,1.276913470299678,1.291013273974484,1.4754055928656589,1.4372186245797245,1.3296008048648171,1.277527666293088,1.2705845811501908,1.5656656997233234,1.291413836578882,1.274056123721639,1.4507151319238238
238,11.925,0.9929987248967952,1.1310974654776529,1.1145167914554115,0.7811979353653944,1.3754609893691896,1.2959394200981629,1.3343894096358018,1.2950655566995806,1.3072996442797389,1.4527316983711405,1.4183067766087911,1.335686964379153,1.2737221052069243,1.246182167797045,1.4527316983711405,1.4045368079038518,1.284049581735629,1.3330875315113828
239,11.975,0.9935571506449176,1.1288347784549717,1.1288347784549706,0.7865617128713107,1.3535999061160082,1.312004006312187,1.2426775066391529,1.3579328123455736,1.3146037500499266,1.4576946957765804,1.4133152319707365,1.406487622154453,1.242624986563643,1.3791771828893171,1.560108843020836,1.249452596379926,1.2528664012880684,1.3691099418846948
240,12.025,0.9929129499841676,1.100093382999524,1.1110717143825537,0.8179446220693325,1.3122881356499825,1.299397289523754,1.264162310112065,1.3045536279742458,1.3019754587489991,1.3575753708287916,1.4354412898538838,1.4523686635549913,1.2052290075188268,1.3304915729070188,1.4252848656332202,1.2526256538819265,1.2729385023232556,1.2745276027115229
241,12.075,0.993624508288057,1.1329510437461463,1.121422994685982,0.8154571795844496,1.273317357345377,1.2767265068965028,1.2332598501196526,1.3295683249389487,1.2920676798765682,1.433650693810431,1.3832882572597125,1.4806556345911006,1.4135057191901443,1.3396408122490908,1.3832882572597136,1.3665007784094745,1.3765732657196168,1.3013036921808925
242,12.125,0.9931428730529804,1.1079057899163696,1.112987198154484,0.8025310344394384,1.3777945279479482,1.3262328922394664,1.252694165901141,1.2712901656648548,1.321161255940272,1.448490064239755,1.3852226821235356,1.435170615373183,1.3219553000073168,1.318625437790673,1.441830339806469,1.2586879178910977,1.308635851140744,1.336565919937486
243,12.175,0.994409408633896,1.1222910172257754,1.0953598126305453,0.837137419635567,1.3371591434970287,1.3086554376168418,1.2223059756856856,1.2759600102836857,1.2994336504203103,1.4366172616083794,1.2846991144038151,1.433314693190889,1.2549759986464006,1.4564326721133227,1.215345177636514,1.2946068196562872,1.288001682821306,1.3545248466593285
244,12.225,0.9946148182544088,1.0993833124114376,1.1153164038956604,0.8008484652203407,1.3378846293436084,1.2938150921433536,1.2888260879320037,1.2721960738941709,1.269701571788496,1.3298971832072566,1.40523618619683,1.336448400858524,1.2021484390075443,1.3626532714635922,1.565741018652878,1.211975265484445,1.4085117950224637,1.319201317654167
245,12.275,0.99508349791841,1.1324331623122483,1.1042346624434798,0.8246557647432123,1.315461210699686,1.2511314461639027,1.29649217756734,1.3154612106996868,1.2907189935705383,1.3840646309214142,1.319085070784258,1.2865952907156806,1.2768483566951072,1.332080982811689,1.416554410989992,1.224864708585382,1.2151177745648096,1.2723727237264777
246,12.325,0.9957966615427614,1.1149648707308126,1.0868410152733703,0.8119638795054197,1.3432587010296086,1.312990386816396,1.2851762602420924,1.2900846355199111,1.3228071373720325,1.363189679430448,1.4179750802586215,1.4759831517237465,1.3148496198761763,1.2503962071371475,1.3374083143348363,1.1311573935699455,1.3374083143348363,1.2989664574512017
247,12.375,0.9965848321240518,1.0853934754560182,1.1007902087454915,0.818161456880201,1.3746222243046298,1.2618285471037185,1.2569597552820966,1.2788693184793956,1.2756234572649812,1.4449000375682457,1.3010493701112296,1.4768668525586932,1.237115740130334,1.3394095480997672,1.3362128666007227,1.208345606638931,1.3106394146083649,1.2884909785078396
248,12.425,0.996909419992308,1.096333903663094,1.1147825569385286,0.795987589217216,1.380485039988634,1.2911358624733342,1.2782567017504087,1.1945421570513894,1.2694022787533965,1.3952424116503197,1.315967274624733,1.5664767076255863,1.208153088269935,1.4079264335744124,1.3793873842452016,1.25888917596631,1.138390967687419,1.2525148078054784
249,12.475,0.9963698049006416,1.1168149813959205,1.114414841744834,0.8066983512758784,1.3167396908516156,1.2712247348913113,1.286396386878079,1.2919859428732046,1.3079561028592757,1.4249738205754023,1.4438476460134866,1.516197310192812,1.2928570425088075,1.421828183002388,1.4658671090245858,1.3557697939690911,1.3463328812500484,1.259442667881178
250,12.525,0.9960783467767776,1.0958622153973736,1.0906537447918727,0.802917782722506,1.4306146277287626,1.314169251053165,1.277730561753319,1.2991184880814897,1.2785227071728804,1.2763143017607697,1.2076616987320727,1.3886549248986373,1.2232645630567769,1.332484613329703,1.3574491962492297,1.3387257590595854,1.385534352033696,1.337674953911186
251,12.575,0.997622423590966,1.095137091283607,1.1211203924518347,0.8151919175583694,1.2998100984054326,1.302953532742568,1.310026260001123,1.3241717145182303,1.265232320696945,1.355963266336986,1.297142941998167,1.3559632663369858,1.334292620527947,1.390017138322618,1.2878555223657218,1.2476100372917929,1.3219093943513536,1.3072516980606914
252,12.625,0.997784227890858,1.1009799954544608,1.1008335301098482,0.8381899162586688,1.3682792493728295,1.269264169788585,1.263806645717012,1.2840774494114249,1.2521119512779284,1.271532231740409,1.3759575841055631,1.403599589143398,1.3329589096022645,1.354458246853914,1.219319555557832,1.3943855874641198,1.3882429196779345,1.271062129613915
253,12.675,0.9988352631365957,1.1048077454935834,1.0774890744225865,0.8101346452231878,1.3226976207746617,1.2731931484181829,1.3203770986329508,1.256175986045643,1.3288856798192208,1.246284467421385,1.3437932766083882,1.468726438379235,1.2767559702923237,1.1944829125407894,1.2858974211536045,1.2889445714406986,1.252378767995573,1.261053818302707
254,12.725,0.998405635008968,1.1000352856525757,1.098161044667847,0.7786465049850317,1.348393287477539,1.313091015864581,1.2770213035643847,1.230207421642854,1.2555329643217157,1.4813930841537608,1.336277026930535,1.3241840221619334,1.25162599355032,1.3362770269305349,1.1941842208994593,1.275812003087524,1.3241840221619328,1.232838646856242
255,12.775,0.9986840893487684,1.085433370083334,1.0948744088847977,0.8198943170784766,1.3348132383593638,1.2883650880228428,1.2898879781978103,1.2495313885611612,1.3173000013472325,1.3408355767785547,1.2958410943363214,1.4008282200348656,1.18185507214933,1.3708318984067105,1.250846611894088,1.3288370481272933,1.2988407264991368,1.343406690060968
256,12.825,0.9995406829451726,1.0916055440621812,1.0823799088568713,0.8074541554089404,1.3395360288234948,1.2617175229189153,1.3327363535502796,1.3146038861550375,1.2549178476456997,1.351235133418153,1.4196897767410983,1.5357650415060948,1.2827804900952071,1.2202784244525164,1.3304011115372565,1.3988557548602023,1.3988557548602027,1.2938656475099692
257,12.875,0.9995634967155989,1.0755385677106202,1.0920159819337627,0.8252457297061216,1.3471439871413264,1.316407813812004,1.2871709660109398,1.2564347926816166,1.256434792681617,1.379152315464325,1.3171347595226737,1.5120470781964332,1.3496201459683006,1.2196786001857944,1.243304335782614,1.2905558069762522,1.3259944103714814,1.199307430206906
258,12.925,1.0002266499425514,1.0697487037288242,1.088474546485149,0.8303085954386907,1.374678951221103,1.3062425532165884,1.2846702103673409,1.2608662458440318,1.272768228105686,1.3685025437595617,1.3802241929566457,1.301103060876329,1.2747293501828896,1.224912341095283,1.3391984207668517,1.2542164640879925,1.2805901747814317,1.2887235640202257
259,12.975,0.999937857235109,1.091195317863678,1.0437701305832896,0.8056670866005384,1.317600985885776,1.3146483786344911,1.2784789398062544,1.2674066626139373,1.208354517588244,1.3725150071123209,1.3201733331122745,1.3666992655567594,1.2213057266677427,1.241660822112205,1.1660561818899164,1.2038585020010606,1.2096742435566208,1.213205229501069
260,13.025,1.0011590332534137,1.0776046225835691,1.0895764783063089,0.8132018219416183,1.3360718008918822,1.2745421784823876,1.2869946020652612,1.230592448189891,1.2459748537922652,1.3071715236995436,1.3360274072249196,1.327370642167307,1.3850824092180598,1.350455348987608,1.1167226924320603,1.431251822858661,1.2061759313607263,1.3039914875559304
261,13.075,1.0013797116622172,1.0643260603870988,1.0786645561967785,0.8322583218906275,1.3367763886775788,1.2524555289241266,1.2771702636794493,1.2553631447776938,1.2953428627642445,1.2943296026940625,1.345873701916392,1.4403712171573306,1.1883778431814955,1.3000567248298769,1.2656939920149894,1.3057838469656913,1.3372830187126703,1.237146041368609
262,13.125,1.001496816043049,1.069377674379764,1.0750694577182447,0.8266526225250149,1.3049695518394586,1.3554658860731574,1.2660152368591762,1.2393243173356494,1.2328319315056022,1.273119699467812,1.3015375499023616,1.37542396103219,1.236176493902898,1.3043793349458164,1.2759614845112672,1.2134422135552587,1.3384807554672755,1.3157754729262037
263,13.175,1.0018923429168702,1.0503825153036868,1.0642351912417505,0.8366591700587404,1.2821970636826172,1.2428219444740491,1.267162927257527,1.2313673643406484,1.290787998782668,1.238092591312912,1.2662951560353022,1.3424420807857538,1.246553360729629,1.215530539535,1.2719356689797794,1.2973179772299304,1.2747559254520189,1.2345816597862451
264,13.225,1.0019039580342728,1.0538006803384086,1.067682285247236,0.7994769552054519,1.3641757060698816,1.2369947418060747,1.277493708080025,1.2128374636777544,1.2455208399690123,1.332310490713451,1.2763310583305332,1.4330734690027047,1.2847279731879704,1.304320774521993,1.3155166609985764,1.239944427281637,1.2595372286156574,1.2054713788703189
265,13.275,1.0025404158532,1.0789957516150774,1.0857518944428706,0.8236303077135441,1.2537852168760013,1.277055696154352,1.253080050837263,1.2213475790940571,1.315839828284937,1.263956702768099,1.2806242636837222,1.3084035318764289,1.3695179219003797,1.1583954836358177,1.205620239563418,1.3167373123342392,1.2778463368644524,1.2609520064125626
266,13.325,1.0020255158160352,1.054346807858325,1.1073336844722306,0.8317283777926504,1.2884862984075205,1.2646902450963544,1.302483976825853,1.2436937274688562,1.2121989510276074,1.2848172099736253,1.328931105595037,1.3509880534057426,1.3068741577843306,1.279302973020948,1.246217551304889,1.3675307642637724,1.2820600914972866,1.2450077952387408
267,13.375,1.003463547631226,1.0793645559891474,1.057962574707293,0.8204142027752764,1.291374670565373,1.27609213008531,1.2573362849506864,1.2726188254307502,1.2712295035689265,1.283438695687985,1.37921770282888,1.360061901400701,1.2204982052811115,1.3682715305842057,1.2588098081374688,1.198605860791764,1.3190137554831738,1.2532250263799831
268,13.425,1.0031384589158787,1.0429725886243508,1.0638268592115987,0.8011803923365839,1.2741889582084125,1.292115859135588,1.2576410496602517,1.2535040725232114,1.2459196144386375,1.2929098244447164,1.477611227936819,1.3906929204111231,1.3472337666482763,1.211423911139378,1.2304372909106231,1.336368978207564,1.2603154591225805,1.2804929233696165
269,13.475,1.0028633597788694,1.0587752398661692,1.0617323534687098,0.8240639739005285,1.2688568978007742,1.2620130094631214,1.275016397304661,1.2435345109514593,1.2791227303072528,1.3237739169465448,1.2509798319006051,1.280636681363766,1.2186269052135206,1.2563719863484526,1.1647053607350462,1.2833327585876897,1.2725484496919943,1.1793136975299785
270,13.525,1.003800748528483,1.081080063729761,1.067679826840182,0.8216147987255173,1.2893835556456774,1.1969935853781255,1.256775330845365,1.235036514311823,1.2927802457290425,1.2069572096226653,1.2765378913304022,1.209633389688347,1.2658331710676736,1.1935763092942544,1.1641383285717497,1.236395190345169,1.335413852775411,1.2490114677976711
271,13.575,1.003304972632587,1.0755379569649577,1.0543819099904994,0.8083620587747996,1.3055278675377706,1.2077481460537949,1.1774027152484237,1.1989816882655766,1.228652776164162,1.3202816729529077,1.4291982697156225,1.2777776351918475,1.240586602150921,1.2352735974307891,1.1794870478693982,1.3229381753129734,1.4504502885961514,1.2612964776926634
272,13.625,1.0033076783312689,1.055334619042518,1.0518134835166375,0.7995318170852238,1.2531218317248431,1.233039751088227,1.285253160743428,1.2343785564640009,1.2711957042977973,1.2024906466046472,1.2842389142466295,1.2446833008714773,1.2789648324632763,1.1945795239296155,1.178757278579555,1.344890854755198,1.244683300871477,1.241400454047145
273,13.675,1.003692478294771,1.0513765887403024,1.073347887673845,0.7974711184488559,1.2426459646836137,1.2698911435884412,1.206762070516279,1.2173943354547485,1.249955646828811,1.2513048168115335,1.256540401819114,1.2434514393001643,1.214655721758476,1.1596820791788904,1.2382158542925843,1.350780931955547,1.3874300270086042,1.2058941305213025
