,r ($\AA$),g_full(r),O (DOL),O (DOL),O (BTFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
189,9.475,1.0159206624678814,1.0123504478117002,1.0143354486897629,0.8783792935084395,1.080405439454185,1.110783587507297,1.1358785793772606,1.1081420094157228,1.1081420094157224,1.4308547996031395,1.2539491152885691,1.482885883225072,1.264355332012956,1.2383397902019897,1.2851677654617286,0.978184372092328,0.9625750470057488,1.3420833997910275
190,9.525,1.0159135167549127,1.03612379202089,1.0321953605819485,0.8439066157047351,1.066478479562559,1.1671143164820652,1.1435890559034794,1.1814908646134237,1.0900037401411449,1.3026023912957738,1.1841839920870671,1.3798317820840609,1.2923051391906684,1.287156513138116,1.2717106349804592,1.0245765844579406,1.1275491055089897,1.2968233212367857
191,9.575,1.0147769153927992,0.9964175734967132,1.042338793050695,0.872633692286114,1.0450226705956485,1.1976373675390726,1.1420235372969771,1.1433168821863282,1.1665970901946472,1.3756486550370255,1.365458664999714,1.2075138194213897,1.411313620167615,1.1820388443281111,1.3756486550370255,1.05466396886172,1.1718488542908,1.3433630233371776
192,9.625,1.016111706569302,1.0353846778710554,1.033461064907059,0.8594655030252446,1.0674720218127949,1.2044258663379377,1.1007505260899324,1.0853912164235613,1.0866711588957592,1.38660434488073,1.2403806139660354,1.3916465424984783,1.250465009201531,1.2252540211127907,1.275675997290272,1.058861499727103,1.184916440170806,1.2462460275213734
193,9.675,1.0156145858272545,1.0527914897198931,1.021379085415412,0.8374490870582341,0.9855294044189692,1.175541500386637,1.1248716081285912,1.1058703985318252,1.1223381135156894,1.5220160818420234,1.3822900153122644,1.2425639487825038,1.1277889655616302,1.3623291486651548,1.3174171987091614,1.082877015605636,1.1277889655616309,1.3106956823892166
194,9.725,1.0164667285916422,1.025035416900158,1.0518860689053555,0.8921693951417062,1.0268254603671696,1.1559622398761054,1.1459321987491975,1.080736931424298,1.1170958305093386,1.3335395589184051,1.4471373731966393,1.1162220011687394,1.180429461412959,1.229819815446974,1.289088240287792,1.1458562135891484,1.032258399310914,1.2955896236249216
195,9.775,1.0154515637070198,1.0003551143044076,1.0204041797507322,0.8564004096235106,1.0101429317646975,1.170227008174582,1.1652631608440431,1.1106608402081135,1.085841603555418,1.4568139817051733,1.2319366556701457,1.2417139307151472,1.1048320800851312,1.300377580985154,1.3492639562101605,1.09016616751763,1.236825293192647,1.3432778694479144
196,9.825,1.0155763546626095,1.0398131209726618,1.0278135021775932,0.8331890429391224,1.019541575611761,1.1288659132376004,1.1202673698288264,1.1030702830112789,1.1644884502168062,1.3791170272513973,1.3549219916855832,1.1420056787064208,1.1903957498380489,1.403312062817211,1.4420241197225134,1.0065134795378623,1.1565227000459093,1.292163032085278
197,9.875,1.0152220231686306,0.9875071764383196,1.0247414280597504,0.8456754435765812,0.9168306276550634,1.1539419968762004,1.0530176704897678,1.1381345722614575,1.1417824394802445,1.3268656419041422,1.5088905314072372,1.1160999803742422,1.0729888223340354,1.3795570572866174,1.350816285259813,1.1113098517031084,1.1687913957567175,1.327501067136026
198,9.925,1.0138160556149989,1.0356993172389068,1.0343425059062792,0.8621794694014264,1.0243786401200097,1.1423446879834194,1.052064549312443,1.1423446879834196,1.1387334824365798,1.3704342666135672,1.365692279531859,1.1285929254464662,1.27559452497941,1.1997227316720849,1.27559452497941,1.123850938364759,1.1191089512830508,1.226335924477588
199,9.975,1.013679306564517,1.0293721408065852,1.0542221424659004,0.8616665455118462,1.0546526691751748,1.0641862526253458,1.2083817023091834,1.157138691264514,1.080870023663145,1.525734472612608,1.3802028767634045,1.2628386865624344,1.0938342526730378,1.2675332541704734,1.5210399050045675,1.2487549837383187,1.1360853611453865,1.2441083198813805
200,10.025,1.012713211289485,1.0197946557909554,1.046835505172937,0.882247552468668,1.020561893005451,1.1161289604429552,1.1361862462014438,1.10197087637814,1.098431355361936,1.473370313916785,1.4222438992382842,1.0736547082485088,1.0829504200082365,1.306047502241692,1.1619639699659183,1.124781122927009,1.110837555287418,1.2896377253597255
201,10.075,1.0123889272916822,1.0118922799595933,1.035373623259458,0.8643088241344016,0.9894305435147333,1.1120872224628404,1.1786722767489564,1.1926901829144545,1.098069316297343,1.5738285558536371,1.421967905727409,1.113644767592339,1.0906355781792747,1.3207274723099236,1.2286907146576644,1.1320521191227917,1.1182466054749525,1.1823436331256347
202,10.125,1.010299142927579,1.027345878200587,1.029518775574108,0.8495801264625178,1.0120687382052185,1.1832529362102149,1.1265770868707226,1.0456115878143055,1.1462401366415669,1.6130009812018749,1.3578369841755902,1.2758199851314276,1.1892464861403664,1.143681486671387,1.312271984706611,1.1892464861403664,1.2348114856093462,1.1967786595219725
203,10.175,1.0100563623475594,1.0347018573573288,1.0415869601719336,0.8736541102457742,0.9792403680983366,1.1292760268362103,1.2163196151116171,1.1350025786964344,1.0926260949307751,1.4257378813212709,1.2948948479088758,1.1911227869266316,1.1775873007115556,1.3084303341239505,1.358060450245894,1.146004499543047,1.0602797535142368,1.2564522254953114
204,10.225,1.009054890251948,1.028868492810425,1.0341950018848218,0.8740663459444687,1.0059792541233403,1.1670266657191857,1.1012467370391927,1.1103198306502264,1.1250636077681555,1.5235236355193786,1.3760858643400844,1.179502169434358,1.058871265742208,1.2643905831436488,1.3716180530922266,1.152695301947213,1.2152446594172166,1.2201227798613057
205,10.275,1.0083544709386296,1.0344929527372737,1.049473372815664,0.8486870354579946,1.031029440662811,1.1309876326224957,1.1276182553654277,1.189390171745008,1.0939244827947474,1.5308544345749415,1.358301478076609,1.0928353911560995,1.0662887824640492,1.322905999820542,1.4423657389347722,1.2432661737443893,1.1768996520142616,1.1695406431421451
206,10.325,1.0075835348315203,1.006110041271181,1.0545872021382452,0.8157904438037565,1.0599974847469502,1.202368605468471,1.1356321426302587,1.1322953194883474,1.0722325029339554,1.4853918774141657,1.279452590575033,1.0735133037359,1.108566799368094,1.371468016609538,1.2925976514371051,1.152383668908334,1.1962005384485757,1.181848278119578
207,10.375,1.0060104419181366,1.0438261866960434,1.0297539859237732,0.8631770742380184,1.035484746419269,1.088360563257699,1.135728482508793,1.1247126873341204,1.076243188565559,1.531863153229538,1.3496018148849471,1.136963586816258,1.0631911403434473,1.284508479761879,1.3148853694859777,1.0762098073680608,1.202056921939326,1.1821746719595578
208,10.425,1.0052257084846223,1.034247423585422,1.0289183643279467,0.8842218140463528,0.9993909614362309,1.112858930856937,1.1717749919023046,1.0910381675068015,1.1063127018518966,1.555886550390003,1.3925614428904998,1.0916994027598366,1.0916994027598368,1.1862560439437595,1.3968594720352236,1.1174875776281792,1.2507264811146164,1.1592837181886042
209,10.475,1.0052583593147837,1.026630652686866,1.069263129859941,0.8549022473583078,1.0330989208352503,1.0838893489516277,1.1422443089151253,1.1487281933555136,1.1379217192881994,1.396327437061463,1.3452422869250689,1.106844919621891,1.0600168653301965,1.2643574658757757,1.3026713284780729,1.2260436032734798,1.2473290824969778,1.237120740420403
210,10.525,1.0038472816627473,1.0382149076367415,1.0627475860662752,0.8770828620053056,1.0511371015585782,1.1207133862849603,1.1603183483599784,1.0051097132011255,1.1571071352187607,1.3957424390565212,1.2565898696037556,1.1174373001509903,1.0668363658045312,1.3198410375368308,1.4885108186916964,1.2059889352572957,1.3535749937678037,1.2168750206226475
211,10.575,1.0031318411211732,1.0429614061388086,1.025831023990615,0.8805800016512297,1.1313468232976938,1.081512427144937,1.127105598093204,1.122864372888714,1.2002667328706556,1.5830694380698462,1.286504978695285,0.9899405193207212,1.02753319726961,1.2154965870140515,1.328274620860716,1.1695499806320768,1.2990358713449142,1.136475243570471
212,10.625,1.0025240963134443,1.072435127544111,1.028432729486643,0.8820918284818227,1.0598036009268552,1.0776595585242352,1.1385798844447088,1.109170071931377,1.1427812862323274,1.3613178367913492,1.332353627497916,1.0923644647809,1.034436046194034,1.3778688135304535,1.4068330228238863,1.2495987438023932,1.1668438601068707,1.16481720989392
213,10.675,1.0015705014037004,1.0450150723711265,1.0672993443969978,0.9181925673009748,0.9999533271571358,1.1612361218598997,1.092560867341304,1.092560867341304,1.2007764199160609,1.5002610697864136,1.30350551965049,1.196929596660199,1.020669416330101,1.250217558155345,1.4387749603689377,1.0780564517864115,1.2174249664660242,1.1787765548321822
214,10.725,0.9997197319078036,1.0641490698845335,1.0736382972593,0.8546439798632992,1.0205462935486749,1.0782741646989031,1.1628042617403087,1.1184775035356689,1.1896064876314858,1.5797069502527243,1.3644769544599369,1.1126984688155437,1.063967149013403,1.202039221786135,1.2913799747567256,1.0517843190628675,1.3076237480241055,1.1568715869355113
215,10.775,1.0000678793757878,1.0757847422826083,1.0508423459036642,0.8547773509983846,1.0386722275284708,1.123440954062259,1.1530589428511733,1.127526193895212,1.13569667356112,1.347819657008578,1.2351660737362191,1.0179055917109558,0.9495087732955952,1.2070026779181295,1.4001231063850303,1.2351660737362191,1.1386058595027688,1.0580979597953724
216,10.825,0.9991760233409986,1.076325040503762,1.063968783415676,0.9106794512038014,1.1100510420989844,1.1292770856722574,1.11713432131019,1.1313008797326014,1.1313008797326014,1.5307242347333294,1.227768396609025,1.1161530878263868,1.1799332642736091,1.247699701748782,1.2237821355810734,1.24371344072083,1.2875623120282955,1.13828090414481
217,10.875,0.9984199274537444,1.0432832388757098,1.058539772970119,0.8969387117008887,1.0978619320700491,1.113903750255547,1.1209220457117033,1.1560135229924808,1.1199194320751096,1.4060896697440677,1.3033977275717477,1.184907025065225,1.0071709713054415,1.3270958680730522,1.2757498969868926,1.1296113638955143,1.2678505168197902,1.207637894525661
218,10.925,0.9971583589307388,1.0807869121061604,1.070335510434956,0.8588617215135269,1.0550517711229177,1.1563844271064747,1.088829323117437,1.1226068751119556,1.202083468040236,1.455866679549857,1.4049896181677386,1.2836673948719164,1.138863450938194,1.2601856742340154,1.3228035959350848,1.2406175737024312,1.1897405123203126,1.0964525881534144
219,10.975,0.9961609595799424,1.052283156157065,1.0668930628945703,0.8979429948256687,1.0996038901119232,1.143903062050183,1.0641645525613148,1.0789309432074017,1.0808997952935464,1.4154853255693205,1.116876092504012,1.050949378710372,1.0974858825647058,1.2487295200912911,1.2487295200912911,1.3030221079213469,1.2293393101519852,1.0734261934971592
220,11.025,0.995526277141614,1.0707993699658809,1.068600226984605,0.8740957234830254,1.1335510691123445,1.096481412807465,1.1296490000276198,1.1179427927734482,1.1335510691123438,1.4564768470026912,1.3027589739681071,1.129826366804199,1.1259834199783345,1.1874705691921683,1.3873038041371286,1.2989160271422424,1.252800665231867,1.1982935622935815
221,11.075,0.9943041431534771,1.085851679195175,1.0598813179098572,0.8949565908493837,1.120438780039815,1.0682354201414974,1.1030376600737093,1.0653352334804798,1.1339729844578976,1.382422308418409,1.2948308122927248,1.108222842285832,0.9368481759529712,1.2643642049446604,1.2681725308631682,1.1082228422858318,1.1881976865745003,1.1028600976250764
222,11.125,0.9940780110348484,1.0341773280271205,1.036697077869163,0.9078596207744732,1.068235485232758,1.1592510646920515,1.0998514233607226,1.0883547185869171,1.145838242455945,1.400217351617772,1.226605496700205,1.147347910759576,1.0907353493734129,1.1133803739278778,1.320959765677144,1.162444593795887,1.2530246920137478,1.063738474862052
223,11.175,0.9944366467555348,1.0415325532861075,1.043851430352851,0.8949931833549795,1.1356076121323282,1.0938294056659212,1.0995264338204311,1.0966779197431762,1.141304640286838,1.42512022471152,1.2755013034819638,1.1146609631601918,1.0697752867913248,1.1483252204368417,1.2567989383282692,1.1408442743753633,1.0847371789142797,1.0983250197198215
224,11.225,0.9942166257609047,1.048362402113305,1.0640966776256289,0.900855578158132,1.1349240360727229,1.0775190889745168,1.0746958948549334,1.1255133890074431,1.1132795478225803,1.3753803271467775,1.145532401855402,1.1269962788480332,1.1529468510583494,1.323479182726144,1.4124525731615154,1.164068524862771,1.2233841184863523,1.1222676760400314
225,11.275,0.993633349182937,1.0609880586613527,1.057133106177364,0.9089172790610128,1.113687685311345,1.0996966339883387,1.080109162136129,1.075445478361793,1.0773109518715276,1.1758136061355249,1.2199066163656074,1.1647903535780044,1.1905112762122183,1.2199066163656072,1.3007438017874244,1.1170229258287483,1.249301956518996,1.1531671961193948
226,11.325,0.9930080025888216,1.0625821282164218,1.043998230256442,0.8833612191241389,1.0918567775405827,1.1380827207048747,1.138082720704875,1.1343846452517317,1.1556485791073063,1.3694085465882442,1.3111358424781063,1.1108234220995066,0.9942780138792304,1.2055165662784804,1.2674313143955025,1.1326756861408078,1.2492210943610842,1.1025359137981297
227,11.375,0.9930175848427728,1.0532612923855045,1.0684111769441709,0.893334778109644,1.1061057848181128,1.1088550121208922,1.1418457397542403,1.1079386030199656,1.0859447845977326,1.2671438568263522,1.1949419276624578,1.1010794197493945,1.1444005772477313,1.0830289374584208,1.2202126028698208,1.2238226993280157,1.173281348913289,1.0551796219237763
228,11.425,0.992965354552024,1.040990786441372,1.059421442988203,0.9281502623367772,1.1227892957537733,1.137323785019195,1.088269883748399,1.0800942335365995,1.1282397292283066,1.3025985455297786,1.316912815260875,1.1272487413238463,1.1558772807860402,1.159455848218813,1.2954414106642296,1.180927252815458,1.0664130949666868,1.118265806747698
229,11.475,0.9916994823939376,1.073216299931333,1.0102849532140477,0.9249168729119636,1.068000649856005,1.0490900144032425,1.114826985262845,1.1274340755646863,1.1049214143113983,1.3586732167287678,1.184848183779134,1.1138991907384677,1.1316364389986344,1.2061328816913346,1.2983665726442013,1.1883956334311678,1.1351838886506678,1.1336273546196725
230,11.525,0.9926759650147744,1.0615765635554049,1.0419550062195466,0.8887750968997798,1.0757154372175344,1.056075819276633,1.1167800929121463,1.121243642444169,1.110531123567314,1.283608638148423,1.1605228783259711,1.1394224623564084,1.055020798478156,1.167556350315826,1.3539433580469664,1.1499726703411897,1.0901881584274278,1.140391359008072
231,11.575,0.9920551538852982,1.0476035615907706,1.0402881264677752,0.908687698995643,1.1487484046217522,1.1239680076037175,1.083257355359803,1.144323333725674,1.0575919441625532,1.262083856784322,1.241165339821046,1.1784097889312182,1.0738172041148373,1.101708560065872,1.171436949943459,1.174923369437338,1.2097875643761318,1.1176464777521784
232,11.625,0.9919127325908168,1.060534070792742,1.0575670808526936,0.9112573326734762,1.1423976342496918,1.0651848909209871,1.103791262585339,1.1204621958040366,1.1002815924340348,1.348032399023865,1.254707079091444,1.0922518925424145,1.199403185798157,1.1959466924673263,1.233968119106462,1.2443375990989525,1.081882412549923,1.0987416351227492
233,11.675,0.9919103598814862,1.0413374471747396,1.0694463675943968,0.9025342331247472,1.165690506562597,1.129153938446456,1.123064510427099,1.1587311602547603,1.148292140793006,1.309095218360438,1.1857249883578829,1.2199944966919265,1.1137590208563932,1.010950495854265,1.0692086600221382,1.0966242666893715,1.2028597425249046,1.166666945457829
234,11.725,0.9919996451064584,1.0543495260314726,1.0394424787908243,0.9266687648695928,1.1790576953137282,1.1186816611718398,1.081593525913252,1.1212692054922069,1.100568850929273,1.3387274756482712,1.1586448456752805,1.0601090670108138,1.0533134960684374,1.0533134960684374,1.2367939115126163,1.2028160568007311,1.0974847071938876,1.1327107279972295
235,11.775,0.9921962935288452,1.0516801530265554,1.021958058875942,0.9209595902127644,1.1528168389687417,1.079269177135424,1.099794106019141,1.1092013650908434,1.057033837511398,1.13198092631406,1.098291017792808,1.1589328531310614,1.1420878988704353,1.1724088165395623,1.1858847799480623,1.13198092631406,1.0679701001236817,1.1140358934078416
236,11.825,0.9914804094275024,1.0349993623065072,1.0507704777241371,0.910150952260722,1.118496818586732,1.17107210497974,1.0989930833119068,1.1481764157440753,1.1329126229202986,1.149152887338862,1.2894564375372113,1.0622983086446454,0.9787842906694372,1.182558494528945,1.175877373090928,1.1491528873388617,1.0455955050496035,1.1046348026549346
237,11.875,0.9920315725970582,1.0468374568036438,1.0523662497700128,0.9344230181545072,1.0426695974905344,1.079667550949876,1.097325665100926,1.1090977412016254,1.075463238056769,1.1262462416686634,1.1626836200755908,1.06993392958523,1.156058642183422,1.1196212637764944,1.2156834432129393,1.222308421105108,1.1295587306147474,1.1488928497694424
238,11.925,0.9928390066068656,1.055308161788841,1.0283654567528189,0.9307842402671264,1.1365049919121586,1.1523476880576686,1.0931460340402346,1.0556238589587623,1.1415079485896882,1.2416428845141845,1.254781962657191,1.1890865719421548,1.1102521030841106,1.1956561110136583,1.0872587163338483,1.136530259370126,1.1562388765846363,1.079549563341779
239,11.975,0.9933769857710107,1.0375043580942702,1.026786016919169,0.9191780994610528,1.0881709247059388,1.103881599150781,1.0823827814894174,1.0881709247059388,1.1212460288003443,1.211751540913217,1.195464557836427,1.2312959206053655,1.0944852627603248,1.1498610052214135,1.1563757984521292,1.208494144297859,1.2280385239900078,1.0562939493823007
240,12.025,0.993051415485982,1.053850378740954,1.0470722152174046,0.9230032196672354,1.164422133702912,1.0734004035331777,1.1111211205404543,1.0791405126429807,1.1316215102183238,1.2307688493876507,1.0563291699468813,1.1823133828763253,1.1047846364582063,1.1015542720241174,1.2404599426899157,1.0337166189082634,1.014334432303733,1.1301990341998582
241,12.075,0.9926689241542432,1.0272661240358991,1.016419024867763,0.9380920514892532,1.1068177856707306,1.1304017061589384,1.084860342457571,1.083233865182522,1.1011251152080592,1.1597275842999708,1.1789495884596384,1.1405055801403026,1.2590412724582547,1.0924505697411322,1.1148762412607447,1.1725422537397494,1.06361756350163,1.151064606234814
242,12.125,0.9929817560013204,1.0254781267151445,1.0336601330453186,0.9479907450636044,1.2275620277907702,1.0993213166089484,1.0888362270154663,1.1210980411492582,1.0969016805489145,1.1628917549134885,1.0961684575004191,1.2232604525729314,1.166069054790301,1.0929911576236062,1.296338349739626,1.092991157623606,1.1406506557757985,1.0998645002142633
243,12.175,0.9939491660083454,1.028193090369797,1.047879336326892,0.973451805847124,1.1535053514815374,1.119108173871478,1.0687123090009254,1.1359067954949953,1.1471058765773403,1.1974775010126493,1.2478976063184446,1.1313011127987922,1.1376036259620168,1.1249985996355685,1.2163850405023224,1.140754882543629,1.1502086522884656,1.088726993267623
244,12.225,0.9939608232205736,1.0525907121046358,1.0281465211126848,0.9316927293846174,1.103625413297589,1.135361586217721,1.1155264781426384,1.070302431731451,1.1282209473106914,1.1908277611622224,1.137693714076244,1.0845596669902655,1.1126894566240189,1.0595554095380404,1.1470703106208284,1.0658064739010968,1.0908107313533215,1.1345681818947166
245,12.275,0.9946712053829088,1.040484995441505,1.035162821551779,0.97287448982217,1.1544613962799537,1.132426686603172,1.0663225575728272,1.0246139999703474,1.0765529584941895,1.134644465823887,1.193546774159006,1.1594454377544634,1.0819424004714109,1.1005431294193435,1.0757421574887671,1.1687458022284292,1.128444222841242,1.1357832859635557
246,12.325,0.9948426890113948,1.0247280069385545,1.0383656292403982,0.9566105901745228,1.13262427231622,1.1021815799521044,1.1053039073740647,1.1240378719058288,1.121696126339358,1.091631897905176,1.1162320533509265,1.146982247658114,1.1777324419653024,1.082406839613019,1.146982247658114,1.088556878474457,1.1377571893659582,1.1731826683178106
247,12.375,0.9945425067263564,1.0198096622574673,1.0234461251809353,0.9427955885770088,1.144396000927162,1.1645274596714827,1.1157473865602434,1.1374274190541276,1.102584509688957,1.0919791258283125,1.1682346513749826,1.0614769156096444,1.1499333252437822,1.0218240423253764,1.2749923871403208,1.0523262525440444,1.024874263347243,1.138043688199362
248,12.425,0.9956787682280814,1.0276346743794644,1.0381678576467628,0.94540040060667,1.1805201112573114,1.150565469527295,1.098336863433933,1.116002421377276,1.150565469527295,1.1406969628501191,1.164902733945082,1.183057062266304,1.1013625848208044,1.164902733945082,1.1255683559157668,1.0801825351127128,1.0226938287621752,1.097317998068968
249,12.475,0.9970445459430254,1.0168371954095496,1.0202724562048515,0.944931729662512,1.1558375363846047,1.072787904567913,1.0872644458937584,1.1405990718310832,1.126884453732914,1.1465790147392072,1.092551731322177,1.194603266665457,1.1315714360122546,1.0985547628129582,1.1916017509200667,1.1045577943037392,1.0955532470675668,1.0743894982913944
250,12.525,0.9962862291910084,1.0446597730070772,1.0392639497945892,0.9512076668063484,1.2229687924697692,1.1330223856070356,1.0823802909868416,1.1277314204974629,1.092206369047476,1.2327261566978125,1.2297485572854985,1.173174168451541,1.1701965690392275,1.1165997796175842,1.1046893819683294,1.057047791371312,1.0719357884328795,1.129998976972994
251,12.575,0.9969191816369964,1.0114351581816567,1.0222820254769196,0.9294256854696492,1.1232803384761476,1.1172815115683978,1.0722903097602745,1.1240301918396165,1.091036643846993,1.2258966351253828,1.1284156978744482,0.9600395335319256,1.019118889441583,1.0309347606235144,1.113645858897034,1.0013950826686862,1.1461395046473457,1.1478877713018152
252,12.625,0.9970855408106238,1.0283160245233398,1.0443878297448916,0.9548481049351736,1.1739147544220812,1.117376401230651,1.1099371442317776,1.093570778834258,1.093570778834258,1.122426078708673,1.040368819690806,1.1107036131346923,1.0579525180517777,1.140009777069644,1.128287311495664,1.107772996741197,1.0550219016582827,1.1082215604748948
253,12.675,0.9981499519131988,1.043928992694722,1.019941781147878,0.9468010111382302,1.1713139915335715,1.1897656927234517,1.1366247932965976,1.141791269629764,1.16540944715281,1.148478613454945,1.0263619001255582,1.1455710726613884,1.0757900936160247,0.9711186250479784,1.0728825528224673,1.0525297672675695,1.0089166553642173,1.1631349925571597
254,12.725,0.9989781314102992,1.04083133257516,1.0361540572239103,0.953536593630178,1.2258355622376678,1.0647341143928133,1.0515530868418714,1.1335683693810696,1.12844241422237,1.0904304610325306,1.162548877767486,1.096199934371327,1.0558136209997515,1.0413899376527609,1.0933151977019284,1.0990846710407254,0.9865799409341944,1.0860150477630428
255,12.775,0.9987765935461812,1.0174127544778095,1.014273434199705,0.9572757261680316,1.169759032856719,1.0622283888425608,1.1043687763616223,1.0941969586846076,1.0934704002791067,1.1506043112571445,1.1649153101533776,1.0532895187627591,1.127706713023171,1.21357270640057,1.041840719645773,1.0819115165552255,1.0590139183212524,1.1122274693190826
256,12.825,0.9984691990745308,1.01802727531701,1.019246145275485,0.9379500933344024,1.1613768001255682,1.0921699889449017,1.1058671703244087,1.1174016388545198,1.11379711743886,1.0990513480111603,1.0337330508425389,1.1331304595773988,1.082011792228042,1.0649722364449232,1.036572976806392,1.06213231048107,1.0394129027702457,1.0882712208830647
257,12.875,0.999763966921124,1.0102700108408185,0.9989820777587988,0.9212007705351564,1.1495126608298727,1.155235188077314,1.0822729656724317,1.1087396541918495,1.1309144472756865,1.1328002801185932,1.1891585030100655,1.0736241460825475,1.09898534638371,1.1215286355402991,1.1722510361426246,1.0764420572271207,1.03699130120309,1.102608374998162
258,12.925,0.9998735019433908,1.0131361350366397,0.9970016954025992,0.9303558033359496,1.1938705788558588,1.1001780007292397,1.0597198419927454,1.0973388316950998,1.0739156871634463,1.1995489169241398,1.1016836206715874,1.0625375021705667,1.0289836863125486,1.0289836863125483,1.065333653492068,0.9255260874169934,1.017799081026543,1.118574657225963
259,12.975,1.0001579581641813,1.0032257504081303,0.9946251603558318,0.9310187029056916,1.13960973439012,1.0501595265609824,1.1227057581074489,1.1459487254961216,1.0938281319578844,1.1514766672350252,1.104307743516964,1.0821106029437588,1.021068466367444,1.104307743516964,1.1154063138035666,1.0404909643689988,1.0876598880870605,1.0959555031227106
260,13.025,1.000814449862879,0.9989521087153668,1.006567674212934,0.9196292697605608,1.1525441264983975,1.0679729686413288,1.0609836167523152,1.0959303761973846,1.116199496675525,1.145406515629919,1.1151193241108577,1.0628050842142995,1.101352418874922,1.1481598966771058,1.0242577495536775,1.065558465261487,1.0049840822233664,1.1283524105723417
261,13.075,1.0010172293507749,1.011392841421408,1.0335439343152033,0.936455310080198,1.1555373197581724,1.1208573281687912,1.0875645362429858,1.1076789313648263,1.1028237325423134,1.1148040932731895,1.0164390262196727,1.1448600859839864,1.109339367325772,1.054692107851596,1.013706663245964,1.0601568337990137,1.00004484837742,1.0829358189981984
262,13.125,1.0013081095316112,1.0144343811339096,1.0149516198240995,0.9727193657501324,1.1529449342278917,1.0724108701654056,1.0710342194976703,1.1550099102294926,1.0944372808491625,1.0493832589960228,1.141577137047353,1.1198844598588047,1.0168442432132003,1.0656527668874345,1.052094843644592,1.0059979046189262,1.065652766887434,1.135877275439138
263,13.175,1.0025244023197808,1.0071342992564392,1.0104708807779312,0.9450451766185324,1.1230341108763526,1.0998083445930216,1.1121043385077256,1.1052732307773347,1.0854630183591991,1.0764169756980435,1.1194736547259658,1.1786765883893582,0.9903036176422004,1.1087094849689851,1.071034890819554,1.025287169352387,1.030669254230877,1.091025491796804
264,13.225,1.0017170757656708,1.0146893444853846,1.0069202908875925,0.939855145288372,1.1654050654661052,1.0548983605964275,1.0799827046466004,1.1193041088333564,1.0711692864668103,1.02556138819377,1.0816467766106166,1.092329707737635,1.1350614322457089,1.0869882421741264,1.0736345782653527,0.9614638014316592,1.0682931127018434,1.1412477214442631
265,13.275,1.0035099551979312,1.0181836835096858,1.0052904823032307,0.940258618442394,1.0987768867674643,1.0503311207862909,1.110888328262758,1.1606798099656317,1.1532783734962853,1.0867673934329063,1.0682128281791738,1.0682128281791743,1.1821908718806735,1.1079726108657435,1.0841167412538015,1.0443569585672323,1.0231517411343942,1.1014271228316277
266,13.325,1.0029961147409674,1.0082986475798177,0.9827054008327368,0.9248447974167272,1.103902741932994,1.0591589526350442,1.1099131016894346,1.1413005359730708,1.1346223584659143,1.0260109079177036,1.0707344603141162,1.102304026711584,1.0654728659145385,1.1023040267115838,1.1812279427052532,1.0286417051174928,1.0207493135181258,1.044453333185611
267,13.375,1.0033342036259807,1.0124790256936231,1.0041361287902326,0.9274381462716106,1.1612852720230629,1.1307949052918636,1.1281435690543682,1.1022930407387863,1.0565574906419877,1.0940779155786673,1.0810220931970609,1.0157429812890255,1.09930024453131,1.0731885997680966,1.0836332576733818,0.9530750338573116,1.041854626052239,1.0269869752584917
268,13.425,1.0038287772708498,0.9934569959361752,0.9996367483368732,0.9318521848690764,1.1144926757251037,1.0973871210799724,1.0644918236854892,1.100676650819421,1.12238754709978,1.0755765420802352,1.075576542080236,1.0548425364497735,1.054842536449774,1.1377785589716232,1.054842536449773,1.0626177885611972,1.0341085308193108,1.1441521499881306
269,13.475,1.0034654324890615,1.0176267290678005,1.0101432775339685,0.9459977657232668,1.0912174626757805,1.0781568108184991,1.1238690923189807,1.093829593047236,1.1441131026977662,1.1473584767956346,1.0676093450004227,1.1396408188799696,1.0753270029160884,1.0341661606992043,0.9955778711208764,1.065036792361867,1.1216329504100828,1.0992937433140568
270,13.525,1.003854787176232,1.0157182139777985,1.0065851524685867,0.960141228365581,1.0831642339558765,1.05399464058184,1.1064999086551055,1.0714963966062616,1.0753856757228,1.0239804057835042,1.0265339728802212,1.082712449007995,1.0061054361064856,1.0469625096539572,1.062283912234259,1.0801588819112775,1.1184623883620324,1.072263669357144
271,13.575,1.0039911985033896,1.0012387634313584,1.0048651262108996,0.9505466073646186,1.1067287268516048,1.0520357374432407,1.1105894084569017,1.1183107716674936,1.0945032351014998,1.0316599178597328,1.0519382454835111,1.0823557369191792,1.013916381188927,1.107703646448903,1.0316599178597332,0.9961728445181202,1.0747513640602626,1.1138854325484977
272,13.625,1.003163419907252,1.013342612990179,0.9755447535358382,0.8978334519562248,1.1248089158821224,1.1107567885968253,1.105646924129445,1.09414972907784,1.1018145257789105,0.9989397922784298,1.039199330506276,1.1272670703796883,0.9687451386075452,1.0668777630379198,1.0467479939239974,1.0241020036708337,1.0668777630379198,1.0752223739588689
273,13.675,1.0042912652260725,1.0073753926909628,0.9980842397253848,0.9605386492449668,1.1235734471462728,1.0956743322058455,1.1064535357055565,1.1115261020583609,1.0779203499710288,1.1739916824105148,1.0191246945180632,1.019124694518064,1.019124694518064,1.0091332759443574,1.1265324441854092,1.0690817873865963,1.1340260081156888,1.0261594688199591
